time,San Antonio,pts.away,score,pts.home,Philadelphia
8:12.0,M. Belinelli misses 2-pt shot from 16 ft,,93-83,,
8:10.0,,,93-83,,Defensive rebound by M. Carter-Williams
8:00.0,,,93-83,,H. Sims misses 2-pt shot from 7 ft
7:57.0,Defensive rebound by K. Leonard,,93-83,,
7:51.0,,,93-83,,Personal foul by R. Covington (drawn by K. Leonard)
7:51.0,,,93-83,,A. Shved enters the game for R. Covington
7:51.0,B. Diaw enters the game for A. Baynes,,93-83,,
7:35.0,,,93-83,,Violation by K. McDaniels (def goaltending)
7:35.0,C. Joseph makes 2-pt shot from 1 ft,2,95-83,,
7:35.0,,,95-83,,Technical foul by K. McDaniels
7:35.0,M. Belinelli makes technical free throw,1,96-83,,
7:35.0,,,96-83,,J. Sampson enters the game for K. McDaniels
7:35.0,D. Green enters the game for M. Bonner,,96-83,,
7:10.0,,,96-83,,M. Carter-Williams misses 2-pt shot from 21 ft
7:10.0,,,96-83,,Offensive rebound by Team
7:10.0,,,96-83,,Turnover by Team (shot clock)
6:48.0,D. Green misses 2-pt shot from 18 ft,,96-83,,
6:47.0,,,96-83,,Defensive rebound by H. Sims
6:24.0,,,96-83,,H. Thompson misses 3-pt shot from 22 ft
6:22.0,Defensive rebound by D. Green,,96-83,,
6:15.0,M. Belinelli misses 3-pt shot from 23 ft,,96-83,,
6:13.0,,,96-83,,Defensive rebound by A. Shved
6:05.0,,,96-85,2,A. Shved makes 2-pt shot from 2 ft
5:40.0,M. Belinelli misses 3-pt shot from 26 ft,,96-85,,
5:34.0,,,96-85,,Defensive rebound by M. Carter-Williams
5:29.0,,,96-85,,M. Carter-Williams misses 3-pt shot from 25 ft
5:27.0,,,96-85,,Offensive rebound by H. Sims
5:27.0,,,96-87,2,H. Sims makes 2-pt shot at rim
5:25.0,San Antonio full timeout,,96-87,,
5:25.0,,,96-87,,B. Davies enters the game for H. Sims
5:25.0,,,96-87,,K. McDaniels enters the game for M. Carter-Williams
5:12.0,D. Green misses 3-pt shot from 26 ft,,96-87,,
5:10.0,,,96-87,,Defensive rebound by J. Sampson
4:56.0,,,96-87,,Turnover by K. McDaniels (lost ball; steal by M. Belinelli)
4:53.0,K. Leonard makes 2-pt shot at rim (assist by C. Joseph),2,98-87,,
4:28.0,,,98-90,3,H. Thompson makes 3-pt shot from 24 ft (assist by B. Davies)
4:04.0,D. Green makes 3-pt shot from 24 ft (assist by M. Belinelli),3,101-90,,
3:43.0,,,101-93,3,A. Shved makes 3-pt shot from 24 ft (assist by B. Davies)
3:07.0,M. Belinelli misses 3-pt shot from 23 ft,,101-93,,
3:05.0,Offensive rebound by B. Diaw,,101-93,,
2:49.0,K. Leonard misses 3-pt shot from 25 ft,,101-93,,
2:47.0,Offensive rebound by M. Belinelli,,101-93,,
2:46.0,Turnover by M. Belinelli (bad pass; steal by A. Shved),,101-93,,
2:41.0,,,101-93,,Shooting foul by K. Leonard (drawn by J. Sampson)
2:41.0,Official timeout,,101-93,,
2:41.0,,,101-93,,M. Carter-Williams enters the game for B. Davies
2:41.0,,,101-93,,H. Sims enters the game for A. Shved
2:41.0,,,101-94,1,J. Sampson makes free throw 1 of 2
2:41.0,A. Baynes enters the game for M. Belinelli,,101-94,,
2:41.0,,,101-94,,J. Sampson misses free throw 2 of 2
2:40.0,Defensive rebound by K. Leonard,,101-94,,
2:26.0,Turnover by K. Leonard (bad pass),,101-94,,
2:26.0,,,101-94,,A. Shved enters the game for J. Sampson
2:12.0,,,101-94,,Turnover by M. Carter-Williams (lost ball)
1:54.0,,,101-94,,Personal foul by H. Thompson (drawn by B. Diaw)
1:54.0,,,101-94,,J. Sampson enters the game for A. Shved
1:43.0,Turnover by C. Joseph (lost ball; steal by K. McDaniels),,101-94,,
1:33.0,,,101-96,2,H. Sims makes 2-pt shot from 1 ft
1:09.0,D. Green misses 2-pt shot from 13 ft,,101-96,,
1:09.0,,,101-96,,Defensive rebound by Team
1:09.0,Loose ball foul by A. Baynes (drawn by H. Sims),,101-96,,
1:09.0,,,101-96,,Philadelphia full timeout
1:09.0,M. Belinelli enters the game for A. Baynes,,101-96,,
1:09.0,,,101-96,,A. Shved enters the game for J. Sampson
1:01.0,,,101-96,,A. Shved misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by M. Belinelli,,101-96,,
0:43.0,K. Leonard makes 2-pt shot from 1 ft,2,103-96,,
0:43.0,Shooting foul by H. Thompson (drawn by K. Leonard),,103-96,,
0:43.0,K. Leonard makes free throw 1 of 1,1,104-96,,
0:43.0,,,104-96,,Philadelphia full timeout
0:38.0,,,104-98,2,M. Carter-Williams makes 2-pt shot from 3 ft
0:37.0,,,104-98,,Personal foul by A. Shved (drawn by C. Joseph)
0:37.0,C. Joseph makes free throw 1 of 2,1,105-98,,
0:37.0,C. Joseph makes free throw 2 of 2,1,106-98,,
0:26.0,,,106-100,2,M. Carter-Williams makes 2-pt shot from 7 ft
0:24.0,,,106-100,,Personal foul by K. McDaniels (drawn by M. Belinelli)
0:24.0,M. Belinelli misses free throw 1 of 2,,106-100,,
0:24.0,Offensive rebound by Team,,106-100,,
0:24.0,M. Belinelli makes free throw 2 of 2,1,107-100,,
0:24.0,,,107-100,,Philadelphia full timeout
0:18.0,,,107-100,,K. McDaniels misses 3-pt shot from 25 ft
0:15.0,,,107-100,,Offensive rebound by A. Shved
0:11.0,,,107-100,,A. Shved misses 3-pt shot from 25 ft
0:10.0,,,107-100,,Offensive rebound by Team
0:10.0,Loose ball foul by B. Diaw (drawn by H. Sims),,107-100,,
0:10.0,,,107-100,,H. Sims misses free throw 1 of 2
0:10.0,,,107-100,,Offensive rebound by Team
0:10.0,,,107-100,,J. Sampson enters the game for A. Shved
0:10.0,,,107-100,,H. Sims misses free throw 2 of 2
0:09.0,Defensive rebound by C. Joseph,,107-100,,
0:08.0,,,107-100,,Personal foul by M. Carter-Williams (drawn by C. Joseph)
0:08.0,C. Joseph misses free throw 1 of 2,,107-100,,
0:08.0,Offensive rebound by Team,,107-100,,
0:08.0,,,107-100,,A. Shved enters the game for J. Sampson
0:08.0,C. Joseph makes free throw 2 of 2,1,108-100,,
0:03.0,,,108-103,3,H. Sims makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
0:02.0,,,108-103,,Personal foul by A. Shved (drawn by K. Leonard)
0:02.0,K. Leonard misses free throw 1 of 2,,108-103,,
0:02.0,Offensive rebound by Team,,108-103,,
0:02.0,K. Leonard makes free throw 2 of 2,1,109-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
