time,Dallas,pts.away,score,pts.home,New Orleans
1:19.0,D. Nowitzki misses 3-pt shot from 24 ft,,102-102,,
1:18.0,Offensive rebound by C. Parsons,,102-102,,
1:10.0,M. Ellis misses 2-pt shot from 21 ft,,102-102,,
1:10.0,Offensive rebound by Team,,102-102,,
1:10.0,,,102-102,,Loose ball foul by O. Asik (drawn by T. Chandler)
0:58.0,M. Ellis misses 2-pt shot from 5 ft (block by A. Davis),,102-102,,
0:57.0,,,102-102,,Defensive rebound by E. Gordon
0:54.0,,,102-102,,Shooting foul by D. Nowitzki (drawn by Q. Pondexter)
0:54.0,,,102-103,1,Q. Pondexter makes free throw 1 of 2
0:54.0,,,102-103,,Q. Pondexter misses free throw 2 of 2
0:54.0,Defensive rebound by R. Rondo,,102-103,,
0:35.0,M. Ellis makes 2-pt shot from 2 ft,2,104-103,,
0:35.0,,,104-103,,New Orleans full timeout
0:35.0,,,104-103,,R. Anderson enters the game for O. Asik
0:35.0,A. Aminu enters the game for C. Parsons,,104-103,,
0:35.0,R. Jefferson enters the game for D. Nowitzki,,104-103,,
0:23.0,,,104-105,2,T. Evans makes 2-pt shot from 1 ft
0:23.0,Dallas full timeout,,104-105,,
0:23.0,D. Nowitzki enters the game for A. Aminu,,104-105,,
0:23.0,C. Parsons enters the game for R. Jefferson,,104-105,,
0:23.0,,,104-105,,O. Asik enters the game for R. Anderson
0:23.0,,,104-105,,D. Cunningham enters the game for E. Gordon
0:12.0,M. Ellis makes 2-pt shot from 2 ft,2,106-105,,
0:12.0,,,106-105,,New Orleans full timeout
0:12.0,A. Aminu enters the game for C. Parsons,,106-105,,
0:12.0,R. Jefferson enters the game for D. Nowitzki,,106-105,,
0:12.0,,,106-105,,R. Anderson enters the game for O. Asik
0:12.0,,,106-105,,E. Gordon enters the game for D. Cunningham
0:12.0,Personal foul by T. Chandler (drawn by A. Davis),,106-105,,
0:12.0,,,106-106,1,A. Davis makes free throw 1 of 2
0:12.0,,,106-106,,D. Cunningham enters the game for E. Gordon
0:12.0,,,106-107,1,A. Davis makes free throw 2 of 2
0:12.0,Dallas full timeout,,106-107,,
0:12.0,,,106-107,,O. Asik enters the game for R. Anderson
0:12.0,C. Parsons enters the game for A. Aminu,,106-107,,
0:12.0,D. Nowitzki enters the game for R. Jefferson,,106-107,,
0:12.0,Turnover by R. Rondo (bad pass; steal by A. Davis),,106-107,,
0:09.0,,,106-107,,New Orleans full timeout
0:09.0,,,106-107,,E. Gordon enters the game for D. Cunningham
0:09.0,,,106-107,,R. Anderson enters the game for O. Asik
0:09.0,,,106-107,,J. Fredette enters the game for Q. Pondexter
0:09.0,R. Jefferson enters the game for C. Parsons,,106-107,,
0:09.0,A. Aminu enters the game for D. Nowitzki,,106-107,,
0:08.0,Personal take foul by T. Chandler (drawn by A. Davis),,106-107,,
0:08.0,,,106-108,1,A. Davis makes free throw 1 of 2
0:08.0,,,106-108,,O. Asik enters the game for E. Gordon
0:08.0,,,106-108,,D. Cunningham enters the game for R. Anderson
0:08.0,,,106-108,,Q. Pondexter enters the game for J. Fredette
0:08.0,D. Nowitzki enters the game for A. Aminu,,106-108,,
0:08.0,C. Parsons enters the game for R. Jefferson,,106-108,,
0:08.0,,,106-108,,E. Gordon enters the game for O. Asik
0:08.0,,,106-109,1,A. Davis makes free throw 2 of 2
0:02.0,M. Ellis misses 3-pt shot from 27 ft,,106-109,,
0:00.0,,,106-109,,Defensive rebound by A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
