time,Denver,pts.away,score,pts.home,LA Lakers
3:22.0,W. Chandler enters the game for D. Gallinari,,95-92,,
3:10.0,T. Lawson misses 2-pt shot from 18 ft,,95-92,,
3:09.0,,,95-92,,Defensive rebound by C. Boozer
2:45.0,,,95-94,2,W. Johnson makes 2-pt shot from 17 ft
2:27.0,Shooting foul by C. Boozer (drawn by J. Hickson),,95-94,,
2:27.0,J. Hickson misses free throw 1 of 2,,95-94,,
2:27.0,Offensive rebound by Team,,95-94,,
2:27.0,J. Hickson misses free throw 2 of 2,,95-94,,
2:25.0,,,95-94,,Defensive rebound by N. Young
2:05.0,,,95-94,,N. Young misses 2-pt shot from 17 ft
2:04.0,Defensive rebound by J. Hickson,,95-94,,
1:51.0,T. Lawson makes 2-pt shot from 16 ft,2,97-94,,
1:37.0,,,97-96,2,C. Boozer makes 2-pt shot from 1 ft
1:25.0,T. Lawson makes 2-pt shot from 19 ft,2,99-96,,
1:11.0,,,99-96,,W. Johnson misses 2-pt shot from 20 ft
1:11.0,Defensive rebound by Team,,99-96,,
1:11.0,D. Gallinari enters the game for J. Hickson,,99-96,,
1:11.0,,,99-96,,J. Lin enters the game for J. Clarkson
0:54.0,D. Arthur makes 2-pt shot from 15 ft (assist by T. Lawson),2,101-96,,
0:54.0,,,101-96,,LA Lakers full timeout
0:49.0,,,101-96,,Turnover by J. Lin (bad pass; steal by T. Lawson)
0:47.0,T. Lawson makes 2-pt shot at rim,2,103-96,,
0:47.0,,,103-96,,LA Lakers full timeout
0:44.0,Personal block foul by D. Arthur (drawn by J. Lin),,103-96,,
0:39.0,,,103-96,,J. Lin misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by D. Arthur,,103-96,,
0:22.0,T. Lawson makes 3-pt shot from 24 ft,3,106-96,,
0:15.0,,,106-96,,J. Lin misses 3-pt shot from 24 ft
0:14.0,,,106-96,,Offensive rebound by N. Young
0:06.0,,,106-96,,N. Young misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by W. Chandler,,106-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
