time,Charlotte,pts.away,score,pts.home,Dallas
3:01.0,,,73-87,2,M. Ellis makes 2-pt shot from 16 ft
2:45.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by T. Chandler),,73-87,,
2:44.0,,,73-87,,Defensive rebound by C. Villanueva
2:31.0,,,73-87,,M. Ellis misses 2-pt shot from 20 ft
2:30.0,Defensive rebound by M. Williams,,73-87,,
2:20.0,L. Stephenson makes 2-pt shot from 1 ft,2,75-87,,
1:59.0,,,75-89,2,M. Ellis makes 2-pt shot from 10 ft
1:48.0,M. Kidd-Gilchrist makes 2-pt shot from 20 ft (assist by A. Jefferson),2,77-89,,
1:28.0,,,77-89,,M. Ellis misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by A. Jefferson,,77-89,,
1:20.0,Turnover by M. Williams (lost ball; steal by M. Ellis),,77-89,,
1:06.0,,,77-89,,Dallas full timeout
0:59.0,,,77-89,,R. Rondo misses 3-pt shot from 23 ft
0:57.0,Defensive rebound by M. Kidd-Gilchrist,,77-89,,
0:47.0,L. Stephenson misses 3-pt shot from 24 ft,,77-89,,
0:46.0,Offensive rebound by M. Williams,,77-89,,
0:45.0,M. Williams makes 2-pt shot at rim,2,79-89,,
0:45.0,Shooting foul by T. Chandler (drawn by M. Williams),,79-89,,
0:45.0,C. Zeller enters the game for A. Jefferson,,79-89,,
0:45.0,,,79-89,,D. Harris enters the game for R. Rondo
0:45.0,M. Williams misses free throw 1 of 1,,79-89,,
0:45.0,,,79-89,,Defensive rebound by C. Villanueva
0:41.0,Personal take foul by L. Stephenson (drawn by R. Jefferson),,79-89,,
0:41.0,,,79-89,,A. Aminu enters the game for T. Chandler
0:29.0,Personal foul by M. Kidd-Gilchrist (drawn by M. Ellis),,79-89,,
0:29.0,,,79-89,,M. Ellis misses free throw 1 of 2
0:29.0,,,79-89,,Offensive rebound by Team
0:29.0,A. Jefferson enters the game for C. Zeller,,79-89,,
0:29.0,,,79-90,1,M. Ellis makes free throw 2 of 2
0:29.0,Charlotte full timeout,,79-90,,
0:18.0,A. Jefferson makes 2-pt shot at rim (assist by M. Williams),2,81-90,,
0:16.0,Personal take foul by M. Kidd-Gilchrist (drawn by M. Ellis),,81-90,,
0:16.0,T. Daniels enters the game for M. Kidd-Gilchrist,,81-90,,
0:16.0,,,81-91,1,M. Ellis makes free throw 1 of 2
0:16.0,,,81-92,1,M. Ellis makes free throw 2 of 2
0:12.0,,,81-92,,J. Barea enters the game for M. Ellis
0:07.0,A. Jefferson misses 2-pt shot from 11 ft,,81-92,,
0:06.0,,,81-92,,Defensive rebound by C. Villanueva
0:00.0,End of 4th quarter,,,,End of 4th quarter
