time,Golden State,pts.away,score,pts.home,Phoenix
3:57.0,Personal foul by D. Green (drawn by I. Thomas),,89-95,,
3:57.0,,,89-96,1,I. Thomas makes free throw 1 of 2
3:57.0,,,89-97,1,I. Thomas makes free throw 2 of 2
3:48.0,Turnover by S. Curry (lost ball; steal by I. Thomas),,89-97,,
3:43.0,,,89-100,3,M. Morris makes 3-pt shot from 24 ft (assist by I. Thomas)
3:40.0,Golden State full timeout,,89-100,,
3:40.0,L. Barbosa enters the game for H. Barnes,,89-100,,
3:40.0,M. Speights enters the game for A. Bogut,,89-100,,
3:16.0,L. Barbosa makes 2-pt shot from 19 ft (assist by S. Curry),2,91-100,,
2:52.0,,,91-103,3,I. Thomas makes 3-pt shot from 24 ft (assist by P. Tucker)
2:40.0,S. Curry misses 2-pt shot from 20 ft,,91-103,,
2:39.0,,,91-103,,Defensive rebound by M. Morris
2:13.0,,,91-103,,M. Plumlee misses 2-pt shot from 14 ft
2:12.0,Defensive rebound by M. Speights,,91-103,,
2:06.0,L. Barbosa misses 3-pt shot from 25 ft,,91-103,,
2:05.0,,,91-103,,Defensive rebound by M. Plumlee
1:52.0,,,91-105,2,I. Thomas makes 2-pt shot from 12 ft
1:52.0,Golden State full timeout,,91-105,,
1:52.0,S. Livingston enters the game for D. Green,,91-105,,
1:52.0,O. Kuzmic enters the game for S. Curry,,91-105,,
1:52.0,B. Rush enters the game for A. Iguodala,,91-105,,
1:38.0,Turnover by B. Rush (bad pass; steal by G. Green),,91-105,,
1:33.0,,,91-107,2,G. Green makes 2-pt shot from 2 ft
1:24.0,L. Barbosa misses 2-pt shot from 2 ft,,91-107,,
1:23.0,,,91-107,,Defensive rebound by P. Tucker
1:21.0,,,91-107,,Phoenix full timeout
1:21.0,,,91-107,,T. Warren enters the game for M. Morris
1:21.0,,,91-107,,A. Goodwin enters the game for M. Plumlee
1:21.0,,,91-107,,A. Len enters the game for P. Tucker
1:21.0,,,91-107,,A. Tolliver enters the game for G. Green
1:05.0,,,91-107,,Turnover by A. Goodwin (back court)
0:50.0,B. Rush makes 2-pt shot from 22 ft,2,93-107,,
0:37.0,,,93-107,,I. Thomas misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by L. Barbosa,,93-107,,
0:22.0,Shooting foul by A. Len (drawn by S. Livingston),,93-107,,
0:22.0,S. Livingston makes free throw 1 of 2,1,94-107,,
0:22.0,S. Livingston makes free throw 2 of 2,1,95-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
