time,Oklahoma City,pts.away,score,pts.home,Golden State
2:14.0,R. Jackson misses 3-pt shot from 27 ft,,105-106,,
2:13.0,,,105-106,,Defensive rebound by H. Barnes
2:03.0,,,105-106,,H. Barnes misses 2-pt shot from 6 ft
2:02.0,,,105-106,,Offensive rebound by D. Green
2:01.0,,,105-108,2,D. Green makes 2-pt shot from 1 ft
1:48.0,R. Westbrook misses 3-pt shot from 26 ft,,105-108,,
1:47.0,,,105-108,,Defensive rebound by A. Iguodala
1:39.0,,,105-110,2,S. Curry makes 2-pt shot from 10 ft
1:39.0,Oklahoma City full timeout,,105-110,,
1:33.0,R. Jackson makes 2-pt shot from 2 ft,2,107-110,,
1:18.0,,,107-112,2,S. Curry makes 2-pt shot from 3 ft
1:11.0,R. Westbrook misses 2-pt shot from 3 ft,,107-112,,
1:09.0,,,107-112,,Defensive rebound by K. Thompson
0:51.0,,,107-112,,S. Curry misses 3-pt shot from 28 ft
0:50.0,Defensive rebound by J. Lamb,,107-112,,
0:39.0,A. Morrow makes 2-pt shot from 13 ft (assist by S. Ibaka),2,109-112,,
0:17.0,,,109-114,2,H. Barnes makes 2-pt shot from 12 ft
0:17.0,Oklahoma City full timeout,,109-114,,
0:09.0,R. Westbrook misses 3-pt shot from 29 ft,,109-114,,
0:08.0,,,109-114,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
