time,Phoenix,pts.away,score,pts.home,Sacramento
4:10.0,,,112-100,,Defensive rebound by D. Collison
4:07.0,,,112-100,,Shooting foul by I. Thomas (drawn by D. Collison)
4:07.0,,,112-101,1,D. Collison makes free throw 1 of 2
4:07.0,M. Morris enters the game for E. Bledsoe,,112-101,,
4:07.0,,,112-102,1,D. Collison makes free throw 2 of 2
3:43.0,P. Tucker misses 2-pt shot from 4 ft,,112-102,,
3:42.0,,,112-102,,Defensive rebound by Team
3:23.0,,,112-102,,B. McLemore misses 3-pt shot from 23 ft
3:23.0,Defensive rebound by Team,,112-102,,
3:10.0,A. Len misses 2-pt shot from 14 ft,,112-102,,
3:09.0,Offensive rebound by M. Morris,,112-102,,
3:01.0,G. Dragic misses 3-pt shot from 23 ft,,112-102,,
2:59.0,Offensive rebound by M. Morris,,112-102,,
2:38.0,G. Dragic makes 3-pt shot from 23 ft (assist by I. Thomas),3,115-102,,
2:19.0,,,115-102,,B. McLemore misses 2-pt shot from 1 ft
2:18.0,,,115-102,,Offensive rebound by R. McCallum
2:13.0,,,115-102,,D. Collison misses 3-pt shot from 26 ft
2:11.0,Defensive rebound by P. Tucker,,115-102,,
1:50.0,I. Thomas misses 3-pt shot from 25 ft,,115-102,,
1:49.0,,,115-102,,Defensive rebound by B. McLemore
1:41.0,,,115-104,2,R. Evans makes 2-pt shot from 2 ft
1:41.0,,,115-104,,Violation by Team (delay of game)
1:17.0,P. Tucker misses 3-pt shot from 24 ft,,115-104,,
1:15.0,Offensive rebound by I. Thomas,,115-104,,
1:10.0,Phoenix full timeout,,115-104,,
1:10.0,,,115-104,,N. Stauskas enters the game for R. Gay
1:10.0,,,115-104,,O. Casspi enters the game for D. Collison
1:10.0,Z. Dragic enters the game for A. Len,,115-104,,
1:10.0,S. Randolph enters the game for G. Dragic,,115-104,,
0:51.0,M. Morris misses 2-pt shot from 19 ft,,115-104,,
0:51.0,Offensive rebound by P. Tucker,,115-104,,
0:50.0,Turnover by P. Tucker (lost ball),,115-104,,
0:40.0,,,115-106,2,O. Casspi makes 2-pt shot from 4 ft (assist by R. Evans)
0:15.0,I. Thomas misses 2-pt shot from 18 ft,,115-106,,
0:13.0,,,115-106,,Defensive rebound by O. Casspi
0:06.0,,,115-106,,N. Stauskas misses 3-pt shot from 26 ft
0:05.0,,,115-106,,Offensive rebound by O. Casspi
0:00.0,,,115-106,,R. Evans misses 3-pt shot from 25 ft
0:00.0,,,115-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
