time,Dallas,pts.away,score,pts.home,Memphis
2:41.0,Defensive rebound by T. Chandler,,93-91,,
2:28.0,R. Rondo makes 2-pt shot from 14 ft,2,95-91,,
2:16.0,,,95-91,,Shooting foul by M. Ellis (drawn by M. Conley)
2:16.0,,,95-92,1,M. Conley makes free throw 1 of 2
2:16.0,,,95-93,1,M. Conley makes free throw 2 of 2
2:04.0,R. Rondo misses 2-pt shot from 10 ft,,95-93,,
2:02.0,Offensive rebound by T. Chandler,,95-93,,
1:51.0,D. Nowitzki makes 2-pt shot from 15 ft (assist by M. Ellis),2,97-93,,
1:33.0,,,97-93,,Z. Randolph misses 2-pt shot from 11 ft
1:31.0,Defensive rebound by Team,,97-93,,
1:20.0,D. Nowitzki makes 2-pt shot from 1 ft (assist by M. Ellis),2,99-93,,
1:20.0,,,99-93,,Memphis full timeout
1:05.0,,,99-95,2,M. Conley makes 2-pt shot at rim
0:47.0,D. Nowitzki makes 2-pt shot from 10 ft,2,101-95,,
0:40.0,,,101-95,,M. Conley misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by Team,,101-95,,
0:39.0,,,101-95,,Loose ball foul by M. Gasol (drawn by D. Nowitzki)
0:39.0,D. Nowitzki makes free throw 1 of 2,1,102-95,,
0:39.0,D. Nowitzki makes free throw 2 of 2,1,103-95,,
0:31.0,,,103-95,,J. Green misses 3-pt shot from 23 ft
0:30.0,Defensive rebound by T. Chandler,,103-95,,
0:27.0,Turnover by T. Chandler (bad pass; steal by J. Green),,103-95,,
0:22.0,,,103-95,,C. Lee misses 3-pt shot from 25 ft
0:20.0,,,103-95,,Offensive rebound by Z. Randolph
0:20.0,,,103-95,,Z. Randolph misses 2-pt shot at rim (block by T. Chandler)
0:18.0,,,103-95,,Offensive rebound by J. Green
0:16.0,R. Jefferson enters the game for D. Nowitzki,,103-95,,
0:06.0,,,103-95,,C. Lee misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by C. Parsons,,103-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
