time,Boston,pts.away,score,pts.home,Toronto
3:14.0,K. Olynyk enters the game for T. Zeller,,96-93,,
3:14.0,,,96-94,1,L. Williams makes free throw 2 of 2
2:58.0,E. Turner misses 3-pt shot from 23 ft,,96-94,,
2:57.0,,,96-94,,Defensive rebound by P. Patterson
2:48.0,,,96-94,,L. Williams misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by E. Turner,,96-94,,
2:42.0,I. Thomas makes 2-pt shot from 16 ft (assist by E. Turner),2,98-94,,
2:35.0,,,98-94,,Toronto full timeout
2:35.0,Boston full timeout,,98-94,,
2:35.0,J. Crowder enters the game for K. Olynyk,,98-94,,
2:26.0,,,98-94,,D. DeRozan misses 2-pt shot from 9 ft
2:25.0,Defensive rebound by I. Thomas,,98-94,,
2:19.0,Shooting foul by J. Valanciunas (drawn by B. Bass),,98-94,,
2:19.0,B. Bass makes 2-pt shot at rim (assist by A. Bradley),2,100-94,,
2:19.0,B. Bass misses free throw 1 of 1,,100-94,,
2:18.0,,,100-94,,Defensive rebound by J. Valanciunas
1:55.0,,,100-96,2,L. Williams makes 2-pt shot from 18 ft
1:35.0,A. Bradley misses 3-pt shot from 25 ft,,100-96,,
1:33.0,,,100-96,,Defensive rebound by P. Patterson
1:24.0,,,100-98,2,D. DeRozan makes 2-pt shot from 2 ft
1:16.0,Boston full timeout,,100-98,,
1:16.0,K. Olynyk enters the game for J. Crowder,,100-98,,
1:16.0,,,100-98,,T. Hansbrough enters the game for J. Valanciunas
1:06.0,I. Thomas misses 2-pt shot from 19 ft,,100-98,,
1:05.0,,,100-98,,Defensive rebound by T. Hansbrough
0:53.0,,,100-98,,Shooting foul by K. Olynyk (drawn by D. DeRozan)
0:53.0,,,100-99,1,D. DeRozan makes free throw 1 of 2
0:53.0,J. Crowder enters the game for B. Bass,,100-99,,
0:53.0,,,100-100,1,D. DeRozan makes free throw 2 of 2
0:33.0,E. Turner makes 2-pt shot from 2 ft,2,102-100,,
0:33.0,,,102-100,,Toronto full timeout
0:33.0,M. Smart enters the game for K. Olynyk,,102-100,,
0:33.0,B. Bass enters the game for I. Thomas,,102-100,,
0:33.0,,,102-100,,T. Ross enters the game for T. Hansbrough
0:30.0,,,102-102,2,D. DeRozan makes 2-pt shot from 1 ft (assist by G. Vasquez)
0:30.0,Boston full timeout,,102-102,,
0:30.0,I. Thomas enters the game for B. Bass,,102-102,,
0:30.0,T. Zeller enters the game for M. Smart,,102-102,,
0:30.0,,,102-102,,J. Valanciunas enters the game for G. Vasquez
0:13.0,E. Turner makes 2-pt shot from 11 ft,2,104-102,,
0:13.0,,,104-102,,Toronto full timeout
0:13.0,M. Smart enters the game for T. Zeller,,104-102,,
0:13.0,B. Bass enters the game for I. Thomas,,104-102,,
0:13.0,,,104-102,,G. Vasquez enters the game for J. Valanciunas
0:07.0,,,104-104,2,D. DeRozan makes 2-pt shot from 4 ft
0:07.0,Boston full timeout,,104-104,,
0:07.0,,,104-104,,T. Hansbrough enters the game for G. Vasquez
0:07.0,T. Zeller enters the game for B. Bass,,104-104,,
0:07.0,I. Thomas enters the game for M. Smart,,104-104,,
0:00.0,I. Thomas misses 3-pt shot from 24 ft,,104-104,,
0:00.0,Offensive rebound by Team,,104-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Jump ball: B. Bass vs. P. Patterson (K. Olynyk gains possession),,,,Jump ball: B. Bass vs. P. Patterson (K. Olynyk gains possession)
4:41.0,A. Bradley misses 2-pt shot from 6 ft,,104-104,,
4:39.0,,,104-104,,Defensive rebound by P. Patterson
4:24.0,,,104-104,,P. Patterson misses 2-pt shot from 16 ft (block by K. Olynyk)
4:23.0,,,104-104,,Offensive rebound by Team
4:23.0,M. Smart enters the game for I. Thomas,,104-104,,
4:20.0,,,104-104,,P. Patterson misses 3-pt shot from 24 ft
4:19.0,,,104-104,,Offensive rebound by G. Vasquez
4:05.0,,,104-104,,G. Vasquez misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by M. Smart,,104-104,,
3:41.0,E. Turner misses 2-pt shot from 17 ft,,104-104,,
3:41.0,,,104-104,,Defensive rebound by Team
3:28.0,,,104-107,3,L. Williams makes 3-pt shot from 22 ft (assist by D. DeRozan)
3:14.0,Shooting foul by T. Hansbrough (drawn by K. Olynyk),,104-107,,
3:14.0,K. Olynyk makes free throw 1 of 2,1,105-107,,
3:14.0,K. Olynyk makes free throw 2 of 2,1,106-107,,
2:54.0,,,106-107,,Turnover by L. Williams (lost ball; steal by A. Bradley)
2:43.0,E. Turner makes 2-pt shot from 2 ft,2,108-107,,
2:24.0,Personal foul by E. Turner (drawn by P. Patterson),,108-107,,
2:17.0,,,108-109,2,D. DeRozan makes 2-pt shot from 2 ft
1:57.0,Turnover by K. Olynyk (bad pass; steal by D. DeRozan),,108-109,,
1:53.0,,,108-109,,D. DeRozan misses 2-pt shot from 1 ft
1:52.0,,,108-109,,Offensive rebound by Team
1:52.0,Loose ball foul by B. Bass (drawn by D. DeRozan),,108-109,,
1:52.0,J. Crowder enters the game for K. Olynyk,,108-109,,
1:41.0,,,108-111,2,D. DeRozan makes 2-pt shot from 11 ft
1:41.0,Boston full timeout,,108-111,,
1:41.0,I. Thomas enters the game for B. Bass,,108-111,,
1:41.0,T. Zeller enters the game for M. Smart,,108-111,,
1:32.0,Shooting foul by T. Hansbrough (drawn by I. Thomas),,108-111,,
1:32.0,I. Thomas makes free throw 1 of 2,1,109-111,,
1:32.0,B. Bass enters the game for E. Turner,,109-111,,
1:32.0,I. Thomas makes free throw 2 of 2,1,110-111,,
1:21.0,,,110-111,,Shooting foul by T. Zeller (drawn by D. DeRozan)
1:21.0,,,110-112,1,D. DeRozan makes free throw 1 of 2
1:21.0,E. Turner enters the game for B. Bass,,110-112,,
1:21.0,,,110-113,1,D. DeRozan makes free throw 2 of 2
1:07.0,I. Thomas misses 2-pt shot from 3 ft (block by P. Patterson),,110-113,,
1:06.0,Offensive rebound by T. Zeller,,110-113,,
1:06.0,,,110-113,,Personal foul by T. Hansbrough (drawn by T. Zeller)
1:06.0,,,110-113,,J. Valanciunas enters the game for T. Hansbrough
1:06.0,T. Zeller makes free throw 1 of 2,1,111-113,,
1:06.0,M. Smart enters the game for E. Turner,,111-113,,
1:06.0,,,111-113,,Toronto full timeout
1:06.0,,,111-113,,T. Ross enters the game for J. Valanciunas
1:06.0,T. Zeller misses free throw 2 of 2,,111-113,,
1:05.0,,,111-113,,Defensive rebound by P. Patterson
0:48.0,,,111-113,,D. DeRozan misses 2-pt shot from 14 ft
0:46.0,Defensive rebound by T. Zeller,,111-113,,
0:33.0,M. Smart makes 3-pt shot from 22 ft (assist by I. Thomas),3,114-113,,
0:33.0,,,114-113,,Toronto full timeout
0:33.0,E. Turner enters the game for T. Zeller,,114-113,,
0:33.0,B. Bass enters the game for I. Thomas,,114-113,,
0:26.0,,,114-113,,L. Williams misses 3-pt shot from 25 ft
0:25.0,,,114-113,,Offensive rebound by T. Ross
0:20.0,,,114-113,,T. Ross misses 3-pt shot from 23 ft
0:19.0,Defensive rebound by B. Bass,,114-113,,
0:18.0,,,114-113,,Personal foul by P. Patterson (drawn by B. Bass)
0:18.0,B. Bass makes free throw 1 of 2,1,115-113,,
0:18.0,,,115-113,,J. Valanciunas enters the game for G. Vasquez
0:18.0,B. Bass misses free throw 2 of 2,,115-113,,
0:17.0,,,115-113,,Defensive rebound by T. Ross
0:15.0,,,115-113,,Toronto full timeout
0:15.0,,,115-113,,G. Vasquez enters the game for J. Valanciunas
0:05.0,,,115-116,3,L. Williams makes 3-pt shot from 24 ft (assist by D. DeRozan)
0:04.0,Boston full timeout,,115-116,,
0:04.0,K. Olynyk enters the game for B. Bass,,115-116,,
0:04.0,J. Sullinger enters the game for A. Bradley,,115-116,,
0:04.0,,,115-116,,J. Valanciunas enters the game for G. Vasquez
0:03.0,Boston full timeout,,115-116,,
0:03.0,I. Thomas enters the game for J. Crowder,,115-116,,
0:03.0,A. Bradley enters the game for J. Sullinger,,115-116,,
0:03.0,,,115-116,,J. Johnson enters the game for J. Valanciunas
0:00.0,I. Thomas misses 2-pt shot from 3 ft (block by L. Williams),,115-116,,
0:00.0,Offensive rebound by M. Smart,,115-116,,
0:00.0,M. Smart makes 2-pt shot from 1 ft,2,117-116,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
