time,Orlando,pts.away,score,pts.home,Washington
2:53.0,E. Fournier makes 3-pt shot from 26 ft (assist by V. Oladipo),3,76-88,,
2:26.0,,,76-88,,R. Butler misses 2-pt shot from 14 ft
2:25.0,Defensive rebound by N. Vucevic,,76-88,,
2:17.0,N. Vucevic makes 2-pt shot from 5 ft (assist by E. Payton),2,78-88,,
1:53.0,,,78-88,,R. Butler misses 3-pt shot from 25 ft
1:53.0,,,78-88,,Offensive rebound by Team
1:53.0,Loose ball foul by N. Vucevic (drawn by M. Gortat),,78-88,,
1:53.0,Orlando full timeout,,78-88,,
1:53.0,,,78-89,1,M. Gortat makes free throw 1 of 2
1:53.0,,,78-90,1,M. Gortat makes free throw 2 of 2
1:43.0,E. Fournier misses 3-pt shot from 22 ft,,78-90,,
1:42.0,,,78-90,,Defensive rebound by M. Gortat
1:26.0,,,78-93,3,D. Gooden makes 3-pt shot from 24 ft (assist by J. Wall)
1:12.0,M. Harkless misses 3-pt shot from 22 ft,,78-93,,
1:11.0,,,78-93,,Defensive rebound by J. Wall
0:48.0,,,78-93,,J. Wall misses 2-pt shot from 4 ft
0:47.0,Defensive rebound by N. Vucevic,,78-93,,
0:43.0,M. Harkless makes 2-pt shot from 1 ft (assist by E. Payton),2,80-93,,
0:42.0,,,80-93,,Washington full timeout
0:42.0,,,80-93,,O. Porter enters the game for J. Wall
0:42.0,,,80-93,,K. Seraphin enters the game for M. Gortat
0:23.0,,,80-96,3,R. Butler makes 3-pt shot from 23 ft (assist by G. Temple)
0:14.0,V. Oladipo misses 3-pt shot from 24 ft,,80-96,,
0:13.0,,,80-96,,Defensive rebound by K. Seraphin
0:00.0,End of 4th quarter,,,,End of 4th quarter
