time,Brooklyn,pts.away,score,pts.home,Chicago
7:01.0,,,73-86,,P. Gasol enters the game for N. Mirotic
7:01.0,,,73-86,,J. Butler enters the game for A. Brooks
6:45.0,,,73-86,,Shooting foul by S. Karasev (drawn by J. Butler)
6:45.0,,,73-87,1,J. Butler makes free throw 1 of 2
6:45.0,,,73-88,1,J. Butler makes free throw 2 of 2
6:28.0,D. Williams misses 2-pt shot from 15 ft,,73-88,,
6:27.0,,,73-88,,Defensive rebound by T. Gibson
6:22.0,Personal foul by S. Karasev (drawn by D. Rose),,73-88,,
6:22.0,,,73-89,1,D. Rose makes free throw 1 of 2
6:22.0,A. Anderson enters the game for S. Karasev,,73-89,,
6:22.0,,,73-89,,D. Rose misses free throw 2 of 2
6:21.0,Defensive rebound by M. Plumlee,,73-89,,
6:10.0,J. Jack misses 3-pt shot from 25 ft,,73-89,,
6:10.0,,,73-89,,Defensive rebound by Team
6:10.0,Loose ball foul by M. Plumlee (drawn by P. Gasol),,73-89,,
6:10.0,,,73-90,1,P. Gasol makes free throw 1 of 2
6:10.0,,,73-91,1,P. Gasol makes free throw 2 of 2
5:53.0,J. Jordan misses 2-pt shot at rim,,73-91,,
5:52.0,,,73-91,,Defensive rebound by T. Gibson
5:26.0,M. Plumlee misses 2-pt shot from 4 ft,,73-91,,
5:25.0,,,73-91,,Defensive rebound by T. Gibson
5:12.0,,,73-94,3,D. Rose makes 3-pt shot from 25 ft (assist by P. Gasol)
4:58.0,M. Plumlee misses 2-pt shot from 5 ft (block by T. Gibson),,73-94,,
4:56.0,,,73-94,,Defensive rebound by D. Rose
4:44.0,M. Brown enters the game for D. Williams,,73-94,,
4:44.0,J. Gutierrez enters the game for M. Plumlee,,73-94,,
4:44.0,C. Jefferson enters the game for J. Jack,,73-94,,
4:36.0,,,73-96,2,J. Butler makes 2-pt shot from 20 ft
4:20.0,M. Brown misses 2-pt shot from 18 ft,,73-96,,
4:19.0,,,73-96,,Defensive rebound by J. Butler
4:03.0,,,73-96,,D. Rose misses 3-pt shot from 23 ft
4:02.0,,,73-96,,Offensive rebound by P. Gasol
3:48.0,,,73-99,3,D. Rose makes 3-pt shot from 25 ft (assist by T. Gibson)
3:26.0,M. Brown misses 2-pt shot from 2 ft,,73-99,,
3:25.0,,,73-99,,Defensive rebound by P. Gasol
3:17.0,,,73-101,2,J. Butler makes 2-pt shot from 18 ft (assist by K. Hinrich)
3:14.0,Brooklyn full timeout,,73-101,,
3:14.0,,,73-101,,T. Snell enters the game for T. Gibson
3:14.0,,,73-101,,E. Moore enters the game for P. Gasol
3:14.0,,,73-101,,N. Mirotic enters the game for J. Butler
3:14.0,,,73-101,,C. Bairstow enters the game for K. Hinrich
3:14.0,,,73-101,,N. Mohammed enters the game for D. Rose
3:14.0,B. Bogdanovic enters the game for A. Anderson,,73-101,,
3:02.0,C. Jefferson makes 2-pt shot from 12 ft (assist by J. Gutierrez),2,75-101,,
2:45.0,,,75-101,,T. Snell misses 2-pt shot from 21 ft
2:44.0,Defensive rebound by J. Gutierrez,,75-101,,
2:35.0,Turnover by J. Gutierrez (back court),,75-101,,
2:22.0,,,75-101,,E. Moore misses 2-pt shot from 2 ft (block by C. Jefferson)
2:20.0,Defensive rebound by J. Jordan,,75-101,,
2:14.0,,,75-101,,Personal foul by N. Mirotic (drawn by J. Jordan)
2:05.0,B. Bogdanovic misses 3-pt shot from 24 ft,,75-101,,
2:04.0,,,75-101,,Defensive rebound by T. Snell
1:53.0,,,75-101,,E. Moore misses 2-pt shot from 9 ft
1:52.0,,,75-101,,Offensive rebound by E. Moore
1:44.0,,,75-101,,N. Mirotic misses 3-pt shot from 25 ft
1:42.0,,,75-101,,Offensive rebound by Team
1:33.0,,,75-103,2,N. Mirotic makes 2-pt shot from 2 ft (assist by T. Snell)
1:23.0,M. Brown makes 2-pt shot from 1 ft (assist by J. Gutierrez),2,77-103,,
1:23.0,Shooting foul by N. Mohammed (drawn by M. Brown),,77-103,,
1:23.0,M. Brown makes free throw 1 of 1,1,78-103,,
1:04.0,,,78-103,,Shooting foul by J. Jordan (drawn by N. Mirotic)
1:04.0,,,78-104,1,N. Mirotic makes free throw 1 of 2
1:04.0,,,78-105,1,N. Mirotic makes free throw 2 of 2
0:44.0,Turnover by M. Brown (bad pass; steal by E. Moore),,78-105,,
0:41.0,,,78-105,,N. Mirotic misses 2-pt shot from 2 ft
0:40.0,Defensive rebound by C. Jefferson,,78-105,,
0:35.0,C. Jefferson makes 2-pt shot at rim,2,80-105,,
0:23.0,,,80-105,,N. Mohammed misses 2-pt shot from 16 ft
0:22.0,,,80-105,,Offensive rebound by E. Moore
0:00.0,End of 4th quarter,,,,End of 4th quarter
