time,Charlotte,pts.away,score,pts.home,Indiana
1:38.0,T. Daniels makes 2-pt shot at rim (assist by L. Stephenson),2,69-90,,
1:20.0,,,69-90,,L. Allen misses 2-pt shot from 10 ft
1:19.0,Defensive rebound by N. Vonleh,,69-90,,
1:08.0,Shooting foul by S. Hill (drawn by B. Biyombo),,69-90,,
1:08.0,B. Biyombo makes free throw 1 of 2,1,70-90,,
1:08.0,B. Biyombo makes free throw 2 of 2,1,71-90,,
0:58.0,,,71-90,,Turnover by D. Rudez (step out of bounds)
0:50.0,L. Stephenson makes 2-pt shot from 2 ft,2,73-90,,
0:50.0,Shooting foul by L. Allen (drawn by L. Stephenson),,73-90,,
0:50.0,L. Stephenson makes free throw 1 of 1,1,74-90,,
0:29.0,,,74-93,3,D. Rudez makes 3-pt shot from 22 ft (assist by C. Copeland)
0:22.0,Turnover by L. Stephenson (lost ball; steal by S. Hill),,74-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
