time,Brooklyn,pts.away,score,pts.home,Atlanta
1:53.0,,,87-93,,K. Korver misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by D. Williams,,87-93,,
1:33.0,T. Young makes 2-pt shot from 5 ft (assist by J. Johnson),2,89-93,,
1:19.0,,,89-95,2,J. Teague makes 2-pt shot from 5 ft
1:08.0,J. Johnson misses 3-pt shot from 23 ft,,89-95,,
1:06.0,,,89-95,,Defensive rebound by P. Millsap
0:57.0,Personal foul by D. Williams (drawn by J. Teague),,89-95,,
0:57.0,,,89-96,1,J. Teague makes free throw 1 of 2
0:57.0,,,89-97,1,J. Teague makes free throw 2 of 2
0:57.0,Brooklyn full timeout,,89-97,,
0:55.0,D. Williams makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,92-97,,
0:38.0,,,92-97,,A. Horford misses 2-pt shot from 19 ft
0:36.0,Defensive rebound by T. Young,,92-97,,
0:27.0,Brooklyn full timeout,,92-97,,
0:27.0,,,92-97,,K. Bazemore enters the game for J. Teague
0:16.0,D. Williams misses 2-pt shot from 23 ft,,92-97,,
0:13.0,,,92-97,,Defensive rebound by D. Carroll
0:13.0,,,92-97,,Atlanta full timeout
0:13.0,,,92-97,,J. Teague enters the game for K. Bazemore
0:13.0,A. Anderson enters the game for B. Lopez,,92-97,,
0:12.0,Personal take foul by D. Williams (drawn by J. Teague),,92-97,,
0:12.0,,,92-98,1,J. Teague makes free throw 1 of 2
0:12.0,B. Lopez enters the game for T. Young,,92-98,,
0:12.0,,,92-99,1,J. Teague makes free throw 2 of 2
0:07.0,D. Williams misses 3-pt shot from 26 ft,,92-99,,
0:07.0,,,92-99,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
