time,LA Lakers,pts.away,score,pts.home,Oklahoma City
2:10.0,,,112-124,,Defensive rebound by D. Augustin
1:54.0,,,112-127,3,A. Morrow makes 3-pt shot from 27 ft (assist by D. Augustin)
1:45.0,J. Brown makes 2-pt shot at rim,2,114-127,,
1:27.0,,,114-127,,K. Singler misses 3-pt shot from 23 ft
1:26.0,Defensive rebound by Team,,114-127,,
1:26.0,,,114-127,,Personal foul by M. McGary (drawn by W. Johnson)
1:26.0,W. Johnson misses free throw 1 of 2,,114-127,,
1:26.0,Offensive rebound by Team,,114-127,,
1:26.0,W. Johnson makes free throw 2 of 2,1,115-127,,
1:05.0,,,115-127,,J. Lamb misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by R. Kelly,,115-127,,
0:57.0,W. Johnson misses 3-pt shot from 24 ft,,115-127,,
0:56.0,,,115-127,,Defensive rebound by M. McGary
0:34.0,,,115-127,,J. Lamb misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by R. Kelly,,115-127,,
0:27.0,J. Clarkson makes 2-pt shot from 1 ft (assist by R. Kelly),2,117-127,,
0:26.0,,,117-127,,Turnover by M. McGary (lost ball)
0:20.0,R. Kelly misses 2-pt shot from 11 ft,,117-127,,
0:19.0,Offensive rebound by R. Kelly,,117-127,,
0:16.0,J. Clarkson misses 2-pt shot from 1 ft,,117-127,,
0:15.0,,,117-127,,Defensive rebound by K. Singler
0:00.0,End of 4th quarter,,,,End of 4th quarter
