time,Boston,pts.away,score,pts.home,Washington
0:45.0,Boston full timeout,,105-109,,
0:45.0,M. Thornton enters the game for B. Bass,,105-109,,
0:42.0,M. Thornton misses 2-pt shot from 2 ft,,105-109,,
0:41.0,Offensive rebound by K. Olynyk,,105-109,,
0:39.0,K. Olynyk makes 2-pt shot from 5 ft,2,107-109,,
0:25.0,,,107-109,,Offensive foul by J. Wall
0:25.0,,,107-109,,Turnover by J. Wall (offensive foul)
0:25.0,Boston full timeout,,107-109,,
0:20.0,J. Green misses 2-pt shot from 1 ft,,107-109,,
0:19.0,Offensive rebound by M. Smart,,107-109,,
0:17.0,M. Smart misses 2-pt shot from 1 ft,,107-109,,
0:16.0,,,107-109,,Defensive rebound by K. Humphries
0:16.0,Personal foul by K. Olynyk (drawn by K. Humphries),,107-109,,
0:16.0,,,107-110,1,K. Humphries makes free throw 1 of 2
0:16.0,,,107-110,,K. Humphries misses free throw 2 of 2
0:16.0,Defensive rebound by E. Turner,,107-110,,
0:05.0,K. Olynyk misses 3-pt shot from 26 ft,,107-110,,
0:04.0,Offensive rebound by J. Green,,107-110,,
0:01.0,E. Turner makes 3-pt shot from 24 ft,3,110-110,,
0:01.0,,,110-110,,Washington full timeout
0:01.0,T. Zeller enters the game for K. Olynyk,,110-110,,
0:01.0,B. Bass enters the game for M. Thornton,,110-110,,
0:00.0,,,110-110,,R. Butler misses 3-pt shot from 28 ft
0:00.0,,,110-110,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Jump ball: M. Gortat vs. J. Green (B. Bass gains possession),,,,Jump ball: M. Gortat vs. J. Green (B. Bass gains possession)
4:42.0,M. Smart makes 3-pt shot from 23 ft (assist by E. Turner),3,113-110,,
4:22.0,,,113-110,,J. Wall misses 3-pt shot from 24 ft
4:21.0,Defensive rebound by E. Turner,,113-110,,
4:13.0,E. Turner misses 2-pt shot from 2 ft (block by K. Humphries),,113-110,,
4:11.0,Offensive rebound by K. Olynyk,,113-110,,
3:55.0,J. Green misses 3-pt shot from 26 ft,,113-110,,
3:54.0,Offensive rebound by K. Olynyk,,113-110,,
3:42.0,E. Turner misses 2-pt shot from 18 ft,,113-110,,
3:42.0,,,113-110,,Defensive rebound by Team
3:42.0,Loose ball foul by K. Olynyk (drawn by K. Humphries),,113-110,,
3:29.0,Shooting block foul by J. Green (drawn by M. Gortat),,113-110,,
3:29.0,,,113-111,1,M. Gortat makes free throw 1 of 2
3:29.0,,,113-112,1,M. Gortat makes free throw 2 of 2
3:16.0,Shooting foul by J. Wall (drawn by K. Olynyk),,113-112,,
3:16.0,K. Olynyk makes free throw 1 of 2,1,114-112,,
3:16.0,K. Olynyk makes free throw 2 of 2,1,115-112,,
3:07.0,,,115-112,,Offensive foul by K. Humphries
3:07.0,,,115-112,,Turnover by K. Humphries (offensive foul)
2:49.0,J. Green misses 3-pt shot from 25 ft,,115-112,,
2:48.0,Offensive rebound by K. Olynyk,,115-112,,
2:48.0,,,115-112,,Personal foul by J. Wall (drawn by K. Olynyk)
2:41.0,M. Smart makes 2-pt shot from 1 ft (assist by E. Turner),2,117-112,,
2:40.0,,,117-112,,Washington full timeout
2:28.0,,,117-112,,K. Humphries misses 2-pt shot from 14 ft
2:27.0,,,117-112,,Offensive rebound by M. Gortat
2:25.0,,,117-112,,M. Gortat misses 2-pt shot from 1 ft
2:24.0,Defensive rebound by E. Turner,,117-112,,
2:04.0,Shooting foul by K. Humphries (drawn by J. Green),,117-112,,
2:04.0,J. Green makes free throw 1 of 2,1,118-112,,
2:04.0,J. Green makes free throw 2 of 2,1,119-112,,
1:40.0,,,119-112,,J. Wall misses 2-pt shot from 2 ft
1:38.0,,,119-112,,Offensive rebound by M. Gortat
1:38.0,,,119-114,2,M. Gortat makes 2-pt shot at rim
1:38.0,,,119-114,,Shooting foul by B. Bass (drawn by M. Gortat)
1:38.0,,,119-115,1,M. Gortat makes free throw 1 of 1
1:24.0,E. Turner misses 2-pt shot from 19 ft,,119-115,,
1:23.0,,,119-115,,Defensive rebound by P. Pierce
1:20.0,Personal foul by M. Smart (drawn by J. Wall),,119-115,,
1:20.0,,,119-116,1,J. Wall makes free throw 1 of 2
1:20.0,,,119-116,,J. Wall misses free throw 2 of 2
1:19.0,Defensive rebound by K. Olynyk,,119-116,,
1:05.0,J. Green makes 2-pt shot from 5 ft,2,121-116,,
0:58.0,,,121-116,,Shooting foul by K. Olynyk (drawn by M. Gortat)
0:58.0,,,121-117,1,M. Gortat makes free throw 1 of 2
0:58.0,T. Zeller enters the game for K. Olynyk,,121-117,,
0:58.0,,,121-118,1,M. Gortat makes free throw 2 of 2
0:58.0,Boston full timeout,,121-118,,
0:58.0,K. Olynyk enters the game for T. Zeller,,121-118,,
0:49.0,B. Bass misses 2-pt shot at rim (block by M. Gortat),,121-118,,
0:48.0,,,121-118,,Defensive rebound by P. Pierce
0:39.0,,,121-121,3,P. Pierce makes 3-pt shot from 24 ft (assist by J. Wall)
0:33.0,Boston full timeout,,121-121,,
0:33.0,,,121-121,,R. Butler enters the game for M. Gortat
0:33.0,M. Thornton enters the game for B. Bass,,121-121,,
0:27.0,J. Green misses 2-pt shot from 14 ft,,121-121,,
0:26.0,,,121-121,,Defensive rebound by J. Wall
0:20.0,,,121-121,,Washington full timeout
0:20.0,B. Bass enters the game for M. Thornton,,121-121,,
0:06.0,,,121-121,,J. Wall misses 2-pt shot from 14 ft
0:04.0,Defensive rebound by B. Bass,,121-121,,
0:01.0,B. Bass misses 2-pt shot from 3 ft,,121-121,,
0:00.0,,,121-121,,Defensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
4:57.0,Jump ball: M. Gortat vs. J. Green (K. Olynyk gains possession),,,,Jump ball: M. Gortat vs. J. Green (K. Olynyk gains possession)
4:43.0,M. Smart makes 3-pt shot from 24 ft (assist by B. Bass),3,124-121,,
4:24.0,,,124-121,,M. Gortat misses 2-pt shot from 15 ft
4:23.0,Defensive rebound by K. Olynyk,,124-121,,
4:18.0,M. Smart misses 2-pt shot at rim,,124-121,,
4:16.0,,,124-121,,Defensive rebound by J. Wall
4:09.0,,,124-121,,K. Humphries misses 2-pt shot from 3 ft (block by K. Olynyk)
4:08.0,Defensive rebound by Team,,124-121,,
3:48.0,B. Bass makes 2-pt shot from 18 ft,2,126-121,,
3:28.0,,,126-123,2,K. Humphries makes 2-pt shot from 11 ft (assist by J. Wall)
3:09.0,B. Bass makes 2-pt shot at rim (assist by J. Green),2,128-123,,
2:50.0,,,128-123,,K. Humphries misses 2-pt shot from 13 ft
2:49.0,Defensive rebound by J. Green,,128-123,,
2:40.0,K. Olynyk makes 2-pt shot from 15 ft (assist by J. Green),2,130-123,,
2:39.0,,,130-123,,Washington full timeout
2:39.0,,,130-123,,R. Butler enters the game for M. Gortat
2:26.0,,,130-123,,J. Wall misses 2-pt shot from 2 ft
2:25.0,,,130-123,,Offensive rebound by J. Wall
2:23.0,Personal foul by K. Olynyk (drawn by J. Wall),,130-123,,
2:10.0,Personal foul by K. Olynyk (drawn by P. Pierce),,130-123,,
2:10.0,A. Bradley enters the game for K. Olynyk,,130-123,,
2:03.0,,,130-125,2,J. Wall makes 2-pt shot at rim
2:03.0,,,130-125,,Shooting foul by B. Bass (drawn by J. Wall)
2:03.0,M. Thornton enters the game for A. Bradley,,130-125,,
2:03.0,,,130-126,1,J. Wall makes free throw 1 of 1
1:44.0,J. Green misses 2-pt shot from 4 ft,,130-126,,
1:44.0,,,130-126,,Defensive rebound by Team
1:44.0,A. Bradley enters the game for M. Thornton,,130-126,,
1:28.0,,,130-128,2,J. Wall makes 2-pt shot at rim
1:09.0,J. Green misses 2-pt shot from 2 ft,,130-128,,
1:08.0,Offensive rebound by M. Smart,,130-128,,
1:04.0,E. Turner makes 2-pt shot from 6 ft,2,132-128,,
0:53.0,,,132-130,2,J. Wall makes 2-pt shot from 12 ft
0:53.0,Boston full timeout,,132-130,,
0:51.0,M. Smart misses 3-pt shot from 26 ft,,132-130,,
0:50.0,,,132-130,,Defensive rebound by B. Beal
0:45.0,,,132-132,2,J. Wall makes 2-pt shot from 1 ft (assist by B. Beal)
0:45.0,,,132-132,,Shooting foul by E. Turner (drawn by J. Wall)
0:45.0,,,132-133,1,J. Wall makes free throw 1 of 1
0:45.0,Boston full timeout,,132-133,,
0:45.0,J. Sullinger enters the game for A. Bradley,,132-133,,
0:45.0,M. Thornton enters the game for B. Bass,,132-133,,
0:37.0,Offensive foul by J. Green,,132-133,,
0:37.0,Turnover by J. Green (offensive foul),,132-133,,
0:37.0,B. Bass enters the game for J. Sullinger,,132-133,,
0:37.0,A. Bradley enters the game for M. Thornton,,132-133,,
0:37.0,,,132-133,,Washington full timeout
0:13.0,,,132-133,,J. Wall misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by B. Bass,,132-133,,
0:10.0,Boston full timeout,,132-133,,
0:10.0,,,132-133,,G. Temple enters the game for P. Pierce
0:07.0,,,132-133,,Personal foul by B. Beal (drawn by E. Turner)
0:07.0,,,132-133,,P. Pierce enters the game for G. Temple
0:01.0,E. Turner misses 2-pt shot from 19 ft,,132-133,,
0:00.0,,,132-133,,Defensive rebound by K. Humphries
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
