time,LA Lakers,pts.away,score,pts.home,Sacramento
1:17.0,J. Clarkson misses 3-pt shot from 26 ft,,90-99,,
1:16.0,,,90-99,,Defensive rebound by A. Miller
0:53.0,,,90-99,,R. McCallum misses 2-pt shot from 2 ft
0:51.0,Defensive rebound by V. Blue,,90-99,,
0:49.0,Turnover by V. Blue (bad pass),,90-99,,
0:49.0,T. Black enters the game for J. Clarkson,,90-99,,
0:33.0,,,90-101,2,O. Casspi makes 2-pt shot from 3 ft
0:33.0,,,90-101,,Shooting foul by R. Kelly (drawn by O. Casspi)
0:33.0,,,90-102,1,O. Casspi makes free throw 1 of 1
0:28.0,Shooting foul by R. McCallum (drawn by J. Brown),,90-102,,
0:28.0,J. Brown makes free throw 1 of 2,1,91-102,,
0:28.0,J. Brown makes free throw 2 of 2,1,92-102,,
0:05.0,,,92-102,,Turnover by O. Casspi (lost ball)
0:00.0,End of 4th quarter,,,,End of 4th quarter
