time,Atlanta,pts.away,score,pts.home,Miami
2:51.0,,,84-76,,Defensive rebound by H. Whiteside
2:43.0,,,84-76,,D. Wade misses 2-pt shot from 15 ft
2:42.0,Defensive rebound by P. Millsap,,84-76,,
2:36.0,Atlanta full timeout,,84-76,,
2:30.0,,,84-76,,Personal foul by M. Beasley (drawn by P. Millsap)
2:21.0,P. Millsap makes 2-pt shot from 12 ft,2,86-76,,
2:03.0,,,86-76,,M. Beasley misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by D. Schroder,,86-76,,
1:57.0,Turnover by D. Schroder (bad pass; steal by M. Beasley),,86-76,,
1:54.0,,,86-78,2,D. Wade makes 2-pt shot from 1 ft (assist by M. Chalmers)
1:32.0,Offensive charge foul by P. Millsap,,86-78,,
1:32.0,Turnover by P. Millsap (offensive foul),,86-78,,
1:23.0,,,86-80,2,D. Wade makes 2-pt shot from 8 ft
1:07.0,Atlanta full timeout,,86-80,,
1:03.0,K. Bazemore makes 3-pt shot from 25 ft (assist by P. Millsap),3,89-80,,
0:51.0,,,89-82,2,H. Whiteside makes 2-pt shot from 5 ft (assist by D. Wade)
0:51.0,,,89-82,,Shooting foul by K. Bazemore (drawn by H. Whiteside)
0:51.0,,,89-83,1,H. Whiteside makes free throw 1 of 1
0:30.0,P. Millsap makes 2-pt shot from 4 ft (assist by D. Schroder),2,91-83,,
0:30.0,,,91-83,,Miami full timeout
0:30.0,,,91-83,,H. Walker enters the game for H. Whiteside
0:30.0,,,91-83,,Miami full timeout
0:30.0,M. Scott enters the game for E. Brand,,91-83,,
0:24.0,,,91-85,2,D. Wade makes 2-pt shot from 1 ft
0:19.0,,,91-85,,Personal foul by M. Chalmers (drawn by D. Schroder)
0:19.0,D. Schroder misses free throw 1 of 2,,91-85,,
0:19.0,Offensive rebound by Team,,91-85,,
0:19.0,D. Schroder makes free throw 2 of 2,1,92-85,,
0:13.0,,,92-88,3,L. Deng makes 3-pt shot from 23 ft (assist by D. Wade)
0:13.0,Atlanta full timeout,,92-88,,
0:12.0,,,92-88,,Personal foul by M. Beasley (drawn by P. Millsap)
0:12.0,,,92-88,,U. Haslem enters the game for M. Beasley
0:12.0,P. Millsap makes free throw 1 of 2,1,93-88,,
0:12.0,P. Millsap misses free throw 2 of 2,,93-88,,
0:12.0,,,93-88,,Defensive rebound by D. Wade
0:00.0,,,93-91,3,M. Chalmers makes 3-pt shot from 24 ft (assist by U. Haslem)
0:00.0,End of 4th quarter,,,,End of 4th quarter
