time,Chicago,pts.away,score,pts.home,Cleveland
2:45.0,,,83-101,,M. Dellavedova misses free throw 2 of 2
2:44.0,Defensive rebound by T. Snell,,83-101,,
2:30.0,N. Mirotic misses 2-pt shot from 1 ft,,83-101,,
2:28.0,Offensive rebound by N. Mohammed,,83-101,,
2:28.0,N. Mohammed misses 2-pt shot from 1 ft,,83-101,,
2:27.0,,,83-101,,Defensive rebound by S. Marion
2:04.0,,,83-101,,J. Jones misses 3-pt shot from 28 ft
2:03.0,Defensive rebound by K. Hinrich,,83-101,,
1:58.0,A. Brooks misses 3-pt shot from 28 ft,,83-101,,
1:58.0,Offensive rebound by Team,,83-101,,
1:58.0,,,83-101,,Loose ball foul by J. Jones (drawn by N. Mirotic)
1:58.0,N. Mirotic makes free throw 1 of 2,1,84-101,,
1:58.0,,,84-101,,J. Harris enters the game for M. Miller
1:58.0,E. Moore enters the game for K. Hinrich,,84-101,,
1:58.0,N. Mirotic makes free throw 2 of 2,1,85-101,,
1:37.0,,,85-101,,J. Harris misses 2-pt shot from 17 ft
1:36.0,Defensive rebound by N. Mirotic,,85-101,,
1:30.0,N. Mirotic makes 2-pt shot from 1 ft,2,87-101,,
1:12.0,,,87-101,,Turnover by M. Dellavedova (traveling)
1:12.0,D. McDermott enters the game for A. Brooks,,87-101,,
1:04.0,N. Mirotic misses 3-pt shot from 26 ft,,87-101,,
1:03.0,Offensive rebound by N. Mohammed,,87-101,,
1:02.0,N. Mohammed makes 2-pt shot at rim,2,89-101,,
0:38.0,,,89-103,2,J. Jones makes 2-pt shot from 21 ft (assist by M. Dellavedova)
0:27.0,E. Moore misses 2-pt shot from 19 ft (block by K. Perkins),,89-103,,
0:27.0,Offensive rebound by Team,,89-103,,
0:27.0,,,89-103,,Loose ball foul by M. Dellavedova (drawn by N. Mirotic)
0:27.0,N. Mirotic makes free throw 1 of 2,1,90-103,,
0:27.0,N. Mirotic makes free throw 2 of 2,1,91-103,,
0:08.0,,,91-106,3,J. Jones makes 3-pt shot from 23 ft (assist by M. Dellavedova)
0:01.0,E. Moore misses 2-pt shot from 13 ft,,91-106,,
0:00.0,,,91-106,,Defensive rebound by K. Perkins
0:00.0,End of 4th quarter,,,,End of 4th quarter
