time,Dallas,pts.away,score,pts.home,Denver
6:05.0,,,90-99,,Turnover by K. Faried (bad pass; steal by C. Parsons)
5:55.0,C. Parsons misses 3-pt shot from 24 ft,,90-99,,
5:54.0,,,90-99,,Defensive rebound by J. Nurkic
5:46.0,,,90-99,,T. Lawson misses 2-pt shot from 9 ft
5:45.0,Defensive rebound by D. Powell,,90-99,,
5:41.0,C. Parsons makes 2-pt shot from 1 ft (assist by D. Harris),2,92-99,,
5:40.0,,,92-99,,Denver full timeout
5:40.0,,,92-99,,D. Arthur enters the game for K. Faried
5:22.0,,,92-101,2,A. Afflalo makes 2-pt shot from 19 ft (assist by J. Nurkic)
5:05.0,R. Jefferson makes 3-pt shot from 25 ft (assist by R. Felton),3,95-101,,
4:47.0,,,95-101,,Turnover by D. Arthur (bad pass)
4:34.0,D. Harris misses 3-pt shot from 22 ft,,95-101,,
4:34.0,,,95-101,,Defensive rebound by Team
4:21.0,,,95-101,,Turnover by D. Arthur (bad pass; steal by R. Jefferson)
4:16.0,,,95-101,,Violation by J. Nurkic (def goaltending)
4:16.0,D. Harris makes 2-pt shot from 2 ft,2,97-101,,
3:55.0,,,97-103,2,T. Lawson makes 2-pt shot from 18 ft
3:55.0,,,97-103,,Shooting foul by C. Parsons (drawn by T. Lawson)
3:55.0,J. Barea enters the game for R. Felton,,97-103,,
3:55.0,,,97-103,,K. Faried enters the game for J. Nurkic
3:55.0,,,97-104,1,T. Lawson makes free throw 1 of 1
3:37.0,C. Parsons makes 2-pt shot from 1 ft (assist by J. Barea),2,99-104,,
3:24.0,,,99-104,,Offensive foul by A. Afflalo
3:24.0,,,99-104,,Turnover by A. Afflalo (offensive foul)
3:10.0,C. Parsons makes 2-pt shot from 16 ft,2,101-104,,
2:48.0,,,101-104,,T. Lawson misses 2-pt shot from 18 ft
2:47.0,Defensive rebound by J. Barea,,101-104,,
2:36.0,D. Harris misses 3-pt shot from 24 ft,,101-104,,
2:35.0,,,101-104,,Defensive rebound by K. Faried
2:34.0,,,101-104,,Denver full timeout
2:34.0,Dallas full timeout,,101-104,,
2:22.0,,,101-104,,A. Afflalo misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by J. Barea,,101-104,,
2:02.0,D. Powell misses 2-pt shot at rim (block by K. Faried),,101-104,,
2:01.0,Offensive rebound by Team,,101-104,,
1:58.0,D. Harris misses 3-pt shot from 25 ft,,101-104,,
1:57.0,Offensive rebound by Team,,101-104,,
1:57.0,Turnover by Team (shot clock),,101-104,,
1:45.0,,,101-104,,D. Arthur misses 3-pt shot from 26 ft
1:45.0,,,101-104,,Offensive rebound by K. Faried
1:45.0,,,101-104,,Shooting foul by J. Barea (drawn by K. Faried)
1:45.0,,,101-105,1,K. Faried makes free throw 1 of 2
1:45.0,,,101-106,1,K. Faried makes free throw 2 of 2
1:38.0,J. Barea misses 3-pt shot from 25 ft,,101-106,,
1:37.0,,,101-106,,Defensive rebound by D. Arthur
1:19.0,,,101-108,2,K. Faried makes 2-pt shot from 2 ft (assist by T. Lawson)
1:19.0,Dallas full timeout,,101-108,,
1:17.0,,,101-108,,Personal foul by K. Faried (drawn by D. Harris)
1:17.0,D. Harris misses free throw 1 of 2,,101-108,,
1:17.0,Offensive rebound by Team,,101-108,,
1:17.0,D. Harris makes free throw 2 of 2,1,102-108,,
0:53.0,,,102-108,,A. Afflalo misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by R. Jefferson,,102-108,,
0:38.0,J. Barea makes 2-pt shot from 2 ft,2,104-108,,
0:35.0,Personal take foul by J. Barea (drawn by T. Lawson),,104-108,,
0:35.0,,,104-109,1,T. Lawson makes free throw 1 of 2
0:35.0,,,104-110,1,T. Lawson makes free throw 2 of 2
0:35.0,Dallas full timeout,,104-110,,
0:32.0,R. Jefferson misses 3-pt shot from 25 ft,,104-110,,
0:30.0,,,104-110,,Defensive rebound by W. Chandler
0:30.0,Loose ball foul by D. Powell (drawn by W. Chandler),,104-110,,
0:30.0,,,104-111,1,W. Chandler makes free throw 1 of 2
0:30.0,,,104-112,1,W. Chandler makes free throw 2 of 2
0:30.0,Dallas full timeout,,104-112,,
0:27.0,D. Powell misses 3-pt shot from 26 ft,,104-112,,
0:26.0,Offensive rebound by R. Jefferson,,104-112,,
0:23.0,R. Jefferson makes 3-pt shot from 22 ft,3,107-112,,
0:21.0,,,107-112,,Denver full timeout
0:19.0,Personal take foul by R. Jefferson (drawn by W. Chandler),,107-112,,
0:19.0,,,107-112,,W. Chandler misses free throw 1 of 2
0:19.0,,,107-112,,Offensive rebound by Team
0:19.0,,,107-112,,W. Chandler misses free throw 2 of 2
0:18.0,Defensive rebound by R. Jefferson,,107-112,,
0:10.0,J. Barea misses 2-pt shot from 2 ft (block by K. Faried),,107-112,,
0:09.0,,,107-112,,Defensive rebound by T. Lawson
0:08.0,Personal foul by D. Powell (drawn by T. Lawson),,107-112,,
0:08.0,C. Villanueva enters the game for D. Powell,,107-112,,
0:08.0,,,107-113,1,T. Lawson makes free throw 1 of 2
0:08.0,,,107-114,1,T. Lawson makes free throw 2 of 2
0:02.0,R. Jefferson misses 3-pt shot from 26 ft,,107-114,,
0:01.0,,,107-114,,Defensive rebound by K. Faried
0:00.0,End of 4th quarter,,,,End of 4th quarter
