time,Milwaukee,pts.away,score,pts.home,Chicago
2:38.0,,,79-90,1,P. Gasol makes free throw 1 of 2
2:38.0,,,79-91,1,P. Gasol makes free throw 2 of 2
2:38.0,,,79-91,,Violation by Team (delay of game)
2:28.0,Z. Pachulia makes 2-pt shot from 14 ft (assist by B. Knight),2,81-91,,
2:07.0,,,81-91,,A. Brooks misses 2-pt shot from 6 ft
2:05.0,,,81-91,,Offensive rebound by J. Butler
2:05.0,,,81-91,,J. Butler misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
2:03.0,Defensive rebound by Z. Pachulia,,81-91,,
1:59.0,B. Knight misses 2-pt shot from 3 ft,,81-91,,
1:58.0,,,81-91,,Defensive rebound by K. Hinrich
1:55.0,Violation by Z. Pachulia (kicked ball),,81-91,,
1:46.0,Personal foul by Z. Pachulia (drawn by P. Gasol),,81-91,,
1:46.0,,,81-92,1,P. Gasol makes free throw 1 of 2
1:46.0,,,81-93,1,P. Gasol makes free throw 2 of 2
1:37.0,J. Bayless makes 2-pt shot from 7 ft,2,83-93,,
1:24.0,,,83-95,2,J. Butler makes 2-pt shot from 17 ft
1:17.0,B. Knight makes 2-pt shot from 18 ft,2,85-95,,
0:57.0,,,85-95,,P. Gasol misses 2-pt shot from 5 ft
0:56.0,Defensive rebound by B. Knight,,85-95,,
0:45.0,Z. Pachulia misses 2-pt shot from 11 ft,,85-95,,
0:44.0,Offensive rebound by K. Middleton,,85-95,,
0:44.0,K. Middleton makes 2-pt shot from 2 ft,2,87-95,,
0:23.0,,,87-95,,Turnover by A. Brooks (lost ball; steal by J. Bayless)
0:19.0,Offensive charge foul by B. Knight,,87-95,,
0:19.0,Turnover by B. Knight (offensive foul),,87-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
