time,Sacramento,pts.away,score,pts.home,New Orleans
2:23.0,Sacramento full timeout,,97-85,,
2:18.0,B. McLemore misses 2-pt shot from 2 ft (block by A. Davis),,97-85,,
2:17.0,Offensive rebound by Team,,97-85,,
2:17.0,Turnover by Team (shot clock),,97-85,,
2:00.0,,,97-85,,R. Anderson misses 2-pt shot from 21 ft
1:59.0,Defensive rebound by R. Sessions,,97-85,,
1:38.0,Shooting foul by R. Anderson (drawn by D. Cousins),,97-85,,
1:38.0,D. Cousins makes free throw 1 of 2,1,98-85,,
1:38.0,R. McCallum enters the game for N. Stauskas,,98-85,,
1:38.0,D. Cousins makes free throw 2 of 2,1,99-85,,
1:30.0,,,99-87,2,T. Evans makes 2-pt shot from 1 ft
1:11.0,Offensive charge foul by D. Cousins,,99-87,,
1:11.0,Turnover by D. Cousins (offensive foul),,99-87,,
1:00.0,,,99-87,,Turnover by T. Evans (bad pass; steal by D. Cousins)
0:53.0,O. Casspi misses 2-pt shot from 1 ft,,99-87,,
0:52.0,,,99-87,,Defensive rebound by R. Anderson
0:48.0,,,99-87,,R. Anderson misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by D. Cousins,,99-87,,
0:27.0,Shooting foul by J. Holiday (drawn by R. Sessions),,99-87,,
0:27.0,R. Sessions misses free throw 1 of 2,,99-87,,
0:27.0,Offensive rebound by Team,,99-87,,
0:27.0,D. Williams enters the game for D. Cousins,,99-87,,
0:27.0,R. Sessions misses free throw 2 of 2,,99-87,,
0:26.0,,,99-87,,Defensive rebound by A. Davis
0:16.0,,,99-89,2,A. Rivers makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
