time,Sacramento,pts.away,score,pts.home,Minnesota
4:03.0,D. Williams makes 2-pt shot at rim (assist by D. Collison),2,101-92,,
3:45.0,,,101-94,2,M. Williams makes 2-pt shot from 20 ft
3:22.0,Turnover by D. Collison (lost ball; steal by G. Dieng),,101-94,,
3:11.0,,,101-96,2,A. Wiggins makes 2-pt shot from 1 ft (assist by M. Williams)
2:52.0,D. Collison makes 3-pt shot from 25 ft (assist by R. Gay),3,104-96,,
2:33.0,,,104-96,,Shooting foul by B. McLemore (drawn by C. Brewer)
2:33.0,,,104-97,1,C. Brewer makes free throw 1 of 2
2:33.0,,,104-97,,C. Brewer misses free throw 2 of 2
2:33.0,,,104-97,,Offensive rebound by A. Bennett
2:19.0,,,104-97,,M. Williams misses 2-pt shot from 20 ft
2:18.0,Defensive rebound by D. Williams,,104-97,,
2:06.0,D. Williams misses 2-pt shot from 1 ft (block by G. Dieng),,104-97,,
2:05.0,Offensive rebound by D. Cousins,,104-97,,
2:04.0,D. Cousins makes 2-pt shot at rim,2,106-97,,
1:46.0,,,106-97,,A. Wiggins misses 2-pt shot from 15 ft
1:45.0,Defensive rebound by B. McLemore,,106-97,,
1:32.0,,,106-97,,Personal foul by C. Brewer
1:23.0,R. Gay misses 3-pt shot from 24 ft,,106-97,,
1:22.0,Offensive rebound by D. Cousins,,106-97,,
1:21.0,,,106-97,,Personal foul by G. Dieng
1:21.0,D. Cousins makes free throw 1 of 2,1,107-97,,
1:21.0,D. Cousins makes free throw 2 of 2,1,108-97,,
1:21.0,,,108-97,,Minnesota full timeout
1:17.0,,,108-99,2,M. Williams makes 2-pt shot from 22 ft (assist by C. Brewer)
0:58.0,Turnover by D. Collison (lost ball),,108-99,,
0:58.0,,,108-99,,Minnesota full timeout
0:54.0,,,108-99,,A. Wiggins misses 2-pt shot from 12 ft
0:53.0,Defensive rebound by R. Gay,,108-99,,
0:51.0,,,108-99,,Personal foul by A. Wiggins
0:51.0,R. Gay makes free throw 1 of 2,1,109-99,,
0:51.0,R. Gay makes free throw 2 of 2,1,110-99,,
0:48.0,,,110-99,,Turnover by M. Williams (lost ball; steal by D. Cousins)
0:26.0,Turnover by D. Collison (lost ball; steal by C. Brewer),,110-99,,
0:20.0,,,110-101,2,A. Wiggins makes 2-pt shot at rim (assist by C. Brewer)
0:16.0,,,110-101,,Personal foul by C. Brewer
0:16.0,,,110-101,,Technical foul by C. Brewer
0:16.0,D. Collison makes technical free throw,1,111-101,,
0:16.0,D. Collison makes free throw 1 of 2,1,112-101,,
0:16.0,D. Collison makes free throw 2 of 2,1,113-101,,
0:00.0,,,113-101,,M. Williams misses 3-pt shot from 22 ft
0:00.0,,,113-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
