time,Washington,pts.away,score,pts.home,New York
3:45.0,G. Temple makes free throw 1 of 2,1,87-77,,
3:45.0,G. Temple makes free throw 2 of 2,1,88-77,,
3:30.0,,,88-77,,S. Larkin misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by N. Hilario,,88-77,,
3:11.0,G. Temple misses 3-pt shot from 23 ft,,88-77,,
3:10.0,,,88-77,,Defensive rebound by A. Stoudemire
3:04.0,,,88-77,,C. Anthony misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by J. Wall,,88-77,,
2:41.0,N. Hilario makes 2-pt shot from 15 ft,2,90-77,,
2:40.0,,,90-77,,New York full timeout
2:40.0,Washington full timeout,,90-77,,
2:40.0,,,90-77,,C. Aldrich enters the game for C. Anthony
2:40.0,,,90-77,,T. Wear enters the game for A. Stoudemire
2:40.0,,,90-77,,T. Hardaway enters the game for I. Shumpert
2:40.0,,,90-77,,J. Smith enters the game for J. Smith
2:18.0,,,90-77,,S. Larkin misses 2-pt shot from 10 ft (block by P. Pierce)
2:17.0,,,90-77,,Offensive rebound by C. Aldrich
2:15.0,,,90-77,,C. Aldrich misses 2-pt shot from 2 ft
2:13.0,Defensive rebound by P. Pierce,,90-77,,
1:57.0,Turnover by J. Wall (bad pass; steal by C. Aldrich),,90-77,,
1:49.0,,,90-77,,S. Larkin misses 2-pt shot from 2 ft (block by G. Temple)
1:47.0,Defensive rebound by G. Temple,,90-77,,
1:34.0,J. Wall makes 2-pt shot from 20 ft,2,92-77,,
1:30.0,Personal foul by J. Wall (drawn by S. Larkin),,92-77,,
1:30.0,,,92-78,1,S. Larkin makes free throw 1 of 2
1:30.0,D. Blair enters the game for N. Hilario,,92-78,,
1:30.0,K. Seraphin enters the game for P. Pierce,,92-78,,
1:30.0,G. Rice enters the game for J. Wall,,92-78,,
1:30.0,,,92-79,1,S. Larkin makes free throw 2 of 2
1:16.0,K. Seraphin makes 2-pt shot from 4 ft (assist by O. Porter),2,94-79,,
1:16.0,Shooting foul by C. Aldrich (drawn by K. Seraphin),,94-79,,
1:16.0,K. Seraphin makes free throw 1 of 1,1,95-79,,
0:57.0,,,95-79,,T. Wear misses 2-pt shot from 20 ft
0:55.0,,,95-79,,Offensive rebound by Team
0:55.0,Loose ball foul by D. Blair (drawn by C. Aldrich),,95-79,,
0:55.0,,,95-80,1,C. Aldrich makes free throw 1 of 2
0:55.0,,,95-81,1,C. Aldrich makes free throw 2 of 2
0:40.0,G. Temple makes 3-pt shot from 23 ft (assist by O. Porter),3,98-81,,
0:32.0,Personal foul by G. Rice (drawn by T. Hardaway),,98-81,,
0:32.0,,,98-82,1,T. Hardaway makes free throw 1 of 2
0:32.0,,,98-83,1,T. Hardaway makes free throw 2 of 2
0:15.0,K. Seraphin misses 2-pt shot from 13 ft,,98-83,,
0:14.0,Offensive rebound by Team,,98-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
