time,Houston,pts.away,score,pts.home,Oklahoma City
6:04.0,,,57-56,,Personal foul by R. Jackson (drawn by P. Beverley)
6:04.0,P. Beverley makes free throw 1 of 2,1,58-56,,
6:04.0,,,58-56,,J. Lamb enters the game for I. Smith
6:04.0,P. Beverley makes free throw 2 of 2,1,59-56,,
5:43.0,,,59-58,2,R. Jackson makes 2-pt shot from 7 ft
5:20.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,62-58,,
4:55.0,,,62-60,2,R. Jackson makes 2-pt shot from 18 ft
4:41.0,Shooting foul by S. Ibaka (drawn by D. Howard),,62-60,,
4:41.0,Official timeout,,62-60,,
4:41.0,D. Howard makes free throw 1 of 2,1,63-60,,
4:41.0,D. Howard misses free throw 2 of 2,,63-60,,
4:39.0,Offensive rebound by Team,,63-60,,
4:39.0,,,63-60,,S. Adams enters the game for K. Perkins
4:31.0,Turnover by D. Motiejunas (bad pass),,63-60,,
4:14.0,,,63-60,,Shooting foul by P. Beverley (drawn by R. Jackson)
4:14.0,,,63-61,1,R. Jackson makes free throw 1 of 2
4:14.0,,,63-62,1,R. Jackson makes free throw 2 of 2
3:51.0,D. Howard misses 2-pt shot from 4 ft,,63-62,,
3:50.0,,,63-62,,Defensive rebound by R. Jackson
3:38.0,,,63-62,,Offensive foul by S. Adams
3:38.0,,,63-62,,Turnover by S. Adams (offensive foul)
3:16.0,D. Howard misses 2-pt shot from 2 ft,,63-62,,
3:15.0,,,63-62,,Defensive rebound by S. Ibaka
3:06.0,,,63-62,,Offensive foul by S. Ibaka
3:06.0,,,63-62,,Turnover by S. Ibaka (offensive foul)
2:52.0,Offensive foul by D. Howard,,63-62,,
2:52.0,Turnover by D. Howard (offensive foul),,63-62,,
2:52.0,Houston full timeout,,63-62,,
2:35.0,,,63-62,,S. Ibaka misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by P. Beverley,,63-62,,
2:18.0,,,63-62,,Personal foul by R. Jackson (drawn by J. Harden)
2:18.0,J. Harden makes free throw 1 of 2,1,64-62,,
2:18.0,J. Harden makes free throw 2 of 2,1,65-62,,
1:59.0,,,65-64,2,S. Ibaka makes 2-pt shot from 15 ft (assist by A. Morrow)
1:59.0,Technical foul by T. Ariza,,65-64,,
1:59.0,,,65-65,1,R. Jackson makes technical free throw
1:40.0,P. Beverley misses 3-pt shot from 24 ft,,65-65,,
1:38.0,Offensive rebound by J. Harden,,65-65,,
1:19.0,J. Harden makes 3-pt shot from 24 ft,3,68-65,,
1:05.0,,,68-65,,R. Jackson misses 2-pt shot from 2 ft
1:04.0,,,68-65,,Offensive rebound by S. Adams
1:01.0,,,68-65,,J. Lamb misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by T. Ariza,,68-65,,
0:39.0,Turnover by J. Harden (bad pass; steal by J. Lamb),,68-65,,
0:38.0,,,68-65,,Turnover by S. Adams (bad pass)
0:19.0,J. Harden misses 3-pt shot from 25 ft,,68-65,,
0:17.0,,,68-65,,Defensive rebound by R. Jackson
0:16.0,,,68-65,,Oklahoma City full timeout
0:11.0,,,68-65,,R. Jackson misses 3-pt shot from 27 ft
0:06.0,Defensive rebound by P. Beverley,,68-65,,
0:06.0,Houston full timeout,,68-65,,
0:06.0,,,68-65,,L. Thomas enters the game for J. Lamb
0:06.0,J. Terry enters the game for D. Motiejunas,,68-65,,
0:06.0,K. Papanikolaou enters the game for D. Howard,,68-65,,
0:05.0,,,68-65,,Personal take foul by S. Adams (drawn by J. Harden)
0:05.0,J. Harden misses free throw 1 of 2,,68-65,,
0:05.0,Offensive rebound by Team,,68-65,,
0:05.0,D. Howard enters the game for K. Papanikolaou,,68-65,,
0:05.0,J. Harden makes free throw 2 of 2,1,69-65,,
0:05.0,,,69-65,,Oklahoma City full timeout
0:05.0,,,69-65,,J. Lamb enters the game for L. Thomas
0:01.0,,,69-65,,S. Ibaka misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,69-65,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
