time,Philadelphia,pts.away,score,pts.home,Toronto
5:38.0,A. Shved makes free throw 1 of 1,1,72-107,,
5:26.0,,,72-110,3,T. Ross makes 3-pt shot from 23 ft (assist by J. Johnson)
5:16.0,B. Davies misses 3-pt shot from 24 ft,,72-110,,
5:15.0,,,72-110,,Defensive rebound by G. Vasquez
5:01.0,,,72-113,3,T. Ross makes 3-pt shot from 24 ft (assist by C. Hayes)
4:44.0,J. Sampson misses 2-pt shot from 1 ft,,72-113,,
4:43.0,,,72-113,,Defensive rebound by C. Hayes
4:33.0,,,72-113,,L. Fields misses 2-pt shot from 4 ft
4:32.0,Defensive rebound by B. Davies,,72-113,,
4:26.0,A. Shved makes 3-pt shot from 24 ft (assist by B. Davies),3,75-113,,
4:05.0,,,75-113,,G. Vasquez misses 2-pt shot from 18 ft
4:03.0,Defensive rebound by J. Sampson,,75-113,,
3:49.0,J. Sampson misses 3-pt shot from 23 ft (block by J. Johnson),,75-113,,
3:48.0,,,75-113,,Defensive rebound by T. Ross
3:44.0,,,75-113,,Shooting foul by C. Johnson (drawn by T. Ross)
3:44.0,,,75-113,,T. Ross misses free throw 1 of 2
3:44.0,,,75-113,,Offensive rebound by Team
3:44.0,K. McDaniels enters the game for H. Thompson,,75-113,,
3:44.0,,,75-114,1,T. Ross makes free throw 2 of 2
3:31.0,K. McDaniels misses 3-pt shot from 23 ft,,75-114,,
3:29.0,,,75-114,,Defensive rebound by J. Johnson
3:11.0,,,75-114,,C. Hayes misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by B. Davies,,75-114,,
2:57.0,C. Johnson misses 3-pt shot from 22 ft,,75-114,,
2:55.0,,,75-114,,Defensive rebound by J. Johnson
2:49.0,,,75-114,,T. Ross misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by C. Johnson,,75-114,,
2:40.0,Turnover by A. Shved (bad pass; steal by L. Fields),,75-114,,
2:34.0,,,75-116,2,J. Johnson makes 2-pt shot at rim (assist by T. Ross)
2:32.0,Philadelphia full timeout,,75-116,,
2:32.0,,,75-116,,G. Stiemsma enters the game for T. Ross
2:18.0,J. Sampson misses 2-pt shot from 2 ft,,75-116,,
2:17.0,Offensive rebound by J. Sampson,,75-116,,
2:17.0,Shooting foul by G. Stiemsma (drawn by J. Sampson),,75-116,,
2:17.0,J. Sampson makes free throw 1 of 2,1,76-116,,
2:17.0,J. Sampson makes free throw 2 of 2,1,77-116,,
2:03.0,,,77-118,2,L. Fields makes 2-pt shot at rim (assist by C. Hayes)
1:54.0,K. McDaniels makes 2-pt shot at rim (assist by B. Davies),2,79-118,,
1:36.0,,,79-118,,Turnover by L. Fields (bad pass)
1:36.0,,,79-118,,Loose ball foul by G. Vasquez (drawn by C. Johnson)
1:36.0,C. Johnson makes free throw 1 of 2,1,80-118,,
1:36.0,C. Johnson makes free throw 2 of 2,1,81-118,,
1:18.0,,,81-118,,C. Hayes misses 2-pt shot from 1 ft (block by C. Johnson)
1:18.0,,,81-118,,Offensive rebound by Team
1:12.0,,,81-120,2,G. Vasquez makes 2-pt shot from 11 ft (assist by J. Johnson)
0:57.0,A. Shved makes 3-pt shot from 25 ft,3,84-120,,
0:42.0,,,84-120,,Turnover by J. Johnson (bad pass; steal by C. Johnson)
0:35.0,C. Johnson makes 2-pt shot from 2 ft,2,86-120,,
0:12.0,,,86-120,,G. Vasquez misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by A. Shved,,86-120,,
0:04.0,J. Sampson makes 2-pt shot at rim (assist by A. Shved),2,88-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
