time,New York,pts.away,score,pts.home,Brooklyn
1:38.0,New York full timeout,,84-87,,
1:38.0,T. Hardaway enters the game for L. Thomas,,84-87,,
1:38.0,J. Smith enters the game for L. Amundson,,84-87,,
1:21.0,,,84-87,,Personal foul by B. Lopez (drawn by J. Smith)
1:21.0,J. Smith makes free throw 1 of 2,1,85-87,,
1:21.0,L. Thomas enters the game for T. Hardaway,,85-87,,
1:21.0,J. Smith makes free throw 2 of 2,1,86-87,,
0:58.0,,,86-87,,Turnover by B. Lopez (bad pass; steal by L. Galloway)
0:38.0,C. Anthony misses 2-pt shot from 14 ft,,86-87,,
0:37.0,,,86-87,,Defensive rebound by J. Johnson
0:24.0,,,86-87,,Brooklyn full timeout
0:24.0,L. Amundson enters the game for J. Smith,,86-87,,
0:14.0,,,86-90,3,J. Jack makes 3-pt shot from 24 ft (assist by J. Johnson)
0:14.0,New York full timeout,,86-90,,
0:14.0,,,86-90,,K. Garnett enters the game for B. Lopez
0:14.0,J. Smith enters the game for L. Thomas,,86-90,,
0:14.0,T. Hardaway enters the game for L. Amundson,,86-90,,
0:11.0,C. Anthony makes 2-pt shot from 2 ft,2,88-90,,
0:10.0,Personal take foul by T. Hardaway (drawn by J. Johnson),,88-90,,
0:08.0,Personal take foul by J. Calderon (drawn by J. Jack),,88-90,,
0:08.0,,,88-91,1,J. Jack makes free throw 1 of 2
0:08.0,,,88-92,1,J. Jack makes free throw 2 of 2
0:02.0,L. Galloway misses 3-pt shot from 24 ft,,88-92,,
0:00.0,Offensive rebound by Team,,88-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
