time,Sacramento,pts.away,score,pts.home,San Antonio
5:46.0,R. McCallum misses 2-pt shot at rim (block by J. Ayres),,70-105,,
5:44.0,,,70-105,,Defensive rebound by J. Ayres
5:32.0,,,70-105,,C. Joseph misses 2-pt shot from 14 ft
5:31.0,Defensive rebound by R. Hollins,,70-105,,
5:15.0,Turnover by B. McLemore (bad pass; steal by J. Ayres),,70-105,,
4:57.0,,,70-105,,C. Joseph misses 2-pt shot from 2 ft
4:56.0,,,70-105,,Offensive rebound by M. Bonner
4:54.0,,,70-107,2,M. Bonner makes 2-pt shot at rim
4:51.0,Sacramento full timeout,,70-107,,
4:37.0,N. Stauskas misses 2-pt shot from 2 ft (block by J. Ayres),,70-107,,
4:36.0,Offensive rebound by Team,,70-107,,
4:26.0,R. Hollins misses 2-pt shot from 5 ft,,70-107,,
4:25.0,,,70-107,,Defensive rebound by J. Ayres
4:05.0,,,70-110,3,M. Belinelli makes 3-pt shot from 30 ft (assist by M. Bonner)
3:44.0,R. Hollins makes 2-pt shot from 19 ft (assist by B. McLemore),2,72-110,,
3:28.0,,,72-110,,Turnover by B. Diaw (bad pass)
3:21.0,N. Stauskas makes 3-pt shot from 25 ft (assist by R. Hollins),3,75-110,,
3:00.0,,,75-110,,Turnover by M. Belinelli (bad pass; steal by R. Hollins)
2:48.0,B. McLemore makes 2-pt shot from 21 ft,2,77-110,,
2:35.0,,,77-110,,M. Belinelli misses 2-pt shot from 11 ft
2:33.0,Defensive rebound by Team,,77-110,,
2:33.0,,,77-110,,Loose ball foul by J. Ayres (drawn by R. Hollins)
2:33.0,,,77-110,,San Antonio full timeout
2:21.0,R. McCallum misses 2-pt shot from 1 ft,,77-110,,
2:18.0,,,77-110,,Defensive rebound by J. Ayres
2:08.0,Violation by B. McLemore (kicked ball),,77-110,,
2:00.0,,,77-110,,Turnover by C. Joseph (lost ball)
1:51.0,B. McLemore misses 3-pt shot from 24 ft,,77-110,,
1:50.0,,,77-110,,Defensive rebound by J. Ayres
1:29.0,,,77-112,2,M. Belinelli makes 2-pt shot from 21 ft (assist by B. Diaw)
1:15.0,Shooting foul by M. Belinelli (drawn by C. Landry),,77-112,,
1:15.0,C. Landry makes free throw 1 of 2,1,78-112,,
1:15.0,C. Landry makes free throw 2 of 2,1,79-112,,
1:02.0,,,79-112,,M. Belinelli misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by R. Hollins,,79-112,,
0:54.0,R. McCallum makes 2-pt shot from 1 ft,2,81-112,,
0:36.0,,,81-112,,B. Diaw misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by Team,,81-112,,
0:28.0,N. Stauskas makes 2-pt shot at rim (assist by R. McCallum),2,83-112,,
0:23.0,,,83-112,,Turnover by M. Belinelli (lost ball; steal by B. McLemore)
0:23.0,R. McCallum makes 2-pt shot from 1 ft,2,85-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
