time,Phoenix,pts.away,score,pts.home,Utah
3:53.0,G. Green makes 2-pt shot from 2 ft (assist by A. Goodwin),2,86-111,,
3:37.0,,,86-111,,D. Favors misses 2-pt shot from 2 ft
3:36.0,Defensive rebound by A. Tolliver,,86-111,,
3:25.0,G. Green misses 2-pt shot from 21 ft,,86-111,,
3:23.0,,,86-111,,Defensive rebound by A. Burks
3:20.0,,,86-111,,Utah full timeout
3:20.0,,,86-111,,D. Exum enters the game for G. Hayward
3:20.0,,,86-111,,R. Gobert enters the game for D. Favors
3:20.0,,,86-111,,S. Novak enters the game for A. Burks
3:20.0,,,86-111,,R. Hood enters the game for T. Booker
3:09.0,,,86-111,,T. Burke misses 2-pt shot from 18 ft
3:07.0,Defensive rebound by T. Ennis,,86-111,,
2:57.0,A. Goodwin makes 2-pt shot at rim,2,88-111,,
2:31.0,,,88-111,,S. Novak misses 2-pt shot from 19 ft
2:28.0,Defensive rebound by A. Tolliver,,88-111,,
2:21.0,G. Green misses 3-pt shot from 25 ft,,88-111,,
2:20.0,,,88-111,,Defensive rebound by D. Exum
2:16.0,,,88-113,2,R. Hood makes 2-pt shot from 1 ft (assist by D. Exum)
1:58.0,T. Ennis misses 3-pt shot from 24 ft,,88-113,,
1:55.0,Offensive rebound by M. Plumlee,,88-113,,
1:46.0,A. Goodwin misses 2-pt shot from 8 ft (block by R. Gobert),,88-113,,
1:44.0,,,88-113,,Defensive rebound by R. Gobert
1:38.0,,,88-116,3,S. Novak makes 3-pt shot from 24 ft (assist by T. Burke)
1:34.0,,,88-116,,Personal foul by T. Burke (drawn by T. Ennis)
1:34.0,,,88-116,,I. Clark enters the game for T. Burke
1:21.0,Shooting foul by I. Clark (drawn by A. Goodwin),,88-116,,
1:21.0,A. Goodwin misses free throw 1 of 2,,88-116,,
1:21.0,Offensive rebound by Team,,88-116,,
1:21.0,A. Goodwin makes free throw 2 of 2,1,89-116,,
1:02.0,,,89-116,,R. Gobert misses 2-pt shot at rim
1:00.0,Defensive rebound by G. Green,,89-116,,
0:52.0,Turnover by M. Plumlee (bad pass; steal by D. Exum),,89-116,,
0:49.0,Violation by G. Green (def goaltending),,89-116,,
0:49.0,,,89-118,2,I. Clark makes 2-pt shot from 1 ft (assist by D. Exum)
0:38.0,Shooting foul by S. Novak (drawn by A. Goodwin),,89-118,,
0:38.0,A. Goodwin makes free throw 1 of 2,1,90-118,,
0:38.0,A. Goodwin makes free throw 2 of 2,1,91-118,,
0:22.0,,,91-118,,Turnover by S. Novak (bad pass; steal by G. Green)
0:20.0,Turnover by A. Tolliver (bad pass),,91-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
