time,Boston,pts.away,score,pts.home,New York
1:25.0,Defensive rebound by B. Bass,,88-81,,
1:12.0,Shooting foul by L. Thomas (drawn by J. Crowder),,88-81,,
1:12.0,J. Crowder misses free throw 1 of 2,,88-81,,
1:12.0,Offensive rebound by Team,,88-81,,
1:12.0,,,88-81,,New York full timeout
1:12.0,,,88-81,,J. Smith enters the game for L. Thomas
1:12.0,J. Crowder makes free throw 2 of 2,1,89-81,,
1:04.0,Personal foul by I. Thomas (drawn by C. Early),,89-81,,
1:04.0,M. Smart enters the game for I. Thomas,,89-81,,
0:49.0,,,89-81,,A. Bargnani misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by Team,,89-81,,
0:48.0,,,89-81,,Loose ball foul by L. Galloway (drawn by M. Smart)
0:48.0,M. Smart misses free throw 1 of 2,,89-81,,
0:48.0,Offensive rebound by Team,,89-81,,
0:48.0,M. Smart makes free throw 2 of 2,1,90-81,,
0:35.0,,,90-83,2,S. Larkin makes 2-pt shot from 16 ft
0:35.0,,,90-83,,Shooting foul by B. Bass (drawn by S. Larkin)
0:35.0,I. Thomas enters the game for M. Smart,,90-83,,
0:35.0,,,90-83,,S. Larkin misses free throw 1 of 1
0:34.0,,,90-83,,Offensive rebound by C. Early
0:34.0,,,90-85,2,C. Early makes 2-pt shot from 1 ft
0:32.0,,,90-85,,Personal take foul by C. Early (drawn by E. Turner)
0:32.0,E. Turner makes free throw 1 of 2,1,91-85,,
0:32.0,M. Smart enters the game for I. Thomas,,91-85,,
0:32.0,E. Turner makes free throw 2 of 2,1,92-85,,
0:26.0,,,92-88,3,L. Galloway makes 3-pt shot from 24 ft
0:26.0,Boston full timeout,,92-88,,
0:26.0,I. Thomas enters the game for M. Smart,,92-88,,
0:26.0,,,92-88,,L. Thomas enters the game for A. Bargnani
0:26.0,,,92-88,,Q. Acy enters the game for J. Smith
0:23.0,,,92-88,,Personal take foul by S. Larkin (drawn by I. Thomas)
0:23.0,I. Thomas misses free throw 1 of 2,,92-88,,
0:23.0,Offensive rebound by Team,,92-88,,
0:23.0,,,92-88,,J. Smith enters the game for Q. Acy
0:23.0,,,92-88,,A. Bargnani enters the game for L. Thomas
0:23.0,I. Thomas makes free throw 2 of 2,1,93-88,,
0:23.0,,,93-88,,New York full timeout
0:23.0,M. Smart enters the game for I. Thomas,,93-88,,
0:15.0,,,93-88,,L. Galloway misses 3-pt shot from 25 ft
0:14.0,,,93-88,,Offensive rebound by Team
0:14.0,Loose ball foul by A. Bradley (drawn by C. Early),,93-88,,
0:14.0,,,93-89,1,C. Early makes free throw 1 of 2
0:14.0,T. Zeller enters the game for A. Bradley,,93-89,,
0:14.0,,,93-89,,C. Early misses free throw 2 of 2
0:13.0,Defensive rebound by B. Bass,,93-89,,
0:11.0,,,93-89,,Personal foul by C. Early (drawn by B. Bass)
0:11.0,B. Bass makes free throw 1 of 2,1,94-89,,
0:11.0,A. Bradley enters the game for T. Zeller,,94-89,,
0:11.0,B. Bass makes free throw 2 of 2,1,95-89,,
0:01.0,,,95-92,3,J. Smith makes 3-pt shot from 23 ft (assist by S. Larkin)
0:01.0,Boston full timeout,,95-92,,
0:01.0,,,95-92,,Q. Acy enters the game for A. Bargnani
0:01.0,,,95-92,,L. Thomas enters the game for J. Smith
0:01.0,I. Thomas enters the game for M. Smart,,95-92,,
0:01.0,,,95-92,,Personal take foul by L. Galloway (drawn by A. Bradley)
0:01.0,A. Bradley makes free throw 1 of 2,1,96-92,,
0:01.0,A. Bradley misses free throw 2 of 2,,96-92,,
0:00.0,,,96-92,,Defensive rebound by C. Early
0:00.0,End of 4th quarter,,,,End of 4th quarter
