time,Philadelphia,pts.away,score,pts.home,Atlanta
3:07.0,,,81-81,,P. Millsap misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by J. Grant,,81-81,,
2:52.0,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams),2,83-81,,
2:26.0,,,83-83,2,A. Horford makes 2-pt shot from 4 ft (assist by D. Schroder)
1:54.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,83-83,,
1:53.0,,,83-83,,Defensive rebound by A. Horford
1:35.0,,,83-86,3,D. Schroder makes 3-pt shot from 24 ft (assist by A. Horford)
1:35.0,Philadelphia full timeout,,83-86,,
1:35.0,Official timeout,,83-86,,
1:30.0,K. McDaniels misses 2-pt shot from 2 ft,,83-86,,
1:29.0,,,83-86,,Defensive rebound by A. Horford
1:06.0,,,83-86,,J. Teague misses 3-pt shot from 25 ft
1:04.0,,,83-86,,Offensive rebound by A. Horford
0:47.0,,,83-88,2,A. Horford makes 2-pt shot from 18 ft (assist by J. Teague)
0:47.0,Philadelphia full timeout,,83-88,,
0:47.0,H. Thompson enters the game for L. Mbah a Moute,,83-88,,
0:47.0,R. Covington enters the game for J. Grant,,83-88,,
0:42.0,K. McDaniels misses 2-pt shot at rim,,83-88,,
0:41.0,Offensive rebound by K. McDaniels,,83-88,,
0:41.0,K. McDaniels makes 2-pt shot at rim,2,85-88,,
0:21.0,,,85-88,,Shooting foul by N. Noel (drawn by A. Horford)
0:21.0,,,85-89,1,A. Horford makes free throw 1 of 2
0:21.0,,,85-89,,K. Bazemore enters the game for D. Schroder
0:21.0,L. Mbah a Moute enters the game for K. McDaniels,,85-89,,
0:21.0,,,85-89,,A. Horford misses free throw 2 of 2
0:19.0,Defensive rebound by N. Noel,,85-89,,
0:13.0,,,85-89,,Personal foul by K. Bazemore (drawn by M. Carter-Williams)
0:06.0,R. Covington misses 3-pt shot from 24 ft,,85-89,,
0:05.0,,,85-89,,Defensive rebound by K. Korver
0:05.0,Personal take foul by M. Carter-Williams (drawn by K. Korver),,85-89,,
0:05.0,,,85-90,1,K. Korver makes free throw 1 of 2
0:05.0,,,85-91,1,K. Korver makes free throw 2 of 2
0:05.0,Philadelphia full timeout,,85-91,,
0:05.0,,,85-91,,M. Scott enters the game for P. Millsap
0:05.0,,,85-91,,M. Muscala enters the game for A. Horford
0:05.0,,,85-91,,J. Jenkins enters the game for K. Korver
0:05.0,,,85-91,,D. Schroder enters the game for J. Teague
0:00.0,M. Carter-Williams misses 3-pt shot from 25 ft,,85-91,,
0:00.0,Offensive rebound by Team,,85-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
