time,Chicago,pts.away,score,pts.home,New York
2:21.0,,,102-73,,I. Shumpert misses 2-pt shot from 17 ft
2:20.0,Defensive rebound by N. Mirotic,,102-73,,
2:06.0,D. McDermott makes 2-pt shot from 18 ft,2,104-73,,
1:49.0,,,104-76,3,T. Hardaway makes 3-pt shot from 25 ft (assist by C. Aldrich)
1:34.0,C. Bairstow misses 2-pt shot from 4 ft,,104-76,,
1:32.0,,,104-76,,Defensive rebound by C. Aldrich
1:27.0,,,104-78,2,C. Early makes 2-pt shot from 1 ft
1:13.0,D. McDermott misses 2-pt shot from 19 ft,,104-78,,
1:12.0,,,104-78,,Defensive rebound by I. Shumpert
1:01.0,,,104-78,,T. Hardaway misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by N. Mirotic,,104-78,,
0:48.0,E. Moore misses 3-pt shot from 23 ft,,104-78,,
0:47.0,,,104-78,,Defensive rebound by Q. Acy
0:35.0,Personal foul by T. Snell (drawn by T. Hardaway),,104-78,,
0:35.0,,,104-78,,T. Wear enters the game for T. Hardaway
0:23.0,,,104-80,2,T. Wear makes 2-pt shot from 20 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
