time,Dallas,pts.away,score,pts.home,Golden State
5:22.0,,,107-112,,Defensive rebound by M. Speights
5:13.0,,,107-112,,Turnover by H. Barnes (lost ball; steal by T. Chandler)
5:00.0,M. Ellis misses 2-pt shot from 12 ft,,107-112,,
4:59.0,Offensive rebound by T. Chandler,,107-112,,
4:56.0,Turnover by M. Ellis (bad pass; steal by A. Iguodala),,107-112,,
4:53.0,,,107-114,2,A. Iguodala makes 2-pt shot at rim
4:53.0,Dallas full timeout,,107-114,,
4:53.0,D. Harris enters the game for J. Barea,,107-114,,
4:53.0,D. Nowitzki enters the game for A. Aminu,,107-114,,
4:53.0,,,107-114,,D. Green enters the game for H. Barnes
4:53.0,,,107-114,,A. Bogut enters the game for M. Speights
4:36.0,D. Nowitzki misses 2-pt shot from 4 ft (block by D. Green),,107-114,,
4:33.0,Offensive rebound by T. Chandler,,107-114,,
4:27.0,C. Parsons misses 2-pt shot from 2 ft,,107-114,,
4:25.0,Offensive rebound by D. Nowitzki,,107-114,,
4:25.0,Shooting foul by D. Green (drawn by D. Nowitzki),,107-114,,
4:25.0,D. Nowitzki makes free throw 1 of 2,1,108-114,,
4:25.0,D. Nowitzki makes free throw 2 of 2,1,109-114,,
4:18.0,,,109-114,,K. Thompson misses 2-pt shot from 1 ft
4:17.0,Defensive rebound by M. Ellis,,109-114,,
4:00.0,Turnover by D. Nowitzki (back court),,109-114,,
3:50.0,,,109-116,2,A. Iguodala makes 2-pt shot from 2 ft (assist by S. Curry)
3:29.0,C. Parsons makes 2-pt shot from 7 ft (assist by D. Nowitzki),2,111-116,,
3:13.0,,,111-118,2,S. Curry makes 2-pt shot from 12 ft
3:03.0,T. Chandler makes 2-pt shot at rim (assist by D. Harris),2,113-118,,
2:46.0,,,113-118,,K. Thompson misses 3-pt shot from 23 ft
2:44.0,,,113-118,,Offensive rebound by A. Bogut
2:44.0,,,113-120,2,A. Bogut makes 2-pt shot at rim
2:27.0,T. Chandler misses 2-pt shot from 19 ft,,113-120,,
2:26.0,,,113-120,,Defensive rebound by D. Green
2:16.0,,,113-120,,S. Curry misses 3-pt shot from 28 ft
2:15.0,Defensive rebound by Team,,113-120,,
2:01.0,Turnover by D. Harris (bad pass; steal by S. Curry),,113-120,,
1:59.0,,,113-120,,Shooting foul by D. Nowitzki (drawn by S. Curry)
1:59.0,,,113-121,1,S. Curry makes free throw 1 of 2
1:59.0,,,113-122,1,S. Curry makes free throw 2 of 2
1:52.0,D. Nowitzki misses 3-pt shot from 25 ft,,113-122,,
1:51.0,,,113-122,,Defensive rebound by A. Iguodala
1:35.0,,,113-122,,Shooting foul by T. Chandler (drawn by S. Curry)
1:35.0,,,113-122,,S. Curry misses free throw 1 of 2
1:35.0,,,113-122,,Offensive rebound by Team
1:35.0,,,113-123,1,S. Curry makes free throw 2 of 2
1:35.0,Dallas full timeout,,113-123,,
1:35.0,C. Villanueva enters the game for T. Chandler,,113-123,,
1:35.0,,,113-123,,H. Barnes enters the game for A. Bogut
1:30.0,D. Harris misses 3-pt shot from 25 ft,,113-123,,
1:29.0,,,113-123,,Defensive rebound by A. Iguodala
1:24.0,Personal foul by D. Harris (drawn by S. Curry),,113-123,,
1:24.0,,,113-124,1,S. Curry makes free throw 1 of 2
1:24.0,R. Ledo enters the game for M. Ellis,,113-124,,
1:24.0,R. Felton enters the game for C. Parsons,,113-124,,
1:24.0,A. Aminu enters the game for D. Nowitzki,,113-124,,
1:24.0,R. Jefferson enters the game for D. Harris,,113-124,,
1:24.0,,,113-125,1,S. Curry makes free throw 2 of 2
1:04.0,Shooting foul by S. Curry (drawn by R. Ledo),,113-125,,
1:04.0,R. Ledo misses free throw 1 of 2,,113-125,,
1:04.0,Offensive rebound by Team,,113-125,,
1:04.0,R. Ledo makes free throw 2 of 2,1,114-125,,
0:53.0,,,114-128,3,S. Curry makes 3-pt shot from 27 ft
0:39.0,C. Villanueva misses 3-pt shot from 25 ft,,114-128,,
0:37.0,,,114-128,,Defensive rebound by S. Curry
0:23.0,,,114-128,,K. Thompson misses 3-pt shot from 27 ft
0:21.0,Defensive rebound by C. Villanueva,,114-128,,
0:11.0,R. Ledo misses 3-pt shot from 27 ft,,114-128,,
0:09.0,,,114-128,,Defensive rebound by H. Barnes
0:00.0,End of 4th quarter,,,,End of 4th quarter
