time,Cleveland,pts.away,score,pts.home,Philadelphia
2:11.0,,,88-86,,T. Wroten misses 3-pt shot from 25 ft
2:09.0,,,88-86,,Offensive rebound by Team
1:59.0,,,88-88,2,T. Wroten makes 2-pt shot from 8 ft (assist by M. Carter-Williams)
1:40.0,,,88-88,,Personal foul by M. Carter-Williams (drawn by K. Love)
1:40.0,K. Love makes free throw 1 of 2,1,89-88,,
1:40.0,K. Love makes free throw 2 of 2,1,90-88,,
1:27.0,,,90-90,2,H. Sims makes 2-pt shot from 14 ft (assist by M. Carter-Williams)
1:09.0,K. Love makes 2-pt shot at rim (assist by M. Dellavedova),2,92-90,,
1:05.0,,,92-90,,Shooting foul by J. Harris (drawn by T. Wroten)
1:05.0,,,92-91,1,T. Wroten makes free throw 1 of 2
1:05.0,,,92-91,,T. Wroten misses free throw 2 of 2
1:03.0,Defensive rebound by K. Love,,92-91,,
0:43.0,M. Dellavedova misses 2-pt shot from 3 ft,,92-91,,
0:41.0,Offensive rebound by Team,,92-91,,
0:41.0,Turnover by Team (shot clock),,92-91,,
0:41.0,,,92-91,,Philadelphia full timeout
0:29.0,,,92-91,,M. Carter-Williams misses 2-pt shot from 11 ft
0:28.0,Defensive rebound by K. Love,,92-91,,
0:21.0,,,92-91,,Personal foul by M. Carter-Williams (drawn by M. Dellavedova)
0:21.0,M. Dellavedova misses free throw 1 of 2,,92-91,,
0:21.0,Offensive rebound by Team,,92-91,,
0:21.0,M. Dellavedova misses free throw 2 of 2,,92-91,,
0:20.0,,,92-91,,Defensive rebound by H. Sims
0:19.0,,,92-91,,Philadelphia full timeout
0:10.0,,,92-93,2,T. Wroten makes 2-pt shot from 2 ft
0:09.0,Cleveland full timeout,,92-93,,
0:09.0,Cleveland full timeout,,92-93,,
0:09.0,Cleveland full timeout,,92-93,,
0:03.0,M. Dellavedova misses 2-pt shot from 2 ft,,92-93,,
0:03.0,Offensive rebound by K. Love,,92-93,,
0:02.0,K. Love misses 2-pt shot from 1 ft,,92-93,,
0:02.0,,,92-93,,Defensive rebound by R. Covington
0:00.0,Personal foul by J. Harris (drawn by R. Covington),,92-93,,
0:00.0,,,92-94,1,R. Covington makes free throw 1 of 2
0:00.0,,,92-95,1,R. Covington makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
