time,Utah,pts.away,score,pts.home,Dallas
3:00.0,,,73-79,,Defensive rebound by B. James
2:57.0,,,73-79,,Turnover by J. Barea (lost ball; steal by R. Gobert)
2:51.0,,,73-79,,Personal foul by C. Parsons (drawn by G. Hayward)
2:51.0,Utah full timeout,,73-79,,
2:51.0,G. Hayward makes free throw 1 of 2,1,74-79,,
2:51.0,G. Hayward misses free throw 2 of 2,,74-79,,
2:50.0,,,74-79,,Defensive rebound by D. Nowitzki
2:29.0,,,74-79,,D. Nowitzki misses 2-pt shot from 4 ft (block by D. Favors)
2:28.0,Defensive rebound by T. Burke,,74-79,,
2:24.0,T. Burke makes 2-pt shot from 2 ft,2,76-79,,
2:05.0,,,76-79,,C. Parsons misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by E. Millsap,,76-79,,
1:49.0,Shooting foul by B. James (drawn by D. Favors),,76-79,,
1:49.0,D. Favors misses free throw 1 of 2,,76-79,,
1:49.0,Offensive rebound by Team,,76-79,,
1:49.0,D. Favors makes free throw 2 of 2,1,77-79,,
1:34.0,,,77-79,,M. Ellis misses 2-pt shot from 18 ft
1:33.0,Defensive rebound by E. Millsap,,77-79,,
1:24.0,Turnover by G. Hayward (bad pass; steal by M. Ellis),,77-79,,
1:23.0,Personal foul by D. Favors (drawn by M. Ellis),,77-79,,
1:23.0,,,77-80,1,M. Ellis makes free throw 1 of 2
1:23.0,,,77-81,1,M. Ellis makes free throw 2 of 2
1:12.0,E. Millsap misses 2-pt shot from 2 ft (block by B. James),,77-81,,
1:10.0,,,77-81,,Defensive rebound by D. Nowitzki
0:55.0,,,77-81,,Shooting foul by R. Gobert (drawn by D. Nowitzki)
0:55.0,,,77-81,,D. Nowitzki misses free throw 1 of 3
0:55.0,,,77-81,,Offensive rebound by Team
0:55.0,,,77-82,1,D. Nowitzki makes free throw 2 of 3
0:55.0,,,77-83,1,D. Nowitzki makes free throw 3 of 3
0:36.0,D. Favors makes 2-pt shot from 2 ft (assist by T. Burke),2,79-83,,
0:36.0,Shooting foul by B. James (drawn by D. Favors),,79-83,,
0:36.0,D. Favors makes free throw 1 of 1,1,80-83,,
0:18.0,,,80-83,,Turnover by M. Ellis (lost ball; steal by E. Millsap)
0:16.0,G. Hayward makes 2-pt shot at rim,2,82-83,,
0:15.0,,,82-83,,Dallas full timeout
0:15.0,,,82-83,,D. Harris enters the game for B. James
0:15.0,T. Booker enters the game for T. Burke,,82-83,,
0:13.0,Personal take foul by R. Gobert (drawn by M. Ellis),,82-83,,
0:13.0,,,82-84,1,M. Ellis makes free throw 1 of 2
0:13.0,,,82-85,1,M. Ellis makes free throw 2 of 2
0:13.0,Utah full timeout,,82-85,,
0:13.0,,,82-85,,A. Aminu enters the game for D. Nowitzki
0:13.0,T. Burke enters the game for E. Millsap,,82-85,,
0:13.0,D. Exum enters the game for R. Gobert,,82-85,,
0:13.0,S. Novak enters the game for T. Booker,,82-85,,
0:06.0,Turnover by G. Hayward (bad pass; steal by M. Ellis),,82-85,,
0:01.0,Personal take foul by S. Novak (drawn by J. Barea),,82-85,,
0:01.0,,,82-86,1,J. Barea makes free throw 1 of 2
0:01.0,,,82-87,1,J. Barea makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
