time,Milwaukee,pts.away,score,pts.home,Chicago
5:56.0,,,74-84,,Personal foul by J. Noah (drawn by O. Mayo)
5:44.0,Z. Pachulia makes 2-pt shot from 12 ft (assist by G. Antetokounmpo),2,76-84,,
5:25.0,,,76-84,,T. Snell misses 3-pt shot from 27 ft
5:24.0,Defensive rebound by Z. Pachulia,,76-84,,
5:13.0,O. Mayo misses 3-pt shot from 26 ft,,76-84,,
5:12.0,,,76-84,,Defensive rebound by J. Noah
5:10.0,Personal foul by O. Mayo (drawn by J. Butler),,76-84,,
5:10.0,,,76-85,1,J. Butler makes free throw 1 of 2
5:10.0,,,76-85,,J. Butler misses free throw 2 of 2
5:08.0,Defensive rebound by G. Antetokounmpo,,76-85,,
4:56.0,K. Middleton misses 2-pt shot from 18 ft,,76-85,,
4:55.0,,,76-85,,Defensive rebound by D. Rose
4:44.0,,,76-85,,J. Noah misses 2-pt shot from 3 ft (block by G. Antetokounmpo)
4:43.0,Defensive rebound by Z. Pachulia,,76-85,,
4:37.0,Shooting foul by T. Snell (drawn by O. Mayo),,76-85,,
4:37.0,O. Mayo makes free throw 1 of 2,1,77-85,,
4:37.0,,,77-85,,P. Gasol enters the game for J. Noah
4:37.0,O. Mayo makes free throw 2 of 2,1,78-85,,
4:17.0,,,78-85,,N. Mirotic misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by G. Antetokounmpo,,78-85,,
4:00.0,M. Carter-Williams makes 2-pt shot from 19 ft (assist by G. Antetokounmpo),2,80-85,,
4:00.0,Technical foul by Z. Pachulia,,80-85,,
4:00.0,,,80-86,1,D. Rose makes technical free throw
3:43.0,,,80-89,3,J. Butler makes 3-pt shot from 25 ft
3:26.0,Z. Pachulia misses 2-pt shot from 17 ft,,80-89,,
3:25.0,,,80-89,,Defensive rebound by P. Gasol
3:06.0,,,80-89,,T. Snell misses 3-pt shot from 23 ft
3:05.0,Defensive rebound by M. Carter-Williams,,80-89,,
2:53.0,Z. Pachulia misses 2-pt shot from 16 ft,,80-89,,
2:48.0,Offensive rebound by Z. Pachulia,,80-89,,
2:48.0,Milwaukee full timeout,,80-89,,
2:48.0,,,80-89,,Personal foul by N. Mirotic (drawn by Z. Pachulia)
2:48.0,,,80-89,,Technical foul by N. Mirotic (drawn by Z. Pachulia)
2:48.0,Technical foul by Z. Pachulia,,80-89,,
2:48.0,J. Henson enters the game for Z. Pachulia,,80-89,,
2:48.0,,,80-89,,M. Dunleavy enters the game for N. Mirotic
2:48.0,,,80-89,,J. Noah enters the game for T. Snell
2:40.0,O. Mayo misses 2-pt shot from 4 ft,,80-89,,
2:39.0,,,80-89,,Defensive rebound by J. Butler
2:19.0,,,80-89,,J. Butler misses 2-pt shot from 6 ft (block by K. Middleton)
2:17.0,Defensive rebound by G. Antetokounmpo,,80-89,,
2:09.0,K. Middleton makes 2-pt shot from 5 ft,2,82-89,,
1:53.0,,,82-89,,P. Gasol misses 2-pt shot from 19 ft
1:50.0,Defensive rebound by M. Carter-Williams,,82-89,,
1:43.0,J. Henson misses 2-pt shot from 2 ft (block by P. Gasol),,82-89,,
1:41.0,,,82-89,,Defensive rebound by J. Noah
1:23.0,,,82-89,,Turnover by J. Noah (bad pass)
1:15.0,K. Middleton misses 2-pt shot from 2 ft (block by J. Noah),,82-89,,
1:14.0,,,82-89,,Defensive rebound by P. Gasol
0:55.0,,,82-91,2,D. Rose makes 2-pt shot from 19 ft (assist by P. Gasol)
0:55.0,Milwaukee full timeout,,82-91,,
0:49.0,K. Middleton misses 3-pt shot from 27 ft,,82-91,,
0:47.0,,,82-91,,Defensive rebound by J. Noah
0:28.0,,,82-91,,P. Gasol misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by K. Middleton,,82-91,,
0:22.0,O. Mayo misses 2-pt shot from 2 ft,,82-91,,
0:21.0,,,82-91,,Defensive rebound by P. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
