time,Golden State,pts.away,score,pts.home,Oklahoma City
4:28.0,H. Barnes enters the game for S. Livingston,,104-114,,
4:15.0,,,104-114,,K. Durant misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by K. Thompson,,104-114,,
4:05.0,K. Thompson misses 2-pt shot from 1 ft (block by S. Ibaka),,104-114,,
4:03.0,,,104-114,,Defensive rebound by A. Morrow
3:58.0,,,104-116,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:35.0,K. Thompson makes 2-pt shot from 2 ft,2,106-116,,
3:15.0,,,106-118,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
3:15.0,,,106-118,,Shooting foul by K. Thompson (drawn by S. Ibaka)
3:15.0,,,106-119,1,S. Ibaka makes free throw 1 of 1
3:15.0,Golden State full timeout,,106-119,,
3:09.0,,,106-119,,Personal foul by D. Waiters (drawn by K. Thompson)
3:07.0,Shooting foul by R. Westbrook (drawn by S. Curry),,106-119,,
3:07.0,S. Curry makes free throw 1 of 3,1,107-119,,
3:07.0,S. Curry makes free throw 2 of 3,1,108-119,,
3:07.0,S. Curry makes free throw 3 of 3,1,109-119,,
2:47.0,,,109-119,,R. Westbrook misses 2-pt shot from 4 ft
2:46.0,,,109-119,,Offensive rebound by R. Westbrook
2:45.0,,,109-119,,Shooting foul by M. Speights (drawn by R. Westbrook)
2:45.0,,,109-119,,R. Westbrook misses free throw 1 of 2
2:45.0,,,109-119,,Offensive rebound by Team
2:45.0,,,109-120,1,R. Westbrook makes free throw 2 of 2
2:36.0,S. Curry makes 2-pt shot from 1 ft,2,111-120,,
2:15.0,,,111-120,,Shooting foul by D. Green (drawn by K. Durant)
2:15.0,,,111-121,1,K. Durant makes free throw 1 of 2
2:15.0,,,111-122,1,K. Durant makes free throw 2 of 2
2:06.0,M. Speights misses 2-pt shot from 4 ft,,111-122,,
2:05.0,,,111-122,,Defensive rebound by R. Westbrook
1:45.0,,,111-124,2,D. Waiters makes 2-pt shot from 4 ft
1:44.0,Golden State full timeout,,111-124,,
1:44.0,L. Barbosa enters the game for D. Green,,111-124,,
1:44.0,J. Holiday enters the game for M. Speights,,111-124,,
1:44.0,S. Livingston enters the game for K. Thompson,,111-124,,
1:44.0,B. Rush enters the game for S. Curry,,111-124,,
1:28.0,H. Barnes misses 2-pt shot from 3 ft,,111-124,,
1:26.0,,,111-124,,Defensive rebound by R. Westbrook
1:15.0,,,111-126,2,D. Waiters makes 2-pt shot at rim (assist by R. Westbrook)
1:15.0,,,111-126,,Shooting foul by L. Barbosa (drawn by D. Waiters)
1:15.0,,,111-126,,I. Smith enters the game for R. Westbrook
1:15.0,,,111-126,,P. Jones enters the game for K. Durant
1:15.0,,,111-126,,J. Lamb enters the game for S. Ibaka
1:15.0,,,111-127,1,D. Waiters makes free throw 1 of 1
1:01.0,L. Barbosa misses 2-pt shot from 10 ft,,111-127,,
1:00.0,Offensive rebound by H. Barnes,,111-127,,
1:00.0,H. Barnes makes 2-pt shot at rim,2,113-127,,
0:49.0,,,113-127,,J. Lamb misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by S. Livingston,,113-127,,
0:43.0,J. Holiday misses 2-pt shot at rim,,113-127,,
0:41.0,,,113-127,,Defensive rebound by I. Smith
0:19.0,,,113-127,,J. Lamb misses 3-pt shot from 24 ft
0:18.0,Defensive rebound by H. Barnes,,113-127,,
0:10.0,L. Barbosa misses 2-pt shot from 1 ft,,113-127,,
0:08.0,Offensive rebound by H. Barnes,,113-127,,
0:07.0,H. Barnes misses 2-pt shot at rim,,113-127,,
0:07.0,Offensive rebound by H. Barnes,,113-127,,
0:07.0,Shooting foul by P. Jones (drawn by H. Barnes),,113-127,,
0:07.0,H. Barnes makes free throw 1 of 2,1,114-127,,
0:07.0,H. Barnes makes free throw 2 of 2,1,115-127,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
