time,Cleveland,pts.away,score,pts.home,Charlotte
5:53.0,,,82-73,,K. Walker misses free throw 1 of 1
5:51.0,Defensive rebound by T. Thompson,,82-73,,
5:36.0,K. Irving makes 2-pt shot from 15 ft,2,84-73,,
5:22.0,Personal foul by K. Irving (drawn by K. Walker),,84-73,,
5:11.0,,,84-76,3,M. Williams makes 3-pt shot from 23 ft (assist by K. Walker)
4:47.0,D. Waiters misses 3-pt shot from 26 ft,,84-76,,
4:46.0,,,84-76,,Defensive rebound by B. Biyombo
4:33.0,,,84-76,,Shooting foul by M. Dellavedova (drawn by M. Kidd-Gilchrist)
4:33.0,,,84-76,,M. Kidd-Gilchrist misses free throw 1 of 2
4:33.0,,,84-76,,Offensive rebound by Team
4:33.0,,,84-77,1,M. Kidd-Gilchrist makes free throw 2 of 2
4:10.0,K. Irving misses 2-pt shot from 17 ft,,84-77,,
4:10.0,,,84-77,,Defensive rebound by G. Henderson
3:54.0,,,84-77,,G. Henderson misses 2-pt shot from 9 ft
3:50.0,Defensive rebound by M. Dellavedova,,84-77,,
3:43.0,Cleveland full timeout,,84-77,,
3:32.0,Turnover by T. Thompson (offensive foul),,84-77,,
3:32.0,Offensive foul by T. Thompson,,84-77,,
3:21.0,,,84-77,,G. Henderson misses 2-pt shot from 12 ft
3:19.0,,,84-77,,Offensive rebound by M. Kidd-Gilchrist
3:15.0,,,84-77,,M. Williams misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by D. Waiters,,84-77,,
2:58.0,K. Irving misses 2-pt shot from 7 ft,,84-77,,
2:58.0,,,84-77,,Defensive rebound by Team
2:58.0,Loose ball foul by T. Thompson (drawn by B. Biyombo),,84-77,,
2:58.0,,,84-78,1,B. Biyombo makes free throw 1 of 2
2:58.0,,,84-78,,G. Neal enters the game for M. Kidd-Gilchrist
2:58.0,,,84-79,1,B. Biyombo makes free throw 2 of 2
2:40.0,M. Dellavedova misses 2-pt shot from 5 ft,,84-79,,
2:39.0,Offensive rebound by M. Dellavedova,,84-79,,
2:27.0,K. Irving misses 2-pt shot from 6 ft (block by K. Walker),,84-79,,
2:27.0,Offensive rebound by Team,,84-79,,
2:20.0,D. Waiters misses 3-pt shot from 24 ft,,84-79,,
2:19.0,Offensive rebound by K. Irving,,84-79,,
2:19.0,Shooting foul by G. Neal (drawn by K. Irving),,84-79,,
2:19.0,K. Irving makes free throw 1 of 2,1,85-79,,
2:19.0,K. Irving makes free throw 2 of 2,1,86-79,,
2:06.0,Shooting block foul by K. Love (drawn by M. Williams),,86-79,,
2:06.0,,,86-80,1,M. Williams makes free throw 1 of 2
2:06.0,,,86-81,1,M. Williams makes free throw 2 of 2
1:46.0,K. Irving misses 2-pt shot from 4 ft,,86-81,,
1:46.0,,,86-81,,Defensive rebound by Team
1:35.0,,,86-81,,G. Neal misses 2-pt shot from 9 ft
1:33.0,,,86-81,,Offensive rebound by B. Biyombo
1:29.0,,,86-81,,K. Walker misses 3-pt shot from 25 ft
1:28.0,,,86-81,,Offensive rebound by G. Henderson
1:22.0,,,86-83,2,G. Henderson makes 2-pt shot at rim
1:02.0,D. Waiters misses 2-pt shot from 7 ft,,86-83,,
1:01.0,,,86-83,,Defensive rebound by M. Williams
0:50.0,,,86-83,,G. Henderson misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by M. Dellavedova,,86-83,,
0:28.0,K. Irving misses 2-pt shot from 7 ft (block by K. Walker),,86-83,,
0:28.0,Offensive rebound by Team,,86-83,,
0:28.0,Cleveland full timeout,,86-83,,
0:23.0,K. Love makes 2-pt shot from 16 ft,2,88-83,,
0:23.0,,,88-83,,Charlotte full timeout
0:23.0,S. Marion enters the game for K. Love,,88-83,,
0:23.0,,,88-83,,C. Zeller enters the game for B. Biyombo
0:19.0,,,88-83,,K. Walker misses 2-pt shot at rim
0:16.0,,,88-83,,Offensive rebound by C. Zeller
0:15.0,,,88-85,2,G. Henderson makes 2-pt shot at rim (assist by C. Zeller)
0:15.0,Cleveland full timeout,,88-85,,
0:15.0,K. Love enters the game for S. Marion,,88-85,,
0:15.0,,,88-85,,M. Kidd-Gilchrist enters the game for G. Neal
0:13.0,,,88-85,,Personal take foul by G. Henderson (drawn by D. Waiters)
0:11.0,,,88-85,,Personal foul by M. Kidd-Gilchrist (drawn by K. Irving)
0:11.0,K. Irving makes free throw 1 of 2,1,89-85,,
0:11.0,S. Marion enters the game for K. Love,,89-85,,
0:11.0,K. Irving makes free throw 2 of 2,1,90-85,,
0:11.0,,,90-85,,Charlotte full timeout
0:11.0,,,90-85,,G. Neal enters the game for M. Kidd-Gilchrist
0:09.0,,,90-85,,G. Neal misses 3-pt shot from 26 ft
0:07.0,,,90-85,,Offensive rebound by G. Henderson
0:04.0,,,90-85,,K. Walker misses 3-pt shot from 23 ft
0:03.0,,,90-85,,Offensive rebound by Team
0:03.0,Loose ball foul by M. Dellavedova (drawn by M. Williams),,90-85,,
0:03.0,,,90-86,1,M. Williams makes free throw 1 of 2
0:03.0,,,90-86,,M. Kidd-Gilchrist enters the game for G. Neal
0:03.0,,,90-87,1,M. Williams makes free throw 2 of 2
0:03.0,Cleveland full timeout,,90-87,,
0:03.0,K. Love enters the game for S. Marion,,90-87,,
0:02.0,,,90-87,,Personal take foul by C. Zeller (drawn by K. Irving)
0:02.0,K. Irving misses free throw 1 of 2,,90-87,,
0:02.0,Offensive rebound by Team,,90-87,,
0:02.0,K. Irving makes free throw 2 of 2,1,91-87,,
0:02.0,,,91-87,,Charlotte full timeout
0:02.0,,,91-87,,G. Neal enters the game for M. Kidd-Gilchrist
0:02.0,S. Marion enters the game for K. Love,,91-87,,
0:00.0,,,91-87,,G. Neal misses 3-pt shot from 26 ft
0:00.0,,,91-87,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
