time,San Antonio,pts.away,score,pts.home,Denver
4:55.0,,,81-74,,Offensive rebound by J. Nurkic
4:55.0,,,81-74,,Shooting foul by M. Ginobili (drawn by J. Nurkic)
4:55.0,,,81-75,1,J. Nurkic makes free throw 1 of 2
4:55.0,K. Leonard enters the game for M. Belinelli,,81-75,,
4:55.0,,,81-76,1,J. Nurkic makes free throw 2 of 2
4:42.0,T. Duncan makes 2-pt shot from 1 ft (assist by M. Bonner),2,83-76,,
4:34.0,,,83-76,,Shooting foul by T. Duncan (drawn by J. Nurkic)
4:34.0,,,83-77,1,J. Nurkic makes free throw 1 of 2
4:34.0,,,83-77,,J. Nurkic misses free throw 2 of 2
4:32.0,Defensive rebound by K. Leonard,,83-77,,
4:18.0,K. Leonard makes 2-pt shot from 6 ft,2,85-77,,
4:09.0,,,85-79,2,J. Nurkic makes 2-pt shot at rim (assist by T. Lawson)
4:09.0,,,85-79,,Shooting foul by T. Duncan (drawn by J. Nurkic)
4:09.0,,,85-80,1,J. Nurkic makes free throw 1 of 1
3:55.0,C. Joseph makes 2-pt shot from 1 ft,2,87-80,,
3:50.0,,,87-80,,A. Gee misses 2-pt shot from 3 ft (block by T. Duncan)
3:49.0,,,87-80,,Offensive rebound by Team
3:49.0,D. Green enters the game for M. Bonner,,87-80,,
3:41.0,,,87-82,2,A. Afflalo makes 2-pt shot from 2 ft (assist by T. Lawson)
3:24.0,D. Green misses 2-pt shot from 2 ft,,87-82,,
3:19.0,Offensive rebound by M. Ginobili,,87-82,,
3:18.0,,,87-82,,Personal foul by A. Gee (drawn by M. Ginobili)
3:18.0,M. Ginobili makes free throw 1 of 2,1,88-82,,
3:18.0,M. Ginobili makes free throw 2 of 2,1,89-82,,
2:59.0,,,89-82,,J. Nurkic misses 2-pt shot from 14 ft
2:56.0,,,89-82,,Offensive rebound by A. Gee
2:56.0,,,89-84,2,A. Gee makes 2-pt shot at rim
2:27.0,M. Ginobili makes 3-pt shot from 24 ft (assist by D. Green),3,92-84,,
2:06.0,,,92-84,,Turnover by T. Lawson (bad pass; steal by K. Leonard)
2:00.0,C. Joseph makes 2-pt shot from 2 ft (assist by K. Leonard),2,94-84,,
1:45.0,,,94-84,,W. Chandler misses 2-pt shot from 10 ft
1:42.0,Defensive rebound by K. Leonard,,94-84,,
1:26.0,Offensive foul by K. Leonard,,94-84,,
1:26.0,Turnover by K. Leonard (offensive foul),,94-84,,
1:26.0,Official timeout,,94-84,,
1:26.0,M. Belinelli enters the game for K. Leonard,,94-84,,
1:26.0,K. Anderson enters the game for T. Duncan,,94-84,,
1:26.0,B. Diaw enters the game for D. Green,,94-84,,
1:26.0,A. Daye enters the game for M. Ginobili,,94-84,,
1:22.0,,,94-86,2,W. Chandler makes 2-pt shot at rim
1:02.0,A. Daye misses 2-pt shot from 14 ft,,94-86,,
1:00.0,,,94-86,,Defensive rebound by W. Chandler
0:47.0,,,94-86,,A. Afflalo misses 2-pt shot at rim
0:44.0,Defensive rebound by B. Diaw,,94-86,,
0:44.0,,,94-86,,Personal take foul by A. Gee (drawn by M. Belinelli)
0:44.0,M. Belinelli misses free throw 1 of 2,,94-86,,
0:44.0,Offensive rebound by Team,,94-86,,
0:44.0,M. Ginobili enters the game for B. Diaw,,94-86,,
0:44.0,K. Leonard enters the game for K. Anderson,,94-86,,
0:44.0,T. Duncan enters the game for A. Daye,,94-86,,
0:44.0,M. Belinelli makes free throw 2 of 2,1,95-86,,
0:44.0,,,95-86,,Denver full timeout
0:40.0,,,95-88,2,J. Nurkic makes 2-pt shot from 3 ft (assist by W. Chandler)
0:39.0,San Antonio full timeout,,95-88,,
0:39.0,San Antonio full timeout,,95-88,,
0:38.0,,,95-88,,Personal foul by A. Afflalo (drawn by M. Ginobili)
0:38.0,M. Ginobili makes free throw 1 of 2,1,96-88,,
0:38.0,B. Diaw enters the game for T. Duncan,,96-88,,
0:38.0,M. Ginobili misses free throw 2 of 2,,96-88,,
0:37.0,,,96-88,,Defensive rebound by J. Nurkic
0:27.0,,,96-91,3,A. Afflalo makes 3-pt shot from 26 ft (assist by T. Lawson)
0:26.0,,,96-91,,Personal take foul by W. Chandler (drawn by M. Belinelli)
0:26.0,M. Belinelli misses free throw 1 of 2,,96-91,,
0:26.0,Offensive rebound by Team,,96-91,,
0:26.0,M. Belinelli makes free throw 2 of 2,1,97-91,,
0:25.0,,,97-91,,Turnover by J. Nurkic (bad pass; steal by K. Leonard)
0:16.0,,,97-91,,Personal take foul by W. Chandler (drawn by K. Leonard)
0:16.0,K. Leonard makes free throw 1 of 2,1,98-91,,
0:16.0,K. Anderson enters the game for C. Joseph,,98-91,,
0:16.0,A. Daye enters the game for M. Ginobili,,98-91,,
0:16.0,K. Leonard makes free throw 2 of 2,1,99-91,,
0:08.0,,,99-91,,A. Afflalo misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by M. Belinelli,,99-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
