time,Houston,pts.away,score,pts.home,Dallas
5:39.0,Defensive rebound by T. Ariza,,84-94,,
5:32.0,J. Harden makes 2-pt shot from 6 ft,2,86-94,,
5:14.0,,,86-94,,D. Harris misses 3-pt shot from 22 ft
5:12.0,Defensive rebound by C. Brewer,,86-94,,
5:05.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Terry),3,89-94,,
4:51.0,,,89-94,,M. Ellis misses 2-pt shot from 16 ft
4:50.0,Defensive rebound by J. Harden,,89-94,,
4:48.0,Turnover by J. Harden (lost ball; steal by C. Villanueva),,89-94,,
4:45.0,,,89-96,2,A. Aminu makes 2-pt shot at rim (assist by C. Villanueva)
4:41.0,Houston full timeout,,89-96,,
4:41.0,,,89-96,,D. Nowitzki enters the game for C. Villanueva
4:30.0,Turnover by T. Ariza (lost ball),,89-96,,
4:23.0,,,89-96,,A. Aminu misses 2-pt shot from 2 ft
4:22.0,Defensive rebound by T. Jones,,89-96,,
4:14.0,J. Terry misses 3-pt shot from 22 ft,,89-96,,
4:12.0,,,89-96,,Defensive rebound by D. Harris
3:53.0,,,89-96,,D. Nowitzki misses 2-pt shot from 3 ft (block by T. Jones)
3:51.0,Defensive rebound by T. Jones,,89-96,,
3:41.0,T. Ariza misses 3-pt shot from 24 ft,,89-96,,
3:40.0,,,89-96,,Defensive rebound by A. Aminu
3:17.0,,,89-96,,D. Nowitzki misses 2-pt shot from 15 ft
3:16.0,,,89-96,,Offensive rebound by A. Aminu
3:16.0,,,89-98,2,A. Aminu makes 2-pt shot at rim
3:14.0,Houston full timeout,,89-98,,
3:14.0,,,89-98,,R. Rondo enters the game for D. Harris
2:52.0,C. Brewer misses 3-pt shot from 24 ft,,89-98,,
2:51.0,Offensive rebound by J. Terry,,89-98,,
2:42.0,J. Terry makes 3-pt shot from 24 ft (assist by T. Jones),3,92-98,,
2:26.0,,,92-98,,A. Aminu misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by J. Harden,,92-98,,
2:21.0,,,92-98,,Personal foul by M. Ellis (drawn by J. Harden)
2:21.0,,,92-98,,D. Harris enters the game for D. Nowitzki
2:15.0,,,92-98,,Shooting block foul by D. Harris (drawn by T. Jones)
2:15.0,T. Jones misses free throw 1 of 2,,92-98,,
2:15.0,Offensive rebound by Team,,92-98,,
2:15.0,,,92-98,,D. Nowitzki enters the game for D. Harris
2:15.0,,,92-98,,Violation by D. Nowitzki (lane)
2:15.0,T. Jones makes free throw 2 of 2,1,93-98,,
1:54.0,,,93-100,2,M. Ellis makes 2-pt shot from 7 ft
1:43.0,T. Ariza misses 3-pt shot from 24 ft,,93-100,,
1:42.0,,,93-100,,Defensive rebound by D. Nowitzki
1:25.0,,,93-102,2,T. Chandler makes 2-pt shot at rim (assist by R. Rondo)
1:25.0,Houston full timeout,,93-102,,
1:25.0,,,93-102,,D. Harris enters the game for D. Nowitzki
1:13.0,J. Harden misses 2-pt shot from 18 ft,,93-102,,
1:12.0,,,93-102,,Defensive rebound by T. Chandler
1:08.0,,,93-102,,Shooting foul by J. Harden (drawn by A. Aminu)
1:08.0,,,93-103,1,A. Aminu makes free throw 1 of 2
1:08.0,K. Papanikolaou enters the game for J. Harden,,93-103,,
1:08.0,,,93-104,1,A. Aminu makes free throw 2 of 2
1:05.0,C. Brewer makes 2-pt shot from 2 ft,2,95-104,,
1:03.0,Personal foul by J. Terry (drawn by M. Ellis),,95-104,,
1:03.0,,,95-105,1,M. Ellis makes free throw 1 of 2
1:03.0,,,95-106,1,M. Ellis makes free throw 2 of 2
0:58.0,T. Jones misses 2-pt shot from 2 ft,,95-106,,
0:57.0,,,95-106,,Defensive rebound by T. Chandler
0:51.0,,,95-108,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
0:47.0,Shooting foul by M. Ellis (drawn by C. Brewer),,95-108,,
0:47.0,C. Brewer makes free throw 1 of 2,1,96-108,,
0:47.0,,,96-108,,R. Jefferson enters the game for T. Chandler
0:47.0,C. Brewer misses free throw 2 of 2,,96-108,,
0:47.0,,,96-108,,Defensive rebound by A. Aminu
0:46.0,Personal take foul by T. Ariza (drawn by A. Aminu),,96-108,,
0:46.0,,,96-109,1,A. Aminu makes free throw 1 of 2
0:46.0,,,96-109,,J. Barea enters the game for M. Ellis
0:46.0,,,96-110,1,A. Aminu makes free throw 2 of 2
0:42.0,C. Brewer makes 2-pt shot from 2 ft,2,98-110,,
0:42.0,Shooting foul by J. Barea (drawn by C. Brewer),,98-110,,
0:42.0,C. Brewer misses free throw 1 of 1,,98-110,,
0:40.0,Offensive rebound by T. Jones,,98-110,,
0:39.0,T. Jones makes 2-pt shot at rim,2,100-110,,
0:34.0,Personal take foul by T. Ariza (drawn by R. Rondo),,100-110,,
0:34.0,,,100-110,,R. Rondo misses free throw 1 of 2
0:34.0,,,100-110,,Offensive rebound by Team
0:34.0,,,100-110,,R. Rondo misses free throw 2 of 2
0:33.0,,,100-110,,Offensive rebound by A. Aminu
0:14.0,Personal take foul by J. Terry (drawn by R. Rondo),,100-110,,
0:14.0,,,100-111,1,R. Rondo makes free throw 1 of 2
0:14.0,,,100-111,,R. Rondo misses free throw 2 of 2
0:13.0,Defensive rebound by T. Jones,,100-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
