time,Atlanta,pts.away,score,pts.home,Washington
4:30.0,M. Scott makes free throw 1 of 2,1,90-78,,
4:30.0,M. Scott misses free throw 2 of 2,,90-78,,
4:29.0,,,90-78,,Defensive rebound by M. Gortat
4:16.0,,,90-78,,Turnover by B. Beal (bad pass; steal by P. Millsap)
4:03.0,,,90-78,,Personal foul by R. Butler (drawn by J. Teague)
4:03.0,J. Teague makes free throw 1 of 2,1,91-78,,
4:03.0,J. Teague makes free throw 2 of 2,1,92-78,,
3:55.0,,,92-78,,B. Beal misses 2-pt shot from 2 ft
3:54.0,,,92-78,,Offensive rebound by B. Beal
3:53.0,,,92-80,2,B. Beal makes 2-pt shot at rim
3:53.0,,,92-80,,Shooting foul by D. Carroll (drawn by B. Beal)
3:53.0,,,92-81,1,B. Beal makes free throw 1 of 1
3:34.0,P. Millsap misses 2-pt shot from 13 ft,,92-81,,
3:34.0,,,92-81,,Defensive rebound by Team
3:34.0,Personal foul by D. Carroll (drawn by R. Butler),,92-81,,
3:34.0,T. Sefolosha enters the game for S. Mack,,92-81,,
3:26.0,,,92-83,2,J. Wall makes 2-pt shot from 3 ft (assist by P. Pierce)
3:02.0,J. Teague makes 2-pt shot from 14 ft,2,94-83,,
2:47.0,,,94-83,,Turnover by J. Wall (lost ball; steal by D. Carroll)
2:38.0,T. Sefolosha misses 3-pt shot from 23 ft,,94-83,,
2:37.0,Offensive rebound by M. Scott,,94-83,,
2:33.0,Atlanta full timeout,,94-83,,
2:33.0,,,94-83,,D. Gooden enters the game for M. Gortat
2:33.0,S. Mack enters the game for T. Sefolosha,,94-83,,
2:25.0,P. Millsap makes 2-pt shot from 1 ft (assist by S. Mack),2,96-83,,
2:18.0,Personal foul by S. Mack (drawn by J. Wall),,96-83,,
2:18.0,,,96-84,1,J. Wall makes free throw 1 of 2
2:18.0,,,96-85,1,J. Wall makes free throw 2 of 2
1:54.0,M. Scott misses 2-pt shot from 3 ft,,96-85,,
1:52.0,,,96-85,,Defensive rebound by B. Beal
1:50.0,,,96-85,,R. Butler misses 2-pt shot from 10 ft
1:48.0,,,96-85,,Offensive rebound by B. Beal
1:48.0,,,96-85,,Shooting foul by P. Millsap (drawn by B. Beal)
1:48.0,,,96-86,1,B. Beal makes free throw 1 of 2
1:48.0,,,96-86,,B. Beal misses free throw 2 of 2
1:48.0,Defensive rebound by D. Carroll,,96-86,,
1:33.0,Shooting foul by D. Gooden (drawn by J. Teague),,96-86,,
1:33.0,J. Teague makes free throw 1 of 2,1,97-86,,
1:33.0,J. Teague makes free throw 2 of 2,1,98-86,,
1:33.0,,,98-86,,Washington full timeout
1:26.0,,,98-88,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
1:25.0,Atlanta full timeout,,98-88,,
1:25.0,,,98-88,,G. Temple enters the game for D. Gooden
1:04.0,J. Teague misses 2-pt shot from 4 ft (block by R. Butler),,98-88,,
1:01.0,,,98-88,,Defensive rebound by P. Pierce
1:00.0,,,98-88,,P. Pierce misses 2-pt shot from 16 ft (block by J. Teague)
1:00.0,,,98-88,,Offensive rebound by G. Temple
0:56.0,,,98-91,3,R. Butler makes 3-pt shot from 28 ft (assist by G. Temple)
0:35.0,P. Millsap makes 2-pt shot from 10 ft (assist by S. Mack),2,100-91,,
0:35.0,,,100-91,,Washington full timeout
0:35.0,,,100-91,,D. Gooden enters the game for G. Temple
0:31.0,,,100-94,3,R. Butler makes 3-pt shot from 25 ft (assist by J. Wall)
0:31.0,,,100-94,,Personal foul by B. Beal (drawn by D. Carroll)
0:31.0,D. Carroll makes free throw 1 of 2,1,101-94,,
0:31.0,D. Carroll makes free throw 2 of 2,1,102-94,,
0:20.0,,,102-97,3,P. Pierce makes 3-pt shot from 26 ft (assist by J. Wall)
0:16.0,,,102-97,,Personal foul by P. Pierce (drawn by J. Teague)
0:16.0,J. Teague makes free throw 1 of 2,1,103-97,,
0:16.0,T. Sefolosha enters the game for S. Mack,,103-97,,
0:16.0,J. Teague makes free throw 2 of 2,1,104-97,,
0:10.0,,,104-100,3,D. Gooden makes 3-pt shot from 25 ft (assist by J. Wall)
0:08.0,J. Teague misses free throw 1 of 2,,104-100,,
0:08.0,Offensive rebound by Team,,104-100,,
0:08.0,,,104-100,,Personal foul by J. Wall (drawn by J. Teague)
0:08.0,J. Teague makes free throw 2 of 2,1,105-100,,
0:08.0,,,105-100,,Washington full timeout
0:03.0,,,105-102,2,P. Pierce makes 2-pt shot from 1 ft
0:03.0,Atlanta full timeout,,105-102,,
0:03.0,,,105-102,,G. Temple enters the game for D. Gooden
0:03.0,K. Korver enters the game for T. Sefolosha,,105-102,,
0:03.0,S. Mack enters the game for D. Carroll,,105-102,,
0:03.0,P. Antic enters the game for M. Scott,,105-102,,
0:02.0,,,105-102,,Personal foul by R. Butler (drawn by S. Mack)
0:02.0,S. Mack misses free throw 1 of 2,,105-102,,
0:02.0,Offensive rebound by Team,,105-102,,
0:02.0,,,105-102,,D. Gooden enters the game for G. Temple
0:02.0,D. Carroll enters the game for K. Korver,,105-102,,
0:02.0,T. Sefolosha enters the game for P. Antic,,105-102,,
0:02.0,S. Mack makes free throw 2 of 2,1,106-102,,
0:00.0,,,106-102,,Turnover by P. Pierce (bad pass; steal by D. Carroll)
0:00.0,End of 4th quarter,,,,End of 4th quarter
