time,Brooklyn,pts.away,score,pts.home,Miami
6:54.0,T. Young enters the game for C. Jefferson,,78-88,,
6:46.0,,,78-88,,Shooting foul by M. Brown (drawn by D. Wade)
6:46.0,,,78-88,,D. Wade misses free throw 1 of 2
6:46.0,,,78-88,,Offensive rebound by Team
6:46.0,J. Johnson enters the game for B. Bogdanovic,,78-88,,
6:46.0,,,78-88,,D. Wade misses free throw 2 of 2
6:45.0,,,78-88,,Offensive rebound by D. Wade
6:42.0,,,78-88,,D. Wade misses 2-pt shot from 8 ft
6:41.0,,,78-88,,Offensive rebound by C. Andersen
6:40.0,Personal foul by T. Young (drawn by C. Andersen),,78-88,,
6:29.0,,,78-91,3,H. Walker makes 3-pt shot from 24 ft (assist by D. Wade)
6:06.0,T. Young makes 2-pt shot from 6 ft,2,80-91,,
5:43.0,Official timeout,,80-91,,
5:43.0,D. Williams enters the game for M. Brown,,80-91,,
5:39.0,,,80-93,2,D. Wade makes 2-pt shot from 14 ft (assist by H. Walker)
5:11.0,T. Young makes 2-pt shot from 2 ft (assist by D. Williams),2,82-93,,
4:48.0,,,82-93,,D. Wade misses 2-pt shot from 19 ft
4:47.0,Defensive rebound by D. Williams,,82-93,,
4:38.0,Shooting foul by H. Walker (drawn by T. Young),,82-93,,
4:38.0,T. Young makes free throw 1 of 2,1,83-93,,
4:38.0,,,83-93,,L. Deng enters the game for H. Walker
4:38.0,B. Lopez enters the game for M. Plumlee,,83-93,,
4:38.0,T. Young misses free throw 2 of 2,,83-93,,
4:36.0,,,83-93,,Defensive rebound by C. Andersen
4:19.0,,,83-93,,Turnover by C. Andersen (lost ball; steal by T. Young)
4:01.0,B. Lopez makes 2-pt shot from 3 ft (assist by J. Jack),2,85-93,,
3:38.0,,,85-93,,D. Wade misses 2-pt shot from 16 ft
3:37.0,Defensive rebound by T. Young,,85-93,,
3:16.0,D. Williams misses 2-pt shot from 9 ft,,85-93,,
3:15.0,,,85-93,,Defensive rebound by C. Andersen
2:58.0,,,85-95,2,D. Wade makes 2-pt shot from 12 ft (assist by C. Andersen)
2:45.0,,,85-95,,Personal foul by G. Dragic (drawn by J. Jack)
2:45.0,Brooklyn full timeout,,85-95,,
2:45.0,J. Jack makes free throw 1 of 2,1,86-95,,
2:45.0,J. Jack makes free throw 2 of 2,1,87-95,,
2:25.0,,,87-95,,G. Dragic misses 2-pt shot from 2 ft
2:24.0,,,87-95,,Offensive rebound by C. Andersen
2:23.0,,,87-97,2,C. Andersen makes 2-pt shot at rim
2:05.0,J. Jack makes 2-pt shot from 19 ft,2,89-97,,
1:41.0,,,89-97,,Shooting foul by D. Williams (drawn by M. Chalmers)
1:41.0,,,89-97,,M. Chalmers misses free throw 1 of 2
1:41.0,,,89-97,,Offensive rebound by Team
1:41.0,,,89-98,1,M. Chalmers makes free throw 2 of 2
1:26.0,J. Jack makes 2-pt shot from 12 ft,2,91-98,,
1:06.0,,,91-98,,D. Wade misses 2-pt shot from 12 ft
1:05.0,Defensive rebound by B. Lopez,,91-98,,
1:00.0,J. Jack makes 2-pt shot from 1 ft,2,93-98,,
0:42.0,,,93-101,3,M. Chalmers makes 3-pt shot from 23 ft (assist by D. Wade)
0:42.0,Brooklyn full timeout,,93-101,,
0:37.0,J. Jack makes 3-pt shot from 24 ft (assist by B. Lopez),3,96-101,,
0:37.0,Personal foul by J. Johnson (drawn by D. Wade),,96-101,,
0:37.0,,,96-102,1,D. Wade makes free throw 1 of 2
0:37.0,,,96-103,1,D. Wade makes free throw 2 of 2
0:37.0,Brooklyn full timeout,,96-103,,
0:30.0,Turnover by J. Johnson (bad pass; steal by G. Dragic),,96-103,,
0:28.0,Personal foul by J. Jack (drawn by G. Dragic),,96-103,,
0:28.0,,,96-103,,G. Dragic misses free throw 1 of 2
0:28.0,,,96-103,,Offensive rebound by Team
0:28.0,,,96-103,,G. Dragic misses free throw 2 of 2
0:26.0,Defensive rebound by B. Lopez,,96-103,,
0:22.0,,,96-103,,Shooting block foul by L. Deng (drawn by J. Jack)
0:22.0,J. Jack makes free throw 1 of 2,1,97-103,,
0:22.0,J. Jack makes free throw 2 of 2,1,98-103,,
0:20.0,Personal foul by D. Williams (drawn by D. Wade),,98-103,,
0:20.0,,,98-104,1,D. Wade makes free throw 1 of 2
0:20.0,,,98-104,,D. Wade misses free throw 2 of 2
0:20.0,Defensive rebound by Team,,98-104,,
0:12.0,B. Lopez misses 3-pt shot from 23 ft,,98-104,,
0:11.0,,,98-104,,Defensive rebound by C. Andersen
0:00.0,End of 4th quarter,,,,End of 4th quarter
