time,Boston,pts.away,score,pts.home,Cleveland
3:49.0,,,96-108,2,L. James makes 2-pt shot from 1 ft
3:39.0,I. Thomas makes 2-pt shot from 23 ft,2,98-108,,
3:21.0,,,98-111,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
3:08.0,J. Crowder misses 3-pt shot from 25 ft,,98-111,,
3:07.0,,,98-111,,Defensive rebound by L. James
2:46.0,,,98-111,,L. James misses 2-pt shot from 19 ft
2:44.0,Defensive rebound by J. Sullinger,,98-111,,
2:38.0,E. Turner misses 2-pt shot from 5 ft,,98-111,,
2:36.0,Offensive rebound by J. Crowder,,98-111,,
2:36.0,J. Crowder misses 2-pt shot from 1 ft,,98-111,,
2:34.0,,,98-111,,Defensive rebound by T. Mozgov
2:34.0,Personal foul by J. Crowder (drawn by K. Irving),,98-111,,
2:34.0,,,98-111,,Cleveland full timeout
2:34.0,,,98-111,,K. Irving misses free throw 1 of 2
2:34.0,,,98-111,,Offensive rebound by Team
2:34.0,K. Olynyk enters the game for J. Crowder,,98-111,,
2:34.0,,,98-111,,K. Irving misses free throw 2 of 2
2:34.0,Defensive rebound by J. Crowder,,98-111,,
2:14.0,K. Olynyk misses 2-pt shot from 6 ft (block by T. Mozgov),,98-111,,
2:14.0,Offensive rebound by Team,,98-111,,
2:14.0,Boston full timeout,,98-111,,
2:09.0,A. Bradley misses 3-pt shot from 25 ft,,98-111,,
2:08.0,,,98-111,,Defensive rebound by L. James
1:45.0,,,98-111,,L. James misses 2-pt shot from 19 ft
1:44.0,,,98-111,,Offensive rebound by I. Shumpert
1:21.0,,,98-111,,K. Irving misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by I. Thomas,,98-111,,
1:09.0,A. Bradley misses 3-pt shot from 23 ft,,98-111,,
1:08.0,,,98-111,,Defensive rebound by T. Mozgov
0:46.0,,,98-111,,L. James misses 2-pt shot from 15 ft
0:43.0,Defensive rebound by J. Sullinger,,98-111,,
0:39.0,Shooting foul by T. Mozgov (drawn by E. Turner),,98-111,,
0:39.0,E. Turner makes free throw 1 of 2,1,99-111,,
0:39.0,L. Datome enters the game for A. Bradley,,99-111,,
0:39.0,P. Pressey enters the game for I. Thomas,,99-111,,
0:39.0,,,99-111,,J. Jones enters the game for L. James
0:39.0,,,99-111,,M. Dellavedova enters the game for K. Love
0:39.0,,,99-111,,T. Thompson enters the game for K. Irving
0:39.0,E. Turner makes free throw 2 of 2,1,100-111,,
0:20.0,Personal foul by P. Pressey (drawn by I. Shumpert),,100-111,,
0:20.0,,,100-112,1,I. Shumpert makes free throw 1 of 2
0:20.0,,,100-112,,S. Marion enters the game for T. Mozgov
0:20.0,,,100-113,1,I. Shumpert makes free throw 2 of 2
0:14.0,P. Pressey misses 3-pt shot from 26 ft,,100-113,,
0:11.0,Offensive rebound by P. Pressey,,100-113,,
0:06.0,P. Pressey misses 2-pt shot from 2 ft,,100-113,,
0:04.0,,,100-113,,Defensive rebound by T. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
