time,Memphis,pts.away,score,pts.home,LA Lakers
2:22.0,Memphis full timeout,,102-100,,
2:10.0,M. Conley misses 3-pt shot from 22 ft,,102-100,,
2:08.0,,,102-100,,Defensive rebound by K. Bryant
1:47.0,,,102-100,,K. Bryant misses 2-pt shot from 12 ft
1:46.0,Defensive rebound by M. Conley,,102-100,,
1:22.0,M. Gasol misses 2-pt shot from 4 ft,,102-100,,
1:22.0,Offensive rebound by T. Prince,,102-100,,
1:22.0,Q. Pondexter makes 2-pt shot at rim,2,104-100,,
1:04.0,,,104-102,2,E. Davis makes 2-pt shot from 1 ft
0:42.0,T. Prince makes 2-pt shot from 5 ft (assist by M. Gasol),2,106-102,,
0:32.0,Personal foul by Q. Pondexter (drawn by K. Bryant),,106-102,,
0:32.0,T. Allen enters the game for C. Lee,,106-102,,
0:24.0,,,106-105,3,K. Bryant makes 3-pt shot from 25 ft
0:13.0,,,106-105,,Personal take foul by K. Bryant (drawn by M. Conley)
0:13.0,M. Conley makes free throw 1 of 2,1,107-105,,
0:13.0,M. Conley misses free throw 2 of 2,,107-105,,
0:12.0,,,107-105,,Defensive rebound by K. Bryant
0:12.0,,,107-105,,LA Lakers full timeout
0:03.0,,,107-105,,Shooting foul by T. Prince (drawn by E. Davis)
0:03.0,K. Koufos enters the game for Q. Pondexter,,107-105,,
0:03.0,,,107-106,1,E. Davis makes free throw 1 of 2
0:03.0,,,107-106,,E. Davis misses free throw 2 of 2
0:02.0,Defensive rebound by T. Allen,,107-106,,
0:02.0,Memphis full timeout,,107-106,,
0:02.0,,,107-106,,R. Sacre enters the game for E. Davis
0:02.0,C. Lee enters the game for T. Allen,,107-106,,
0:02.0,V. Carter enters the game for K. Koufos,,107-106,,
0:01.0,,,107-106,,Personal take foul by N. Young (drawn by C. Lee)
0:01.0,C. Lee makes free throw 1 of 2,1,108-106,,
0:01.0,T. Allen enters the game for V. Carter,,108-106,,
0:01.0,C. Lee makes free throw 2 of 2,1,109-106,,
0:01.0,,,109-106,,LA Lakers full timeout
0:01.0,,,109-106,,E. Davis enters the game for R. Sacre
0:01.0,Q. Pondexter enters the game for C. Lee,,109-106,,
0:00.0,,,109-106,,K. Bryant misses 3-pt shot from 25 ft
0:00.0,,,109-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
