time,Sacramento,pts.away,score,pts.home,Denver
4:05.0,J. Thompson misses 2-pt shot from 7 ft,,98-113,,
4:04.0,,,98-113,,Defensive rebound by J. Lauvergne
4:02.0,,,98-115,2,W. Barton makes 2-pt shot from 1 ft
4:02.0,,,98-115,,Shooting foul by B. McLemore (drawn by W. Barton)
4:02.0,R. Hollins enters the game for D. Williams,,98-115,,
4:02.0,,,98-116,1,W. Barton makes free throw 1 of 1
3:53.0,D. Stockton misses 2-pt shot from 8 ft,,98-116,,
3:51.0,,,98-116,,Defensive rebound by J. Lauvergne
3:47.0,,,98-116,,Turnover by G. Harris (step out of bounds)
3:38.0,Shooting foul by J. Lauvergne (drawn by B. McLemore),,98-116,,
3:38.0,B. McLemore makes free throw 1 of 2,1,99-116,,
3:38.0,,,99-116,,I. Clark enters the game for E. Green
3:38.0,B. McLemore makes free throw 2 of 2,1,100-116,,
3:21.0,,,100-118,2,J. Lauvergne makes 2-pt shot from 1 ft
3:13.0,Shooting foul by J. Lauvergne (drawn by J. Thompson),,100-118,,
3:13.0,J. Thompson makes free throw 1 of 2,1,101-118,,
3:13.0,,,101-118,,J. Franklin enters the game for G. Harris
3:13.0,J. Thompson misses free throw 2 of 2,,101-118,,
3:10.0,,,101-118,,Defensive rebound by J. Nurkic
3:02.0,,,101-118,,W. Barton misses 2-pt shot from 6 ft
3:01.0,Defensive rebound by Team,,101-118,,
3:01.0,,,101-118,,Personal foul by J. Nurkic (drawn by B. McLemore)
3:01.0,B. McLemore makes free throw 1 of 2,1,102-118,,
3:01.0,B. McLemore makes free throw 2 of 2,1,103-118,,
2:47.0,,,103-118,,I. Clark misses 3-pt shot from 23 ft
2:45.0,Defensive rebound by J. Thompson,,103-118,,
2:39.0,,,103-118,,Personal block foul by I. Clark (drawn by D. Stockton)
2:39.0,,,103-118,,Denver full timeout
2:39.0,D. Stockton makes free throw 1 of 2,1,104-118,,
2:39.0,D. Stockton misses free throw 2 of 2,,104-118,,
2:35.0,,,104-118,,Defensive rebound by J. Franklin
2:28.0,,,104-118,,Turnover by I. Clark (lost ball)
2:17.0,,,104-118,,Personal foul by J. Nurkic (drawn by R. Hollins)
2:17.0,R. Hollins misses free throw 1 of 2,,104-118,,
2:17.0,Offensive rebound by Team,,104-118,,
2:17.0,R. Hollins makes free throw 2 of 2,1,105-118,,
2:06.0,,,105-120,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by W. Barton)
1:49.0,R. Hollins makes 2-pt shot from 17 ft,2,107-120,,
1:37.0,,,107-122,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by J. Franklin)
1:22.0,Shooting foul by J. Franklin (drawn by D. Stockton),,107-122,,
1:22.0,D. Stockton misses free throw 1 of 2,,107-122,,
1:22.0,Offensive rebound by Team,,107-122,,
1:22.0,D. Stockton makes free throw 2 of 2,1,108-122,,
1:07.0,,,108-122,,J. Lauvergne misses 2-pt shot from 4 ft
1:06.0,Defensive rebound by N. Stauskas,,108-122,,
1:00.0,B. McLemore makes 2-pt shot at rim (assist by D. Stockton),2,110-122,,
0:48.0,,,110-122,,J. Nurkic misses 3-pt shot from 22 ft
0:46.0,,,110-122,,Offensive rebound by J. Lauvergne
0:42.0,,,110-122,,W. Barton misses 3-pt shot from 26 ft
0:40.0,,,110-122,,Offensive rebound by J. Nurkic
0:27.0,,,110-122,,J. Nurkic misses 2-pt shot from 4 ft
0:26.0,Defensive rebound by R. Hollins,,110-122,,
0:18.0,Shooting foul by J. Lauvergne (drawn by R. Hollins),,110-122,,
0:18.0,R. Hollins makes free throw 1 of 2,1,111-122,,
0:18.0,R. Hollins misses free throw 2 of 2,,111-122,,
0:17.0,,,111-122,,Defensive rebound by J. Nurkic
0:00.0,End of 4th quarter,,,,End of 4th quarter
