time,Toronto,pts.away,score,pts.home,Indiana
3:40.0,,,97-86,1,R. Hibbert makes free throw 1 of 2
3:40.0,,,97-86,,R. Hibbert misses free throw 2 of 2
3:39.0,Defensive rebound by P. Patterson,,97-86,,
3:28.0,D. DeRozan misses 2-pt shot from 18 ft,,97-86,,
3:27.0,,,97-86,,Defensive rebound by R. Hibbert
3:16.0,,,97-86,,Turnover by D. West (bad pass; steal by D. DeRozan)
2:59.0,,,97-86,,Personal foul by R. Stuckey (drawn by J. Valanciunas)
2:57.0,Turnover by J. Valanciunas (offensive foul),,97-86,,
2:57.0,Offensive foul by J. Valanciunas,,97-86,,
2:37.0,,,97-86,,S. Hill misses 2-pt shot from 6 ft
2:36.0,Defensive rebound by J. Valanciunas,,97-86,,
2:25.0,Shooting foul by R. Hibbert (drawn by D. DeRozan),,97-86,,
2:25.0,D. DeRozan makes free throw 1 of 2,1,98-86,,
2:25.0,D. DeRozan makes free throw 2 of 2,1,99-86,,
2:04.0,,,99-86,,G. Hill misses 2-pt shot from 2 ft
2:03.0,Defensive rebound by K. Lowry,,99-86,,
1:39.0,K. Lowry misses 2-pt shot from 16 ft,,99-86,,
1:39.0,Offensive rebound by Team,,99-86,,
1:39.0,Turnover by Team (shot clock),,99-86,,
1:30.0,,,99-88,2,G. Hill makes 2-pt shot from 18 ft
1:19.0,Offensive foul by D. DeRozan,,99-88,,
1:19.0,Turnover by D. DeRozan (offensive foul),,99-88,,
1:11.0,,,99-88,,G. Hill misses 3-pt shot from 27 ft
1:10.0,Defensive rebound by J. Valanciunas,,99-88,,
0:51.0,Shooting foul by R. Stuckey (drawn by D. DeRozan),,99-88,,
0:51.0,D. DeRozan makes free throw 1 of 2,1,100-88,,
0:51.0,D. DeRozan misses free throw 2 of 2,,100-88,,
0:51.0,Offensive rebound by D. DeRozan,,100-88,,
0:49.0,,,100-88,,Personal foul by G. Hill (drawn by D. DeRozan)
0:49.0,D. DeRozan makes free throw 1 of 2,1,101-88,,
0:49.0,D. DeRozan makes free throw 2 of 2,1,102-88,,
0:49.0,,,102-88,,Indiana full timeout
0:49.0,,,102-88,,C. Copeland enters the game for S. Hill
0:49.0,,,102-88,,C. Watson enters the game for R. Hibbert
0:49.0,,,102-88,,D. Rudez enters the game for R. Stuckey
0:49.0,G. Vasquez enters the game for J. Valanciunas,,102-88,,
0:49.0,T. Ross enters the game for K. Lowry,,102-88,,
0:49.0,G. Stiemsma enters the game for P. Patterson,,102-88,,
0:49.0,T. Hansbrough enters the game for L. Williams,,102-88,,
0:44.0,Violation by T. Ross (kicked ball),,102-88,,
0:42.0,,,102-91,3,G. Hill makes 3-pt shot from 25 ft (assist by D. Rudez)
0:39.0,,,102-91,,Personal foul by C. Watson (drawn by G. Vasquez)
0:39.0,G. Vasquez makes free throw 1 of 2,1,103-91,,
0:39.0,G. Vasquez makes free throw 2 of 2,1,104-91,,
0:31.0,,,104-91,,G. Hill misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by D. DeRozan,,104-91,,
0:06.0,Turnover by Team (shot clock),,104-91,,
0:01.0,,,104-91,,D. Rudez misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by T. Ross,,104-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
