time,San Antonio,pts.away,score,pts.home,Sacramento
1:48.0,,,88-88,1,R. Gay makes free throw 1 of 2
1:48.0,,,88-89,1,R. Gay makes free throw 2 of 2
1:25.0,T. Parker misses 2-pt shot from 20 ft,,88-89,,
1:23.0,,,88-89,,Defensive rebound by R. Gay
1:05.0,,,88-89,,R. Gay misses 2-pt shot from 2 ft (block by K. Leonard)
1:05.0,,,88-89,,Offensive rebound by Team
0:45.0,,,88-89,,O. Casspi misses 3-pt shot from 24 ft
0:45.0,,,88-89,,Offensive rebound by Team
0:45.0,Jump ball: D. Cousins vs. T. Duncan (R. Gay gains possession),,,,Jump ball: D. Cousins vs. T. Duncan (R. Gay gains possession)
0:28.0,,,88-91,2,D. Collison makes 2-pt shot from 1 ft
0:28.0,San Antonio full timeout,,88-91,,
0:28.0,D. Green enters the game for B. Diaw,,88-91,,
0:24.0,T. Duncan misses 2-pt shot from 6 ft,,88-91,,
0:21.0,,,88-91,,Defensive rebound by D. Cousins
0:21.0,Personal foul by T. Duncan (drawn by D. Cousins),,88-91,,
0:21.0,,,88-92,1,D. Cousins makes free throw 1 of 2
0:21.0,,,88-93,1,D. Cousins makes free throw 2 of 2
0:21.0,San Antonio full timeout,,88-93,,
0:08.0,M. Ginobili makes 2-pt shot from 2 ft,2,90-93,,
0:08.0,Shooting foul by D. Cousins (drawn by M. Ginobili),,90-93,,
0:08.0,M. Ginobili makes free throw 1 of 1,1,91-93,,
0:08.0,,,91-93,,Sacramento full timeout
0:08.0,B. Diaw enters the game for T. Duncan,,91-93,,
0:07.0,Personal take foul by K. Leonard (drawn by D. Collison),,91-93,,
0:07.0,,,91-94,1,D. Collison makes free throw 1 of 2
0:07.0,T. Duncan enters the game for D. Green,,91-94,,
0:07.0,,,91-94,,D. Collison misses free throw 2 of 2
0:06.0,Defensive rebound by B. Diaw,,91-94,,
0:06.0,San Antonio full timeout,,91-94,,
0:03.0,M. Ginobili misses 3-pt shot from 26 ft,,91-94,,
0:01.0,Offensive rebound by B. Diaw,,91-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
