time,Miami,pts.away,score,pts.home,Charlotte
3:15.0,,,74-72,,Offensive rebound by G. Henderson
2:54.0,,,74-72,,K. Walker misses 3-pt shot from 28 ft
2:53.0,Defensive rebound by J. Ennis,,74-72,,
2:33.0,D. Wade misses 2-pt shot from 18 ft,,74-72,,
2:31.0,,,74-72,,Defensive rebound by M. Kidd-Gilchrist
2:05.0,,,74-72,,G. Henderson misses 3-pt shot from 23 ft
2:04.0,Defensive rebound by D. Wade,,74-72,,
1:43.0,D. Wade misses 2-pt shot from 7 ft,,74-72,,
1:42.0,,,74-72,,Defensive rebound by M. Kidd-Gilchrist
1:40.0,,,74-72,,Shooting foul by M. Chalmers (drawn by M. Kidd-Gilchrist)
1:40.0,,,74-72,,M. Kidd-Gilchrist misses free throw 1 of 2
1:40.0,,,74-72,,Offensive rebound by Team
1:40.0,,,74-72,,M. Kidd-Gilchrist misses free throw 2 of 2
1:38.0,Defensive rebound by J. Ennis,,74-72,,
1:20.0,M. Chalmers misses 3-pt shot from 23 ft,,74-72,,
1:19.0,,,74-72,,Defensive rebound by M. Williams
1:14.0,Personal foul by M. Chalmers (drawn by K. Walker),,74-72,,
1:14.0,,,74-73,1,K. Walker makes free throw 1 of 2
1:14.0,,,74-74,1,K. Walker makes free throw 2 of 2
1:14.0,Miami full timeout,,74-74,,
0:59.0,C. Bosh misses 3-pt shot from 25 ft,,74-74,,
0:57.0,,,74-74,,Defensive rebound by Team
0:57.0,Loose ball foul by D. Wade (drawn by M. Williams),,74-74,,
0:57.0,,,74-75,1,M. Williams makes free throw 1 of 2
0:57.0,,,74-75,,M. Williams misses free throw 2 of 2
0:56.0,Defensive rebound by C. Bosh,,74-75,,
0:46.0,S. Williams misses 3-pt shot from 25 ft,,74-75,,
0:44.0,,,74-75,,Defensive rebound by C. Zeller
0:23.0,,,74-75,,Shooting foul by D. Wade (drawn by K. Walker)
0:23.0,,,74-76,1,K. Walker makes free throw 1 of 2
0:23.0,U. Haslem enters the game for S. Williams,,74-76,,
0:23.0,,,74-77,1,K. Walker makes free throw 2 of 2
0:23.0,Miami full timeout,,74-77,,
0:23.0,S. Williams enters the game for U. Haslem,,74-77,,
0:15.0,C. Bosh makes 2-pt shot at rim,2,76-77,,
0:15.0,,,76-77,,Charlotte full timeout
0:15.0,U. Haslem enters the game for M. Chalmers,,76-77,,
0:15.0,N. Cole enters the game for S. Williams,,76-77,,
0:15.0,,,76-77,,G. Neal enters the game for M. Kidd-Gilchrist
0:12.0,Personal foul by N. Cole (drawn by K. Walker),,76-77,,
0:12.0,,,76-77,,K. Walker misses free throw 1 of 2
0:12.0,,,76-77,,Offensive rebound by Team
0:12.0,M. Chalmers enters the game for N. Cole,,76-77,,
0:12.0,S. Williams enters the game for U. Haslem,,76-77,,
0:12.0,,,76-77,,M. Kidd-Gilchrist enters the game for G. Neal
0:12.0,,,76-78,1,K. Walker makes free throw 2 of 2
0:12.0,Miami full timeout,,76-78,,
0:03.0,C. Bosh misses 3-pt shot from 26 ft,,76-78,,
0:02.0,Offensive rebound by M. Chalmers,,76-78,,
0:01.0,M. Chalmers misses 3-pt shot from 24 ft,,76-78,,
0:00.0,,,76-78,,Defensive rebound by C. Zeller
0:00.0,End of 4th quarter,,,,End of 4th quarter
