time,Detroit,pts.away,score,pts.home,Chicago
0:31.0,,,82-83,,Chicago full timeout
0:31.0,,,82-83,,N. Mirotic enters the game for T. Snell
0:06.0,,,82-83,,T. Gibson misses 2-pt shot from 19 ft
0:06.0,,,82-83,,Offensive rebound by P. Gasol
0:06.0,,,82-85,2,P. Gasol makes 2-pt shot at rim
0:06.0,,,82-85,,Shooting foul by A. Drummond (drawn by P. Gasol)
0:06.0,,,82-85,,E. Moore enters the game for A. Brooks
0:06.0,J. Anthony enters the game for K. Caldwell-Pope,,82-85,,
0:06.0,,,82-86,1,P. Gasol makes free throw 1 of 1
0:06.0,Detroit full timeout,,82-86,,
0:06.0,,,82-86,,J. Noah enters the game for P. Gasol
0:06.0,,,82-86,,T. Snell enters the game for N. Mirotic
0:06.0,J. Meeks enters the game for A. Tolliver,,82-86,,
0:06.0,K. Caldwell-Pope enters the game for J. Anthony,,82-86,,
0:03.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,82-86,,
0:02.0,,,82-86,,Defensive rebound by Team
0:02.0,,,82-86,,A. Brooks enters the game for E. Moore
0:02.0,,,82-86,,N. Mirotic enters the game for T. Snell
0:02.0,Personal take foul by A. Drummond (drawn by N. Mirotic),,82-86,,
0:02.0,J. Anthony enters the game for A. Drummond,,82-86,,
0:02.0,,,82-87,1,N. Mirotic makes free throw 1 of 2
0:02.0,,,82-88,1,N. Mirotic makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
