time,Washington,pts.away,score,pts.home,Miami
0:19.0,,,100-97,,Personal foul by L. Deng (drawn by J. Wall)
0:19.0,J. Wall misses free throw 1 of 2,,100-97,,
0:19.0,Offensive rebound by Team,,100-97,,
0:19.0,,,100-97,,U. Haslem enters the game for D. Wade
0:19.0,J. Wall makes free throw 2 of 2,1,101-97,,
0:19.0,,,101-97,,Miami full timeout
0:19.0,,,101-97,,D. Wade enters the game for N. Cole
0:19.0,,,101-97,,S. Williams enters the game for U. Haslem
0:17.0,,,101-100,3,D. Wade makes 3-pt shot from 24 ft (assist by L. Deng)
0:11.0,,,101-100,,Personal foul by L. Deng (drawn by B. Beal)
0:11.0,B. Beal makes free throw 1 of 2,1,102-100,,
0:11.0,B. Beal makes free throw 2 of 2,1,103-100,,
0:04.0,,,103-100,,Turnover by D. Wade (bad pass; steal by B. Beal)
0:04.0,,,103-100,,Personal foul by D. Wade (drawn by B. Beal)
0:04.0,B. Beal makes free throw 1 of 2,1,104-100,,
0:04.0,G. Temple enters the game for N. Hilario,,104-100,,
0:04.0,B. Beal makes free throw 2 of 2,1,105-100,,
0:00.0,,,105-103,3,D. Wade makes 3-pt shot from 29 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
