time,San Antonio,pts.away,score,pts.home,Oklahoma City
3:54.0,Defensive rebound by J. Ayres,,102-77,,
3:44.0,Shooting foul by S. Novak (drawn by J. Ayres),,102-77,,
3:44.0,J. Ayres misses free throw 1 of 2,,102-77,,
3:44.0,Offensive rebound by Team,,102-77,,
3:44.0,J. Ayres makes free throw 2 of 2,1,103-77,,
3:43.0,,,103-77,,Oklahoma City full timeout
3:31.0,,,103-77,,J. Lamb misses 2-pt shot from 10 ft
3:30.0,Defensive rebound by M. Bonner,,103-77,,
3:07.0,P. Mills makes 3-pt shot from 24 ft (assist by R. Williams),3,106-77,,
2:52.0,,,106-79,2,J. Lamb makes 2-pt shot from 13 ft
2:30.0,J. Ayres makes 2-pt shot from 7 ft,2,108-79,,
2:12.0,,,108-81,2,S. Novak makes 2-pt shot from 23 ft (assist by D. Augustin)
1:52.0,P. Mills misses 3-pt shot from 24 ft,,108-81,,
1:51.0,Offensive rebound by J. Ayres,,108-81,,
1:40.0,P. Mills misses 3-pt shot from 22 ft,,108-81,,
1:39.0,,,108-81,,Defensive rebound by M. McGary
1:30.0,,,108-81,,S. Novak misses 3-pt shot from 23 ft
1:29.0,Defensive rebound by P. Mills,,108-81,,
1:12.0,M. Belinelli misses 2-pt shot from 1 ft,,108-81,,
1:11.0,,,108-81,,Defensive rebound by J. Lamb
1:07.0,,,108-83,2,J. Lamb makes 2-pt shot from 1 ft
0:56.0,M. Belinelli misses 2-pt shot from 18 ft,,108-83,,
0:55.0,Offensive rebound by R. Williams,,108-83,,
0:54.0,R. Williams makes 2-pt shot at rim,2,110-83,,
0:54.0,Shooting foul by S. Novak (drawn by R. Williams),,110-83,,
0:54.0,R. Williams makes free throw 1 of 1,1,111-83,,
0:45.0,,,111-83,,P. Jones misses 3-pt shot from 24 ft
0:44.0,,,111-83,,Offensive rebound by M. McGary
0:37.0,,,111-86,3,P. Jones makes 3-pt shot from 24 ft
0:18.0,P. Mills makes 2-pt shot from 21 ft,2,113-86,,
0:11.0,,,113-88,2,P. Jones makes 2-pt shot from 6 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
