time,Toronto,pts.away,score,pts.home,Washington
2:06.0,,,89-123,,Defensive rebound by K. Humphries
1:58.0,,,89-125,2,K. Humphries makes 2-pt shot from 20 ft (assist by W. Bynum)
1:58.0,Toronto full timeout,,89-125,,
1:58.0,G. Stiemsma enters the game for A. Johnson,,89-125,,
1:54.0,,,89-125,,Personal foul by K. Humphries (drawn by G. Stiemsma)
1:54.0,G. Stiemsma makes free throw 1 of 2,1,90-125,,
1:54.0,G. Stiemsma misses free throw 2 of 2,,90-125,,
1:52.0,,,90-125,,Defensive rebound by K. Seraphin
1:49.0,,,90-125,,Turnover by K. Seraphin (lost ball; steal by J. Valanciunas)
1:39.0,G. Stiemsma makes 2-pt shot from 1 ft (assist by J. Johnson),2,92-125,,
1:20.0,,,92-125,,K. Seraphin misses 2-pt shot from 5 ft
1:19.0,Defensive rebound by J. Johnson,,92-125,,
1:11.0,J. Johnson misses 2-pt shot from 11 ft,,92-125,,
1:10.0,Offensive rebound by J. Valanciunas,,92-125,,
1:01.0,G. Stiemsma makes 2-pt shot from 7 ft (assist by G. Vasquez),2,94-125,,
0:50.0,,,94-125,,W. Bynum misses 2-pt shot from 5 ft
0:49.0,Defensive rebound by J. Johnson,,94-125,,
0:40.0,J. Valanciunas misses 2-pt shot from 6 ft,,94-125,,
0:39.0,,,94-125,,Defensive rebound by R. Butler
0:14.0,,,94-125,,Turnover by Team (shot clock)
0:05.0,Shooting foul by R. Butler (drawn by J. Johnson),,94-125,,
0:05.0,J. Johnson misses free throw 1 of 2,,94-125,,
0:05.0,Offensive rebound by Team,,94-125,,
0:05.0,J. Johnson misses free throw 2 of 2,,94-125,,
0:05.0,,,94-125,,Defensive rebound by K. Humphries
0:00.0,End of 4th quarter,,,,End of 4th quarter
