time,Toronto,pts.away,score,pts.home,Brooklyn
0:58.0,D. DeRozan misses 2-pt shot from 19 ft,,109-110,,
0:57.0,Offensive rebound by P. Patterson,,109-110,,
0:56.0,P. Patterson makes 2-pt shot from 1 ft,2,111-110,,
0:34.0,,,111-112,2,J. Johnson makes 2-pt shot from 17 ft
0:34.0,Toronto full timeout,,111-112,,
0:27.0,D. DeRozan misses 2-pt shot from 19 ft,,111-112,,
0:26.0,,,111-112,,Defensive rebound by Team
0:26.0,T. Ross enters the game for L. Williams,,111-112,,
0:26.0,,,111-112,,A. Anderson enters the game for M. Plumlee
0:22.0,Personal foul by D. DeRozan (drawn by B. Lopez),,111-112,,
0:22.0,,,111-113,1,B. Lopez makes free throw 1 of 2
0:22.0,,,111-113,,B. Lopez misses free throw 2 of 2
0:21.0,Defensive rebound by A. Johnson,,111-113,,
0:21.0,Toronto full timeout,,111-113,,
0:21.0,L. Williams enters the game for T. Ross,,111-113,,
0:21.0,,,111-113,,M. Plumlee enters the game for B. Lopez
0:12.0,A. Johnson makes 2-pt shot at rim (assist by D. DeRozan),2,113-113,,
0:12.0,,,113-113,,Brooklyn full timeout
0:12.0,T. Ross enters the game for L. Williams,,113-113,,
0:12.0,,,113-113,,B. Lopez enters the game for A. Anderson
0:12.0,,,113-113,,Brooklyn full timeout
0:00.0,,,113-113,,B. Lopez misses 2-pt shot from 21 ft
0:00.0,,,113-113,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Johnson vs. M. Plumlee (P. Patterson gains possession),,,,Jump ball: A. Johnson vs. M. Plumlee (P. Patterson gains possession)
4:42.0,L. Williams misses 2-pt shot from 4 ft (block by B. Lopez),,113-113,,
4:41.0,,,113-113,,Defensive rebound by B. Lopez
4:31.0,,,113-113,,J. Jack misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by Team,,113-113,,
4:17.0,L. Williams makes 3-pt shot from 24 ft,3,116-113,,
4:01.0,,,116-115,2,M. Plumlee makes 2-pt shot from 2 ft (assist by J. Jack)
4:01.0,,,116-115,,Shooting foul by D. DeRozan (drawn by M. Plumlee)
4:01.0,,,116-115,,M. Plumlee misses free throw 1 of 1
4:00.0,Defensive rebound by K. Lowry,,116-115,,
3:36.0,K. Lowry misses 2-pt shot from 6 ft,,116-115,,
3:35.0,Offensive rebound by P. Patterson,,116-115,,
3:19.0,D. DeRozan misses 2-pt shot from 16 ft,,116-115,,
3:18.0,,,116-115,,Defensive rebound by M. Plumlee
3:07.0,Personal foul by K. Lowry (drawn by J. Johnson),,116-115,,
2:57.0,,,116-117,2,B. Lopez makes 2-pt shot from 5 ft (assist by J. Jack)
2:30.0,D. DeRozan makes 2-pt shot from 18 ft (assist by P. Patterson),2,118-117,,
2:05.0,,,118-117,,J. Johnson misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by P. Patterson,,118-117,,
1:43.0,K. Lowry misses 2-pt shot from 18 ft,,118-117,,
1:42.0,Offensive rebound by A. Johnson,,118-117,,
1:41.0,A. Johnson makes 2-pt shot from 1 ft,2,120-117,,
1:41.0,,,120-117,,Brooklyn full timeout
1:26.0,,,120-117,,J. Jack misses 2-pt shot from 11 ft
1:25.0,,,120-117,,Offensive rebound by B. Lopez
1:24.0,,,120-119,2,B. Lopez makes 2-pt shot from 2 ft
1:24.0,,,120-119,,Shooting foul by P. Patterson (drawn by B. Lopez)
1:24.0,,,120-120,1,B. Lopez makes free throw 1 of 1
1:12.0,D. DeRozan makes 2-pt shot from 14 ft,2,122-120,,
1:12.0,Shooting foul by M. Plumlee (drawn by D. DeRozan),,122-120,,
1:12.0,T. Ross enters the game for L. Williams,,122-120,,
1:12.0,D. DeRozan misses free throw 1 of 1,,122-120,,
1:11.0,,,122-120,,Defensive rebound by B. Bogdanovic
0:57.0,,,122-122,2,J. Jack makes 2-pt shot from 11 ft
0:57.0,Toronto full timeout,,122-122,,
0:57.0,L. Williams enters the game for T. Ross,,122-122,,
0:57.0,,,122-122,,A. Anderson enters the game for B. Lopez
0:43.0,D. DeRozan misses 2-pt shot at rim (block by M. Plumlee),,122-122,,
0:42.0,Offensive rebound by A. Johnson,,122-122,,
0:42.0,A. Johnson makes 2-pt shot from 1 ft,2,124-122,,
0:42.0,,,124-122,,Brooklyn full timeout
0:42.0,,,124-122,,B. Lopez enters the game for M. Plumlee
0:28.0,,,124-122,,J. Jack misses 2-pt shot from 9 ft
0:27.0,,,124-122,,Offensive rebound by A. Anderson
0:23.0,,,124-122,,B. Bogdanovic misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by D. DeRozan,,124-122,,
0:18.0,,,124-122,,Personal foul by A. Anderson (drawn by D. DeRozan)
0:18.0,D. DeRozan makes free throw 1 of 2,1,125-122,,
0:18.0,D. DeRozan makes free throw 2 of 2,1,126-122,,
0:10.0,,,126-122,,J. Jack misses 3-pt shot from 24 ft
0:09.0,Defensive rebound by L. Williams,,126-122,,
0:07.0,,,126-122,,Personal foul by B. Lopez (drawn by K. Lowry)
0:07.0,K. Lowry misses free throw 1 of 2,,126-122,,
0:07.0,Offensive rebound by Team,,126-122,,
0:07.0,K. Lowry makes free throw 2 of 2,1,127-122,,
0:01.0,,,127-122,,J. Jack misses 3-pt shot from 24 ft
0:00.0,,,127-122,,Offensive rebound by B. Lopez
0:00.0,End of 1st overtime,,,,End of 1st overtime
