time,LA Clippers,pts.away,score,pts.home,Oklahoma City
6:23.0,Defensive rebound by E. Udoh,,84-116,,
6:15.0,Turnover by E. Udoh (lost ball; steal by P. Jones),,84-116,,
6:08.0,,,84-116,,P. Jones misses 2-pt shot from 1 ft
6:06.0,Defensive rebound by H. Turkoglu,,84-116,,
6:00.0,E. Udoh makes 2-pt shot at rim (assist by J. Crawford),2,86-116,,
6:00.0,Shooting foul by M. McGary (drawn by E. Udoh),,86-116,,
6:00.0,,,86-116,,I. Smith enters the game for R. Jackson
6:00.0,E. Udoh misses free throw 1 of 1,,86-116,,
5:59.0,Offensive rebound by Team,,86-116,,
5:59.0,Official timeout,,86-116,,
5:46.0,H. Turkoglu makes 3-pt shot from 24 ft (assist by J. Crawford),3,89-116,,
5:30.0,,,89-116,,Turnover by M. McGary (bad pass)
5:15.0,H. Turkoglu misses 3-pt shot from 24 ft,,89-116,,
5:14.0,,,89-116,,Defensive rebound by P. Jones
5:06.0,,,89-116,,M. McGary misses 2-pt shot from 13 ft
5:05.0,Defensive rebound by E. Udoh,,89-116,,
4:50.0,C. Wilcox makes 2-pt shot from 5 ft,2,91-116,,
4:30.0,,,91-116,,P. Jones misses 3-pt shot from 23 ft
4:29.0,Defensive rebound by J. Crawford,,91-116,,
4:10.0,Turnover by C. Wilcox (bad pass; steal by I. Smith),,91-116,,
4:05.0,,,91-116,,D. Waiters misses 3-pt shot from 25 ft
4:03.0,,,91-116,,Offensive rebound by M. McGary
3:49.0,,,91-118,2,M. McGary makes 2-pt shot from 2 ft (assist by I. Smith)
3:49.0,,,91-118,,Shooting foul by D. Jones (drawn by M. McGary)
3:49.0,,,91-119,1,M. McGary makes free throw 1 of 1
3:41.0,C. Wilcox makes 2-pt shot from 1 ft (assist by J. Crawford),2,93-119,,
3:41.0,Shooting foul by D. Waiters (drawn by C. Wilcox),,93-119,,
3:41.0,C. Wilcox makes free throw 1 of 1,1,94-119,,
3:23.0,,,94-121,2,D. Waiters makes 2-pt shot from 3 ft
3:07.0,H. Turkoglu makes 3-pt shot from 24 ft (assist by C. Wilcox),3,97-121,,
2:56.0,Personal foul by D. Jones (drawn by D. Waiters),,97-121,,
2:56.0,,,97-121,,Oklahoma City full timeout
2:56.0,,,97-122,1,D. Waiters makes free throw 1 of 2
2:56.0,,,97-123,1,D. Waiters makes free throw 2 of 2
2:48.0,Turnover by C. Wilcox (bad pass; steal by M. McGary),,97-123,,
2:43.0,,,97-125,2,D. Waiters makes 2-pt shot from 1 ft
2:25.0,E. Udoh misses 2-pt shot from 15 ft,,97-125,,
2:24.0,,,97-125,,Defensive rebound by J. Lamb
2:18.0,,,97-125,,I. Smith misses 2-pt shot from 2 ft
2:16.0,Defensive rebound by E. Udoh,,97-125,,
2:01.0,J. Crawford makes 3-pt shot from 24 ft (assist by D. Jones),3,100-125,,
1:47.0,,,100-127,2,M. McGary makes 2-pt shot at rim (assist by I. Smith)
1:25.0,J. Crawford makes 3-pt shot from 24 ft (assist by H. Turkoglu),3,103-127,,
1:11.0,,,103-127,,Shooting foul by H. Turkoglu (drawn by M. McGary)
1:11.0,,,103-127,,M. McGary misses free throw 1 of 2
1:11.0,,,103-127,,Offensive rebound by Team
1:11.0,,,103-128,1,M. McGary makes free throw 2 of 2
1:00.0,Shooting foul by J. Lamb (drawn by D. Jones),,103-128,,
1:00.0,D. Jones makes free throw 1 of 2,1,104-128,,
1:00.0,D. Jones makes free throw 2 of 2,1,105-128,,
0:41.0,,,105-131,3,J. Lamb makes 3-pt shot from 24 ft (assist by P. Jones)
0:30.0,J. Crawford makes 3-pt shot from 24 ft (assist by H. Turkoglu),3,108-131,,
0:18.0,,,108-131,,I. Smith misses 2-pt shot from 8 ft
0:17.0,Defensive rebound by H. Turkoglu,,108-131,,
0:15.0,Turnover by H. Turkoglu (bad pass),,108-131,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
