time,Denver,pts.away,score,pts.home,Oklahoma City
7:38.0,,,75-105,,J. Lamb enters the game for A. Morrow
7:27.0,,,75-105,,Turnover by J. Lamb (bad pass; steal by J. Nurkic)
7:25.0,Turnover by J. Nurkic (bad pass; steal by M. McGary),,75-105,,
7:24.0,,,75-107,2,M. McGary makes 2-pt shot at rim
7:08.0,W. Barton misses 3-pt shot from 24 ft,,75-107,,
7:07.0,Offensive rebound by J. Nurkic,,75-107,,
7:05.0,J. Nurkic makes 2-pt shot from 3 ft,2,77-107,,
6:37.0,,,77-107,,J. Lamb misses 3-pt shot from 24 ft
6:36.0,,,77-107,,Offensive rebound by M. McGary
6:33.0,,,77-110,3,P. Jones makes 3-pt shot from 25 ft (assist by M. McGary)
6:15.0,W. Barton makes 3-pt shot from 25 ft (assist by E. Green),3,80-110,,
5:56.0,,,80-110,,S. Novak misses 3-pt shot from 22 ft
5:55.0,,,80-110,,Offensive rebound by M. McGary
5:44.0,,,80-110,,Turnover by D. Augustin (bad pass; steal by W. Barton)
5:38.0,E. Green makes 2-pt shot from 22 ft (assist by W. Barton),2,82-110,,
5:19.0,,,82-110,,Turnover by S. Novak (bad pass; steal by E. Green)
5:16.0,E. Green makes 2-pt shot at rim,2,84-110,,
4:56.0,,,84-110,,Oklahoma City full timeout
4:56.0,,,84-110,,M. McGary misses flagrant free throw 1 of 2
4:56.0,,,84-110,,Offensive rebound by Team
4:56.0,,,84-110,,M. McGary misses flagrant free throw 2 of 2
4:56.0,,,84-110,,Offensive rebound by Team
4:43.0,,,84-110,,S. Novak misses 3-pt shot from 22 ft
4:42.0,Defensive rebound by E. Green,,84-110,,
4:37.0,E. Green misses 2-pt shot from 14 ft (block by P. Jones),,84-110,,
4:35.0,,,84-110,,Defensive rebound by P. Jones
4:33.0,,,84-110,,Turnover by P. Jones (bad pass; steal by E. Green)
4:18.0,J. Nurkic misses 2-pt shot from 3 ft,,84-110,,
4:17.0,,,84-110,,Defensive rebound by P. Jones
4:04.0,,,84-110,,Shooting foul by J. Nurkic (drawn by D. Augustin)
4:04.0,,,84-111,1,D. Augustin makes free throw 1 of 2
4:04.0,,,84-112,1,D. Augustin makes free throw 2 of 2
3:58.0,J. Nurkic makes 2-pt shot from 4 ft (assist by W. Barton),2,86-112,,
3:39.0,,,86-112,,Shooting foul by J. Nurkic (drawn by M. McGary)
3:39.0,,,86-112,,M. McGary misses free throw 1 of 2
3:39.0,,,86-112,,Offensive rebound by Team
3:39.0,,,86-113,1,M. McGary makes free throw 2 of 2
3:33.0,W. Barton misses 2-pt shot from 9 ft,,86-113,,
3:32.0,,,86-113,,Defensive rebound by M. McGary
3:31.0,,,86-113,,Turnover by M. McGary (lost ball)
3:29.0,G. Harris makes 2-pt shot from 18 ft (assist by W. Barton),2,88-113,,
3:21.0,,,88-113,,J. Lamb misses 2-pt shot from 5 ft
3:20.0,,,88-113,,Offensive rebound by Team
3:18.0,,,88-113,,P. Jones misses 2-pt shot from 21 ft
3:17.0,Defensive rebound by G. Harris,,88-113,,
3:12.0,G. Harris misses 2-pt shot from 14 ft,,88-113,,
3:11.0,,,88-113,,Defensive rebound by J. Lamb
2:55.0,,,88-113,,D. Augustin misses 2-pt shot at rim
2:55.0,,,88-113,,Offensive rebound by M. McGary
2:55.0,,,88-115,2,M. McGary makes 2-pt shot at rim
2:31.0,E. Green misses 3-pt shot from 22 ft,,88-115,,
2:30.0,,,88-115,,Defensive rebound by P. Jones
2:05.0,Personal foul by J. Nurkic (drawn by D. Augustin),,88-115,,
2:05.0,Denver full timeout,,88-115,,
1:54.0,,,88-117,2,M. McGary makes 2-pt shot from 13 ft (assist by S. Novak)
1:45.0,,,88-117,,Personal foul by D. Augustin (drawn by G. Harris)
1:34.0,J. Lauvergne makes 2-pt shot at rim (assist by J. Nurkic),2,90-117,,
1:13.0,,,90-119,2,M. McGary makes 2-pt shot from 16 ft (assist by P. Jones)
0:58.0,W. Barton misses 2-pt shot from 15 ft,,90-119,,
0:57.0,,,90-119,,Defensive rebound by D. Augustin
0:51.0,,,90-119,,M. McGary misses 2-pt shot at rim (block by W. Barton)
0:49.0,Defensive rebound by E. Green,,90-119,,
0:46.0,E. Green makes 2-pt shot from 4 ft,2,92-119,,
0:27.0,,,92-119,,J. Lamb misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by G. Harris,,92-119,,
0:20.0,E. Green misses 3-pt shot from 25 ft,,92-119,,
0:19.0,Offensive rebound by J. Nurkic,,92-119,,
0:16.0,J. Nurkic makes 2-pt shot from 5 ft,2,94-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
