time,Indiana,pts.away,score,pts.home,Chicago
3:28.0,,,82-94,,J. Noah enters the game for K. Hinrich
3:28.0,,,82-94,,T. Snell enters the game for M. Dunleavy
3:28.0,,,82-95,1,A. Brooks makes free throw 2 of 2
3:12.0,Turnover by G. Hill (bad pass),,82-95,,
2:49.0,,,82-95,,A. Brooks misses 2-pt shot from 1 ft
2:48.0,,,82-95,,Offensive rebound by J. Noah
2:48.0,,,82-95,,J. Noah misses 2-pt shot at rim
2:46.0,,,82-95,,Offensive rebound by J. Noah
2:46.0,,,82-97,2,J. Noah makes 2-pt shot from 2 ft
2:35.0,R. Stuckey misses 3-pt shot from 25 ft,,82-97,,
2:34.0,,,82-97,,Defensive rebound by P. Gasol
2:12.0,,,82-97,,Shooting foul by C. Miles (drawn by J. Noah)
2:12.0,,,82-97,,Chicago full timeout
2:12.0,C. Copeland enters the game for C. Miles,,82-97,,
2:12.0,D. Rudez enters the game for G. Hill,,82-97,,
2:12.0,S. Hill enters the game for R. Stuckey,,82-97,,
2:12.0,L. Allen enters the game for D. West,,82-97,,
2:12.0,D. Sloan enters the game for R. Hibbert,,82-97,,
2:12.0,,,82-97,,J. Noah misses free throw 1 of 2
2:12.0,,,82-97,,Offensive rebound by Team
2:12.0,,,82-98,1,J. Noah makes free throw 2 of 2
1:56.0,S. Hill makes 2-pt shot from 12 ft,2,84-98,,
1:40.0,,,84-101,3,P. Gasol makes 3-pt shot from 23 ft (assist by A. Brooks)
1:28.0,D. Rudez misses 3-pt shot from 22 ft,,84-101,,
1:27.0,,,84-101,,Defensive rebound by T. Snell
1:08.0,,,84-101,,J. Noah misses 2-pt shot from 2 ft
1:07.0,Defensive rebound by S. Hill,,84-101,,
0:59.0,S. Hill misses 2-pt shot from 17 ft,,84-101,,
0:57.0,Offensive rebound by S. Hill,,84-101,,
0:53.0,S. Hill misses 2-pt shot from 11 ft,,84-101,,
0:51.0,,,84-101,,Defensive rebound by J. Noah
0:30.0,,,84-101,,Shooting foul by C. Copeland (drawn by N. Mirotic)
0:30.0,,,84-102,1,N. Mirotic makes free throw 1 of 2
0:30.0,,,84-102,,D. McDermott enters the game for P. Gasol
0:30.0,,,84-102,,C. Bairstow enters the game for J. Noah
0:30.0,,,84-102,,E. Moore enters the game for A. Brooks
0:30.0,,,84-103,1,N. Mirotic makes free throw 2 of 2
0:21.0,L. Allen makes 2-pt shot from 20 ft (assist by D. Sloan),2,86-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
