time,Miami,pts.away,score,pts.home,Atlanta
1:38.0,,,95-107,,Defensive rebound by T. Sefolosha
1:15.0,,,95-109,2,A. Horford makes 2-pt shot from 20 ft
1:15.0,,,95-109,,Personal foul by T. Sefolosha (drawn by M. Chalmers)
1:15.0,M. Chalmers makes free throw 1 of 2,1,96-109,,
1:15.0,U. Haslem enters the game for L. Deng,,96-109,,
1:15.0,J. Ennis enters the game for C. Bosh,,96-109,,
1:15.0,,,96-109,,S. Mack enters the game for T. Sefolosha
1:15.0,,,96-109,,D. Schroder enters the game for K. Korver
1:15.0,M. Chalmers makes free throw 2 of 2,1,97-109,,
0:56.0,,,97-112,3,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford)
0:48.0,S. Williams makes 3-pt shot from 24 ft (assist by M. Chalmers),3,100-112,,
0:26.0,,,100-114,2,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague)
0:14.0,M. Chalmers makes 3-pt shot from 26 ft (assist by N. Cole),3,103-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
