time,Philadelphia,pts.away,score,pts.home,Milwaukee
4:03.0,Shooting foul by T. Ennis (drawn by I. Canaan),,78-99,,
4:03.0,I. Canaan makes 2-pt shot from 22 ft,2,80-99,,
4:03.0,I. Canaan makes free throw 1 of 1,1,81-99,,
4:00.0,,,81-99,,Turnover by T. Ennis (traveling)
3:48.0,J. Richardson makes 3-pt shot from 28 ft (assist by J. Grant),3,84-99,,
3:40.0,Personal block foul by I. Canaan (drawn by T. Ennis),,84-99,,
3:35.0,,,84-99,,T. Ennis misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by I. Canaan,,84-99,,
3:23.0,J. Richardson misses 3-pt shot from 26 ft,,84-99,,
3:22.0,,,84-99,,Defensive rebound by J. Henson
3:22.0,Personal foul by R. Covington (drawn by J. Henson),,84-99,,
3:22.0,,,84-100,1,J. Henson makes free throw 1 of 2
3:22.0,,,84-100,,J. Henson misses free throw 2 of 2
3:20.0,Defensive rebound by R. Covington,,84-100,,
3:11.0,N. Noel makes 2-pt shot at rim (assist by R. Covington),2,86-100,,
2:57.0,,,86-100,,Milwaukee full timeout
2:43.0,,,86-100,,Turnover by Team (shot clock)
2:26.0,J. Grant misses 2-pt shot from 1 ft (block by J. Henson),,86-100,,
2:23.0,,,86-100,,Defensive rebound by G. Antetokounmpo
2:10.0,,,86-102,2,T. Ennis makes 2-pt shot from 8 ft
2:01.0,Turnover by N. Noel (bad pass; steal by G. Antetokounmpo),,86-102,,
1:49.0,,,86-104,2,J. Henson makes 2-pt shot from 1 ft (assist by T. Ennis)
1:49.0,Philadelphia full timeout,,86-104,,
1:49.0,H. Thompson enters the game for J. Richardson,,86-104,,
1:36.0,R. Covington misses 2-pt shot at rim (block by T. Ennis),,86-104,,
1:31.0,Offensive rebound by N. Noel,,86-104,,
1:30.0,Offensive foul by I. Canaan,,86-104,,
1:30.0,Turnover by I. Canaan (offensive foul),,86-104,,
1:10.0,,,86-104,,Turnover by J. Henson (lost ball)
1:00.0,N. Noel misses 2-pt shot from 15 ft,,86-104,,
1:00.0,Offensive rebound by Team,,86-104,,
0:53.0,I. Canaan misses 3-pt shot from 25 ft,,86-104,,
0:51.0,Offensive rebound by R. Covington,,86-104,,
0:42.0,H. Thompson makes 2-pt shot from 7 ft (assist by J. Grant),2,88-104,,
0:27.0,,,88-104,,T. Ennis misses 2-pt shot at rim
0:25.0,Defensive rebound by N. Noel,,88-104,,
0:20.0,Turnover by I. Canaan (bad pass),,88-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
