time,Dallas,pts.away,score,pts.home,Utah
3:22.0,,,86-102,,J. Cooley misses free throw 2 of 2
3:21.0,Defensive rebound by D. Powell,,86-102,,
3:09.0,B. James misses 2-pt shot from 5 ft,,86-102,,
3:07.0,,,86-102,,Defensive rebound by G. Jerrett
3:05.0,,,86-102,,Turnover by G. Jerrett (bad pass; steal by R. Felton)
2:58.0,A. Aminu makes 3-pt shot from 25 ft (assist by R. Felton),3,89-102,,
2:57.0,Personal foul by G. Smith (drawn by J. Cooley),,89-102,,
2:57.0,Dallas full timeout,,89-102,,
2:57.0,,,89-103,1,J. Cooley makes free throw 1 of 2
2:57.0,,,89-103,,J. Cooley misses free throw 2 of 2
2:55.0,,,89-103,,Offensive rebound by E. Millsap
2:48.0,Personal foul by B. James (drawn by J. Cooley),,89-103,,
2:48.0,,,89-104,1,J. Cooley makes free throw 1 of 2
2:48.0,,,89-105,1,J. Cooley makes free throw 2 of 2
2:36.0,A. Aminu misses 2-pt shot from 8 ft,,89-105,,
2:34.0,Offensive rebound by A. Aminu,,89-105,,
2:22.0,R. Felton misses 2-pt shot from 18 ft,,89-105,,
2:20.0,,,89-105,,Defensive rebound by B. Cotton
2:04.0,,,89-105,,G. Jerrett misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by B. James,,89-105,,
1:52.0,G. Smith misses 2-pt shot from 2 ft,,89-105,,
1:50.0,,,89-105,,Defensive rebound by J. Cooley
1:30.0,,,89-107,2,B. Cotton makes 2-pt shot from 20 ft
1:18.0,R. Felton makes 2-pt shot from 19 ft,2,91-107,,
1:02.0,,,91-107,,B. Cotton misses 2-pt shot from 6 ft (block by A. Aminu)
1:02.0,Defensive rebound by Team,,91-107,,
0:54.0,Turnover by A. Aminu (bad pass; steal by G. Jerrett),,91-107,,
0:39.0,Personal foul by A. Aminu (drawn by J. Cooley),,91-107,,
0:39.0,,,91-107,,J. Cooley misses free throw 1 of 2
0:39.0,,,91-107,,Offensive rebound by Team
0:39.0,,,91-107,,J. Cooley misses free throw 2 of 2
0:38.0,Defensive rebound by D. Powell,,91-107,,
0:27.0,Turnover by R. Felton (lost ball; steal by B. Cotton),,91-107,,
0:23.0,,,91-109,2,B. Cotton makes 2-pt shot at rim (assist by C. Johnson)
0:15.0,Shooting foul by C. Johnson (drawn by G. Smith),,91-109,,
0:15.0,G. Smith makes free throw 1 of 2,1,92-109,,
0:15.0,G. Smith misses free throw 2 of 2,,92-109,,
0:14.0,,,92-109,,Defensive rebound by E. Millsap
0:12.0,,,92-109,,Turnover by E. Millsap (lost ball)
0:00.0,End of 4th quarter,,,,End of 4th quarter
