time,Chicago,pts.away,score,pts.home,Charlotte
4:35.0,A. Brooks makes 3-pt shot from 29 ft,3,80-95,,
4:20.0,,,80-95,,Charlotte full timeout
4:16.0,,,80-95,,Turnover by L. Stephenson (bad pass; steal by E. Moore)
4:09.0,A. Brooks misses 3-pt shot from 25 ft,,80-95,,
4:08.0,,,80-95,,Defensive rebound by J. Maxiell
3:56.0,,,80-95,,M. Williams misses 2-pt shot from 7 ft
3:53.0,Defensive rebound by D. McDermott,,80-95,,
3:34.0,P. Gasol makes 2-pt shot from 2 ft (assist by N. Mirotic),2,82-95,,
3:15.0,,,82-95,,M. Williams misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by E. Moore,,82-95,,
3:05.0,E. Moore misses 2-pt shot from 1 ft,,82-95,,
3:04.0,,,82-95,,Defensive rebound by Team
3:04.0,,,82-95,,G. Henderson enters the game for L. Stephenson
2:45.0,,,82-95,,M. Kidd-Gilchrist misses 2-pt shot from 19 ft
2:44.0,Defensive rebound by P. Gasol,,82-95,,
2:37.0,A. Brooks makes 2-pt shot from 1 ft,2,84-95,,
2:07.0,,,84-95,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
2:05.0,Defensive rebound by N. Mirotic,,84-95,,
2:02.0,N. Mirotic makes 3-pt shot from 26 ft,3,87-95,,
2:02.0,,,87-95,,Charlotte full timeout
2:02.0,,,87-95,,B. Biyombo enters the game for G. Henderson
2:02.0,,,87-95,,K. Walker enters the game for J. Maxiell
1:47.0,,,87-95,,M. Williams misses 2-pt shot from 18 ft
1:45.0,Defensive rebound by A. Brooks,,87-95,,
1:25.0,A. Brooks misses 2-pt shot from 1 ft,,87-95,,
1:25.0,Offensive rebound by Team,,87-95,,
1:25.0,Chicago full timeout,,87-95,,
1:25.0,,,87-95,,Violation by M. Williams (kicked ball)
1:22.0,N. Mirotic misses 2-pt shot from 17 ft,,87-95,,
1:22.0,Offensive rebound by Team,,87-95,,
1:22.0,,,87-95,,Loose ball foul by B. Biyombo (drawn by P. Gasol)
1:22.0,P. Gasol makes free throw 1 of 2,1,88-95,,
1:22.0,,,88-95,,J. Maxiell enters the game for B. Biyombo
1:22.0,P. Gasol makes free throw 2 of 2,1,89-95,,
1:03.0,,,89-95,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
1:02.0,,,89-95,,Offensive rebound by J. Maxiell
1:02.0,,,89-95,,J. Maxiell misses 2-pt shot from 1 ft (block by N. Mirotic)
1:00.0,Defensive rebound by D. McDermott,,89-95,,
0:52.0,P. Gasol misses 2-pt shot from 18 ft,,89-95,,
0:50.0,,,89-95,,Defensive rebound by M. Williams
0:49.0,Personal foul by E. Moore (drawn by M. Williams),,89-95,,
0:49.0,,,89-96,1,M. Williams makes free throw 1 of 2
0:49.0,,,89-97,1,M. Williams makes free throw 2 of 2
0:49.0,Chicago full timeout,,89-97,,
0:49.0,,,89-97,,G. Henderson enters the game for M. Williams
0:45.0,N. Mirotic makes 2-pt shot from 1 ft,2,91-97,,
0:40.0,Personal take foul by D. McDermott (drawn by M. Kidd-Gilchrist),,91-97,,
0:40.0,,,91-98,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:40.0,,,91-99,1,M. Kidd-Gilchrist makes free throw 2 of 2
0:40.0,Chicago full timeout,,91-99,,
0:36.0,Turnover by D. McDermott (step out of bounds),,91-99,,
0:36.0,,,91-99,,M. Williams enters the game for M. Kidd-Gilchrist
0:36.0,N. Mohammed enters the game for P. Gasol,,91-99,,
0:34.0,Personal take foul by D. McDermott (drawn by G. Henderson),,91-99,,
0:34.0,,,91-100,1,G. Henderson makes free throw 1 of 2
0:34.0,,,91-100,,M. Kidd-Gilchrist enters the game for M. Williams
0:34.0,,,91-101,1,G. Henderson makes free throw 2 of 2
0:27.0,N. Mirotic misses 3-pt shot from 27 ft (block by K. Walker),,91-101,,
0:25.0,Offensive rebound by N. Mirotic,,91-101,,
0:23.0,N. Mirotic misses 3-pt shot from 25 ft,,91-101,,
0:22.0,,,91-101,,Defensive rebound by K. Walker
0:00.0,End of 4th quarter,,,,End of 4th quarter
