time,Dallas,pts.away,score,pts.home,Houston
11:46.0,,,75-82,,Turnover by J. Smith (lost ball; steal by D. Nowitzki)
11:46.0,,,75-82,,Loose ball foul by J. Smith (drawn by D. Nowitzki)
11:27.0,Turnover by D. Harris (lost ball),,75-82,,
11:18.0,,,75-82,,Turnover by J. Smith (bad pass)
10:58.0,D. Nowitzki makes 2-pt shot from 15 ft,2,77-82,,
10:41.0,,,77-84,2,J. Smith makes 2-pt shot from 1 ft
10:25.0,D. Nowitzki misses 2-pt shot from 22 ft,,77-84,,
10:24.0,,,77-84,,Defensive rebound by D. Howard
10:14.0,,,77-84,,Turnover by J. Smith (lost ball)
10:07.0,,,77-84,,Violation by T. Ariza (kicked ball)
10:01.0,M. Ellis makes 2-pt shot at rim (assist by J. Barea),2,79-84,,
9:43.0,,,79-84,,D. Howard misses 2-pt shot from 2 ft
9:43.0,Defensive rebound by D. Nowitzki,,79-84,,
9:39.0,Turnover by M. Ellis (bad pass),,79-84,,
9:26.0,,,79-84,,D. Howard misses 2-pt shot from 5 ft
9:25.0,Defensive rebound by D. Nowitzki,,79-84,,
9:22.0,J. Barea misses 2-pt shot from 1 ft (block by D. Howard),,79-84,,
9:21.0,Offensive rebound by Team,,79-84,,
9:11.0,D. Nowitzki misses 2-pt shot from 16 ft,,79-84,,
9:10.0,,,79-84,,Defensive rebound by T. Ariza
9:02.0,,,79-86,2,P. Prigioni makes 2-pt shot from 1 ft
9:02.0,Dallas full timeout,,79-86,,
9:02.0,,,79-86,,T. Jones enters the game for J. Smith
8:43.0,Offensive foul by D. Nowitzki,,79-86,,
8:43.0,Turnover by D. Nowitzki (offensive foul),,79-86,,
8:26.0,,,79-86,,D. Howard misses 2-pt shot from 4 ft
8:25.0,Defensive rebound by D. Nowitzki,,79-86,,
8:20.0,,,79-86,,Personal foul by P. Prigioni (drawn by J. Barea)
8:06.0,M. Ellis misses 3-pt shot from 25 ft,,79-86,,
8:05.0,,,79-86,,Defensive rebound by C. Brewer
8:00.0,,,79-88,2,C. Brewer makes 2-pt shot from 2 ft
7:48.0,D. Nowitzki makes 2-pt shot from 20 ft (assist by M. Ellis),2,81-88,,
7:34.0,,,81-88,,C. Brewer misses 3-pt shot from 25 ft
7:33.0,,,81-88,,Offensive rebound by P. Prigioni
7:17.0,,,81-88,,C. Brewer misses 2-pt shot from 11 ft (block by M. Ellis)
7:15.0,Defensive rebound by M. Ellis,,81-88,,
7:14.0,Turnover by M. Ellis (bad pass; steal by D. Howard),,81-88,,
6:56.0,,,81-88,,T. Ariza misses 3-pt shot from 25 ft
6:56.0,Defensive rebound by D. Nowitzki,,81-88,,
6:42.0,J. Barea misses 2-pt shot from 8 ft (block by D. Howard),,81-88,,
6:40.0,,,81-88,,Defensive rebound by D. Howard
6:34.0,,,81-88,,T. Jones misses 2-pt shot from 2 ft
6:32.0,Defensive rebound by D. Nowitzki,,81-88,,
6:12.0,T. Chandler makes 2-pt shot at rim (assist by J. Barea),2,83-88,,
6:03.0,,,83-88,,Houston full timeout
6:03.0,,,83-88,,J. Smith enters the game for T. Ariza
6:03.0,,,83-88,,J. Harden enters the game for D. Howard
6:03.0,A. Aminu enters the game for D. Harris,,83-88,,
5:54.0,,,83-88,,J. Harden misses 3-pt shot from 25 ft
5:53.0,,,83-88,,Offensive rebound by T. Jones
5:53.0,Personal foul by A. Aminu (drawn by T. Jones),,83-88,,
5:38.0,,,83-88,,J. Smith misses 3-pt shot from 23 ft
5:37.0,Defensive rebound by A. Aminu,,83-88,,
5:19.0,J. Barea makes 2-pt shot from 21 ft (assist by M. Ellis),2,85-88,,
5:07.0,,,85-88,,Shooting foul by D. Nowitzki (drawn by T. Jones)
5:07.0,,,85-90,2,T. Jones makes 2-pt shot at rim (assist by C. Brewer)
5:07.0,D. Harris enters the game for M. Ellis,,85-90,,
5:07.0,,,85-91,1,T. Jones makes free throw 1 of 1
4:51.0,A. Aminu misses 2-pt shot from 5 ft,,85-91,,
4:49.0,,,85-91,,Defensive rebound by T. Jones
4:28.0,,,85-94,3,T. Jones makes 3-pt shot from 24 ft (assist by P. Prigioni)
4:26.0,Dallas full timeout,,85-94,,
4:26.0,,,85-94,,D. Howard enters the game for J. Smith
4:26.0,M. Ellis enters the game for D. Harris,,85-94,,
4:15.0,,,85-94,,Personal foul by P. Prigioni (drawn by J. Barea)
4:02.0,Offensive charge foul by A. Aminu,,85-94,,
4:02.0,Turnover by A. Aminu (offensive foul),,85-94,,
3:50.0,,,85-94,,J. Harden misses 3-pt shot from 25 ft
3:48.0,,,85-94,,Offensive rebound by Team
3:32.0,,,85-94,,Turnover by J. Harden (bad pass; steal by J. Barea)
3:28.0,Shooting foul by C. Brewer (drawn by A. Aminu),,85-94,,
3:28.0,A. Aminu makes free throw 1 of 2,1,86-94,,
3:28.0,A. Aminu makes free throw 2 of 2,1,87-94,,
3:06.0,,,87-94,,Turnover by C. Brewer (lost ball; steal by M. Ellis)
3:01.0,D. Nowitzki makes 2-pt shot at rim (assist by J. Barea),2,89-94,,
3:01.0,,,89-94,,Houston full timeout
2:38.0,,,89-97,3,J. Harden makes 3-pt shot from 24 ft
2:29.0,Turnover by T. Chandler (bad pass; steal by P. Prigioni),,89-97,,
2:11.0,Personal foul by A. Aminu (drawn by J. Harden),,89-97,,
2:11.0,D. Harris enters the game for A. Aminu,,89-97,,
1:57.0,,,89-97,,T. Jones misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by J. Barea,,89-97,,
1:51.0,J. Barea misses 2-pt shot from 1 ft,,89-97,,
1:50.0,Offensive rebound by T. Chandler,,89-97,,
1:49.0,T. Chandler makes 2-pt shot at rim,2,91-97,,
1:31.0,,,91-97,,P. Prigioni misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by J. Barea,,91-97,,
1:13.0,Turnover by D. Nowitzki (bad pass; steal by J. Harden),,91-97,,
1:09.0,,,91-99,2,T. Jones makes 2-pt shot at rim (assist by J. Harden)
1:09.0,Dallas full timeout,,91-99,,
1:09.0,,,91-99,,T. Ariza enters the game for P. Prigioni
1:09.0,C. Villanueva enters the game for M. Ellis,,91-99,,
1:00.0,D. Nowitzki misses 2-pt shot from 14 ft,,91-99,,
0:58.0,,,91-99,,Defensive rebound by T. Ariza
0:52.0,,,91-101,2,T. Jones makes 2-pt shot at rim (assist by J. Harden)
0:45.0,C. Villanueva misses 3-pt shot from 25 ft,,91-101,,
0:45.0,,,91-101,,Defensive rebound by T. Jones
0:42.0,Personal take foul by D. Harris (drawn by T. Jones),,91-101,,
0:42.0,G. Smith enters the game for T. Chandler,,91-101,,
0:42.0,D. Powell enters the game for D. Nowitzki,,91-101,,
0:42.0,Personal take foul by D. Harris (drawn by T. Jones),,91-101,,
0:42.0,,,91-102,1,J. Harden makes free throw 1 of 2
0:42.0,,,91-102,,C. Capela enters the game for T. Ariza
0:42.0,,,91-102,,K. Papanikolaou enters the game for D. Howard
0:42.0,,,91-102,,N. Johnson enters the game for C. Brewer
0:42.0,,,91-103,1,J. Harden makes free throw 2 of 2
0:42.0,Dallas full timeout,,91-103,,
0:42.0,,,91-103,,J. Dorsey enters the game for J. Harden
0:38.0,C. Villanueva misses 3-pt shot from 26 ft,,91-103,,
0:36.0,,,91-103,,Defensive rebound by N. Johnson
0:17.0,,,91-103,,N. Johnson misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by Team,,91-103,,
0:10.0,C. Villanueva makes 3-pt shot from 26 ft (assist by D. Powell),3,94-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
