time,Oklahoma City,pts.away,score,pts.home,Dallas
10:08.0,M. McGary misses 2-pt shot from 2 ft,,92-94,,
10:06.0,,,92-94,,Defensive rebound by T. Chandler
9:47.0,,,92-94,,D. Nowitzki misses 2-pt shot from 12 ft
9:46.0,,,92-94,,Offensive rebound by T. Chandler
9:45.0,,,92-94,,Shooting foul by K. Singler (drawn by T. Chandler)
9:45.0,,,92-94,,T. Chandler misses free throw 1 of 2
9:45.0,,,92-94,,Offensive rebound by Team
9:45.0,A. Morrow enters the game for D. Waiters,,92-94,,
9:45.0,R. Westbrook enters the game for K. Singler,,92-94,,
9:45.0,,,92-95,1,T. Chandler makes free throw 2 of 2
9:36.0,D. Augustin misses 3-pt shot from 23 ft,,92-95,,
9:35.0,,,92-95,,Defensive rebound by T. Chandler
9:28.0,,,92-95,,M. Ellis misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by A. Morrow,,92-95,,
9:22.0,D. Augustin makes 2-pt shot from 2 ft (assist by A. Morrow),2,94-95,,
9:05.0,,,94-95,,M. Ellis misses 2-pt shot from 6 ft
9:05.0,Defensive rebound by Team,,94-95,,
8:54.0,A. Morrow misses 3-pt shot from 24 ft,,94-95,,
8:53.0,,,94-95,,Defensive rebound by M. Ellis
8:36.0,,,94-98,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by R. Rondo)
8:35.0,Oklahoma City full timeout,,94-98,,
8:35.0,,,94-98,,C. Villanueva enters the game for D. Nowitzki
8:35.0,,,94-98,,C. Parsons enters the game for R. Jefferson
8:35.0,S. Adams enters the game for M. McGary,,94-98,,
8:13.0,S. Adams makes 2-pt shot from 5 ft,2,96-98,,
8:00.0,,,96-98,,C. Villanueva misses 3-pt shot from 24 ft
7:57.0,Defensive rebound by R. Westbrook,,96-98,,
7:55.0,,,96-98,,Personal block foul by C. Parsons (drawn by R. Westbrook)
7:45.0,R. Westbrook misses 3-pt shot from 25 ft,,96-98,,
7:43.0,,,96-98,,Defensive rebound by T. Chandler
7:31.0,,,96-100,2,M. Ellis makes 2-pt shot from 21 ft (assist by R. Rondo)
7:15.0,A. Morrow misses 2-pt shot from 17 ft,,96-100,,
7:13.0,,,96-100,,Defensive rebound by R. Rondo
7:06.0,,,96-100,,M. Ellis misses 2-pt shot from 17 ft
7:04.0,Defensive rebound by S. Adams,,96-100,,
6:48.0,D. Augustin misses 2-pt shot from 4 ft,,96-100,,
6:47.0,Offensive rebound by S. Adams,,96-100,,
6:47.0,S. Adams makes 2-pt shot at rim,2,98-100,,
6:29.0,Personal foul by E. Kanter (drawn by T. Chandler),,98-100,,
6:29.0,,,98-100,,T. Chandler misses free throw 1 of 2
6:29.0,,,98-100,,Offensive rebound by Team
6:29.0,,,98-100,,T. Chandler misses free throw 2 of 2
6:29.0,Defensive rebound by E. Kanter,,98-100,,
6:19.0,Turnover by R. Westbrook (lost ball),,98-100,,
6:10.0,,,98-102,2,C. Parsons makes 2-pt shot from 1 ft
5:55.0,A. Morrow makes 2-pt shot from 6 ft,2,100-102,,
5:32.0,,,100-104,2,R. Rondo makes 2-pt shot from 20 ft
5:17.0,Offensive foul by S. Adams,,100-104,,
5:17.0,Turnover by S. Adams (offensive foul),,100-104,,
5:17.0,Official timeout,,100-104,,
5:17.0,D. Waiters enters the game for A. Morrow,,100-104,,
5:06.0,,,100-104,,M. Ellis misses 2-pt shot from 1 ft
5:05.0,Defensive rebound by R. Westbrook,,100-104,,
4:52.0,D. Waiters misses 3-pt shot from 22 ft,,100-104,,
4:50.0,Offensive rebound by Team,,100-104,,
4:50.0,,,100-104,,Loose ball foul by M. Ellis (drawn by S. Adams)
4:38.0,S. Adams makes 2-pt shot from 13 ft (assist by R. Westbrook),2,102-104,,
4:22.0,,,102-104,,Turnover by M. Ellis (lost ball; steal by R. Westbrook)
4:19.0,R. Westbrook makes 2-pt shot from 1 ft,2,104-104,,
4:18.0,,,104-104,,Dallas full timeout
4:18.0,,,104-104,,J. Barea enters the game for M. Ellis
4:18.0,,,104-104,,D. Nowitzki enters the game for C. Villanueva
3:58.0,,,104-106,2,R. Rondo makes 2-pt shot from 18 ft
3:39.0,D. Augustin misses 3-pt shot from 25 ft,,104-106,,
3:37.0,,,104-106,,Defensive rebound by C. Parsons
3:23.0,,,104-108,2,J. Barea makes 2-pt shot from 4 ft
3:05.0,Offensive charge foul by S. Adams,,104-108,,
3:05.0,Turnover by S. Adams (offensive foul),,104-108,,
2:50.0,,,104-108,,D. Nowitzki misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by D. Augustin,,104-108,,
2:42.0,,,104-108,,Personal foul by C. Parsons (drawn by R. Westbrook)
2:35.0,Shooting foul by R. Rondo (drawn by R. Westbrook),,104-108,,
2:35.0,R. Westbrook makes free throw 1 of 2,1,105-108,,
2:35.0,R. Westbrook makes free throw 2 of 2,1,106-108,,
2:22.0,,,106-108,,T. Chandler misses 2-pt shot from 2 ft (block by R. Westbrook)
2:21.0,Defensive rebound by D. Waiters,,106-108,,
2:07.0,R. Westbrook makes 2-pt shot from 13 ft,2,108-108,,
1:47.0,Personal block foul by S. Adams (drawn by D. Nowitzki),,108-108,,
1:47.0,,,108-108,,M. Ellis enters the game for J. Barea
1:33.0,,,108-108,,D. Nowitzki misses 2-pt shot from 14 ft
1:32.0,,,108-108,,Offensive rebound by T. Chandler
1:32.0,Loose ball foul by S. Adams (drawn by T. Chandler),,108-108,,
1:32.0,A. Roberson enters the game for S. Adams,,108-108,,
1:32.0,,,108-109,1,T. Chandler makes free throw 1 of 2
1:32.0,,,108-109,,R. Jefferson enters the game for D. Nowitzki
1:32.0,,,108-110,1,T. Chandler makes free throw 2 of 2
1:22.0,R. Westbrook misses 2-pt shot from 21 ft,,108-110,,
1:20.0,Offensive rebound by E. Kanter,,108-110,,
1:19.0,E. Kanter misses 2-pt shot from 1 ft (block by T. Chandler),,108-110,,
1:18.0,,,108-110,,Defensive rebound by R. Rondo
1:04.0,,,108-112,2,C. Parsons makes 2-pt shot from 2 ft
1:04.0,Oklahoma City full timeout,,108-112,,
1:04.0,A. Morrow enters the game for A. Roberson,,108-112,,
1:00.0,Offensive charge foul by R. Westbrook (drawn by C. Parsons),,108-112,,
1:00.0,Turnover by R. Westbrook (offensive foul),,108-112,,
0:59.0,Personal foul by R. Westbrook (drawn by C. Parsons),,108-112,,
0:59.0,A. Roberson enters the game for R. Westbrook,,108-112,,
0:59.0,,,108-113,1,C. Parsons makes free throw 1 of 2
0:59.0,,,108-114,1,C. Parsons makes free throw 2 of 2
0:47.0,D. Waiters misses 3-pt shot from 26 ft,,108-114,,
0:46.0,,,108-114,,Defensive rebound by C. Parsons
0:39.0,Personal take foul by D. Waiters (drawn by M. Ellis),,108-114,,
0:39.0,,,108-114,,M. Ellis misses free throw 1 of 2
0:39.0,,,108-114,,Offensive rebound by Team
0:39.0,M. McGary enters the game for A. Morrow,,108-114,,
0:39.0,,,108-114,,M. Ellis misses free throw 2 of 2
0:39.0,Defensive rebound by A. Roberson,,108-114,,
0:39.0,Oklahoma City full timeout,,108-114,,
0:39.0,A. Morrow enters the game for A. Roberson,,108-114,,
0:36.0,A. Morrow makes 3-pt shot from 25 ft (assist by D. Waiters),3,111-114,,
0:31.0,Personal take foul by M. McGary (drawn by M. Ellis),,111-114,,
0:31.0,,,111-115,1,M. Ellis makes free throw 1 of 2
0:31.0,,,111-116,1,M. Ellis makes free throw 2 of 2
0:24.0,D. Waiters makes 2-pt shot from 1 ft,2,113-116,,
0:21.0,Personal foul by E. Kanter (drawn by R. Jefferson),,113-116,,
0:21.0,,,113-116,,R. Jefferson misses free throw 1 of 2
0:21.0,,,113-116,,Offensive rebound by Team
0:21.0,,,113-117,1,R. Jefferson makes free throw 2 of 2
0:14.0,D. Waiters makes 2-pt shot from 2 ft,2,115-117,,
0:12.0,Personal take foul by D. Waiters (drawn by M. Ellis),,115-117,,
0:12.0,,,115-118,1,M. Ellis makes free throw 1 of 2
0:12.0,,,115-119,1,M. Ellis makes free throw 2 of 2
0:12.0,Oklahoma City full timeout,,115-119,,
0:09.0,A. Morrow misses 3-pt shot from 25 ft,,115-119,,
0:08.0,Offensive rebound by M. McGary,,115-119,,
0:05.0,Turnover by M. McGary (lost ball; steal by R. Rondo),,115-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
