time,Golden State,pts.away,score,pts.home,Memphis
3:15.0,H. Barnes makes 2-pt shot from 1 ft (assist by A. Iguodala),2,84-88,,
2:47.0,,,84-91,3,C. Lee makes 3-pt shot from 25 ft (assist by T. Allen)
2:45.0,Golden State full timeout,,84-91,,
2:32.0,A. Iguodala misses 2-pt shot from 16 ft,,84-91,,
2:32.0,Offensive rebound by Team,,84-91,,
2:32.0,,,84-91,,Personal foul by M. Gasol (drawn by D. Green)
2:32.0,D. Green makes free throw 1 of 2,1,85-91,,
2:32.0,D. Green misses free throw 2 of 2,,85-91,,
2:30.0,,,85-91,,Defensive rebound by T. Allen
2:06.0,,,85-93,2,M. Gasol makes 2-pt shot from 23 ft (assist by C. Lee)
1:45.0,A. Iguodala makes 2-pt shot from 2 ft,2,87-93,,
1:45.0,Shooting foul by M. Gasol (drawn by A. Iguodala),,87-93,,
1:45.0,,,87-93,,J. Green enters the game for M. Gasol
1:45.0,A. Iguodala makes free throw 1 of 1,1,88-93,,
1:21.0,,,88-93,,C. Lee misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by K. Thompson,,88-93,,
1:13.0,Turnover by D. Green (lost ball; steal by C. Lee),,88-93,,
1:09.0,,,88-95,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
1:09.0,Golden State full timeout,,88-95,,
1:03.0,S. Curry misses 3-pt shot from 25 ft,,88-95,,
1:02.0,,,88-95,,Defensive rebound by C. Lee
0:39.0,,,88-97,2,M. Conley makes 2-pt shot from 3 ft
0:33.0,Shooting foul by C. Lee (drawn by S. Curry),,88-97,,
0:33.0,S. Curry makes free throw 1 of 2,1,89-97,,
0:33.0,,,89-97,,B. Udrih enters the game for T. Allen
0:33.0,S. Curry misses free throw 2 of 2,,89-97,,
0:32.0,,,89-97,,Defensive rebound by Z. Randolph
0:32.0,Personal take foul by H. Barnes (drawn by Z. Randolph),,89-97,,
0:30.0,Personal take foul by K. Thompson (drawn by M. Conley),,89-97,,
0:30.0,,,89-98,1,M. Conley makes free throw 1 of 2
0:30.0,,,89-98,,T. Allen enters the game for B. Udrih
0:30.0,,,89-99,1,M. Conley makes free throw 2 of 2
0:30.0,Golden State full timeout,,89-99,,
0:29.0,Turnover by H. Barnes (bad pass; steal by Z. Randolph),,89-99,,
0:11.0,,,89-99,,M. Conley misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by K. Thompson,,89-99,,
0:01.0,D. Green misses 3-pt shot from 26 ft,,89-99,,
0:01.0,,,89-99,,Defensive rebound by T. Allen
0:00.0,End of 4th quarter,,,,End of 4th quarter
