time,Indiana,pts.away,score,pts.home,Brooklyn
3:15.0,Defensive rebound by C. Watson,,100-83,,
3:04.0,,,100-83,,Personal foul by J. Jack (drawn by L. Allen)
3:04.0,L. Allen misses free throw 1 of 2,,100-83,,
3:04.0,Offensive rebound by Team,,100-83,,
3:04.0,,,100-83,,J. Jordan enters the game for J. Johnson
3:04.0,,,100-83,,B. Davies enters the game for M. Plumlee
3:04.0,,,100-83,,D. Morris enters the game for S. Karasev
3:04.0,,,100-83,,M. Teletovic enters the game for J. Jack
3:04.0,,,100-83,,B. Bogdanovic enters the game for A. Anderson
3:04.0,L. Allen misses free throw 2 of 2,,100-83,,
3:02.0,,,100-83,,Defensive rebound by J. Jordan
2:49.0,,,100-83,,B. Davies misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by C. Watson,,100-83,,
2:25.0,L. Allen makes 2-pt shot from 9 ft (assist by C. Watson),2,102-83,,
2:05.0,,,102-83,,J. Jordan misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by C. Watson,,102-83,,
2:04.0,Indiana full timeout,,102-83,,
2:04.0,S. Whittington enters the game for D. West,,102-83,,
2:04.0,S. Hill enters the game for G. Hill,,102-83,,
1:41.0,C. Watson makes 3-pt shot from 24 ft (assist by S. Whittington),3,105-83,,
1:30.0,,,105-83,,M. Teletovic misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by Team,,105-83,,
1:10.0,C. Watson makes 2-pt shot from 2 ft (assist by S. Whittington),2,107-83,,
1:03.0,,,107-83,,B. Davies misses 2-pt shot from 2 ft (block by S. Whittington)
1:02.0,,,107-83,,Offensive rebound by Team
0:54.0,,,107-83,,D. Morris misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by S. Hill,,107-83,,
0:29.0,C. Watson makes 3-pt shot from 24 ft (assist by S. Hill),3,110-83,,
0:15.0,,,110-85,2,J. Jordan makes 2-pt shot at rim (assist by M. Teletovic)
0:00.0,End of 4th quarter,,,,End of 4th quarter
