time,Orlando,pts.away,score,pts.home,Chicago
2:53.0,,,109-104,,A. Brooks misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by N. Vucevic,,109-104,,
2:45.0,Orlando full timeout,,109-104,,
2:45.0,,,109-104,,Chicago full timeout
2:36.0,B. Gordon misses 3-pt shot from 25 ft,,109-104,,
2:35.0,,,109-104,,Defensive rebound by P. Gasol
2:17.0,,,109-104,,Shooting foul by B. Gordon (drawn by J. Noah)
2:17.0,,,109-104,,J. Noah misses free throw 1 of 2
2:17.0,,,109-104,,Offensive rebound by Team
2:17.0,,,109-104,,J. Noah misses free throw 2 of 2
2:15.0,Defensive rebound by C. Frye,,109-104,,
2:00.0,V. Oladipo makes 2-pt shot from 1 ft,2,111-104,,
1:46.0,,,111-104,,D. Rose misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by E. Payton,,111-104,,
1:30.0,C. Frye makes 2-pt shot from 5 ft (assist by E. Payton),2,113-104,,
1:23.0,,,113-106,2,A. Brooks makes 2-pt shot from 2 ft
1:05.0,V. Oladipo makes 2-pt shot from 12 ft,2,115-106,,
1:05.0,,,115-106,,Chicago full timeout
0:55.0,,,115-109,3,A. Brooks makes 3-pt shot from 22 ft (assist by J. Butler)
0:52.0,,,115-109,,Personal foul by J. Noah (drawn by V. Oladipo)
0:52.0,V. Oladipo makes free throw 1 of 2,1,116-109,,
0:52.0,D. Marble enters the game for C. Frye,,116-109,,
0:52.0,V. Oladipo makes free throw 2 of 2,1,117-109,,
0:42.0,,,117-112,3,J. Butler makes 3-pt shot from 24 ft (assist by D. Rose)
0:36.0,Shooting foul by J. Butler (drawn by V. Oladipo),,117-112,,
0:36.0,V. Oladipo misses free throw 1 of 2,,117-112,,
0:36.0,Offensive rebound by Team,,117-112,,
0:36.0,V. Oladipo makes free throw 2 of 2,1,118-112,,
0:30.0,,,118-112,,Turnover by D. Rose (lost ball)
0:30.0,C. Frye enters the game for D. Marble,,118-112,,
0:30.0,L. Ridnour enters the game for E. Payton,,118-112,,
0:24.0,,,118-112,,Personal take foul by J. Noah (drawn by L. Ridnour)
0:24.0,L. Ridnour misses free throw 1 of 2,,118-112,,
0:24.0,Offensive rebound by Team,,118-112,,
0:24.0,D. Marble enters the game for C. Frye,,118-112,,
0:24.0,E. Payton enters the game for B. Gordon,,118-112,,
0:24.0,L. Ridnour makes free throw 2 of 2,1,119-112,,
0:24.0,,,119-112,,Chicago full timeout
0:24.0,W. Green enters the game for L. Ridnour,,119-112,,
0:20.0,,,119-114,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Noah)
0:18.0,C. Frye enters the game for D. Marble,,119-114,,
0:16.0,Jump ball: A. Brooks vs. V. Oladipo (W. Green gains possession),,,,Jump ball: A. Brooks vs. V. Oladipo (W. Green gains possession)
0:12.0,,,119-114,,Personal take foul by J. Noah (drawn by V. Oladipo)
0:12.0,,,119-114,,N. Mirotic enters the game for J. Noah
0:12.0,D. Marble enters the game for C. Frye,,119-114,,
0:12.0,V. Oladipo makes free throw 1 of 2,1,120-114,,
0:12.0,V. Oladipo makes free throw 2 of 2,1,121-114,,
0:03.0,,,121-114,,J. Butler misses 3-pt shot from 25 ft
0:01.0,,,121-114,,Offensive rebound by N. Mirotic
0:00.0,,,121-114,,N. Mirotic misses 2-pt shot from 2 ft
0:00.0,,,121-114,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
